Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/05  18:00:00,28.84166666666667,56703.21903756873 
 04/05  19:00:00,28.625,30271.41985654605 
 04/05  20:00:00,28.38333333333334,19379.832316231714 
 04/05  21:00:00,28.125,13805.101554356997 
 04/05  22:00:00,27.825,8253.25956708715 
 04/05  23:00:00,27.525000000000003,8217.523961758507 
 04/05  24:00:00,27.34166666666667,8189.2526339737915 
 04/06  01:00:00,27.3,8172.106564535662 
 04/06  02:00:00,27.241666666666665,8160.292160583849 
 04/06  03:00:00,27.025000000000003,8136.607162929577 
 04/06  04:00:00,26.724999999999999,8082.752062799592 
 04/06  05:00:00,26.425,8010.541563945451 
 04/06  06:00:00,26.241666666666665,7958.020240111101 
 04/06  07:00:00,26.258333333333338,7947.25564213756 
 04/06  08:00:00,26.416666666666669,7966.997667110379 
 04/06  09:00:00,26.791666666666669,43354.53494765404 
 04/06  10:00:00,27.349999999999999,62465.75394864727 
 04/06  11:00:00,27.95,71250.59141401774 
 04/06  12:00:00,28.491666666666665,62467.73047694698 
 04/06  13:00:00,28.933333333333335,49474.382216717815 
 04/06  14:00:00,29.275000000000003,42633.098070367756 
 04/06  15:00:00,29.516666666666667,44332.40683379853 
 04/06  16:00:00,29.541666666666669,40606.68794977803 
 04/06  17:00:00,29.38333333333334,33630.34395229294 
 04/06  18:00:00,28.950000000000004,31338.520807499648 
 04/06  19:00:00,28.349999999999999,26465.624883025095 
 04/06  20:00:00,27.75,9649.662796447676 
 04/06  21:00:00,27.38333333333334,9337.145968804694 
 04/06  22:00:00,27.241666666666665,8746.79549540808 
 04/06  23:00:00,27.083333333333333,8328.133521262385 
 04/06  24:00:00,26.88333333333334,8177.340535020473 
 04/07  01:00:00,26.683333333333338,8128.366461019844 
 04/07  02:00:00,26.483333333333336,8099.617863952968 
 04/07  03:00:00,26.400000000000003,8081.590497168959 
 04/07  04:00:00,26.400000000000003,8070.5393563538955 
 04/07  05:00:00,26.400000000000003,8055.240518488055 
 04/07  06:00:00,26.925,8077.288042614914 
 04/07  07:00:00,27.883333333333338,8160.47864288771 
 04/07  08:00:00,28.825,8265.449368175907 
 04/07  09:00:00,29.55,8352.096093382574 
 04/07  10:00:00,30.09166666666667,8400.372388581238 
 04/07  11:00:00,30.474999999999999,8429.668956419182 
 04/07  12:00:00,30.775000000000003,8443.974216312317 
 04/07  13:00:00,30.958333333333333,8456.292740650706 
 04/07  14:00:00,31.058333333333338,8475.290136170932 
 04/07  15:00:00,31.099999999999999,8503.731333381042 
 04/07  16:00:00,30.925,8532.780990258163 
 04/07  17:00:00,30.625,8550.734931097026 
 04/07  18:00:00,30.208333333333333,8542.946985873825 
 04/07  19:00:00,29.766666666666667,8513.732709433274 
 04/07  20:00:00,29.366666666666665,8477.494190669326 
 04/07  21:00:00,29.025000000000003,8449.17566054953 
 04/07  22:00:00,28.724999999999999,8402.537549669383 
 04/07  23:00:00,28.425000000000009,8348.231910121589 
 04/07  24:00:00,28.183333333333338,8299.169012233719 
 04/08  01:00:00,28.041666666666669,7910.667489951525 
 04/08  02:00:00,27.88333333333334,7922.903279069665 
 04/08  03:00:00,27.566666666666668,7824.32464966712 
 04/08  04:00:00,27.166666666666669,7702.821638856546 
 04/08  05:00:00,26.766666666666667,7572.049648291118 
 04/08  06:00:00,26.89166666666667,7553.075813466302 
 04/08  07:00:00,27.508333333333338,7662.129687015996 
 04/08  08:00:00,28.325000000000004,30923.4574904196 
 04/08  09:00:00,29.224999999999999,84124.58241724542 
 04/08  10:00:00,30.066666666666668,125114.48952258144 
 04/08  11:00:00,30.691666666666668,118069.60582190943 
 04/08  12:00:00,31.016666666666667,155944.00647550298 
 04/08  13:00:00,31.099999999999999,153889.4416733702 
 04/08  14:00:00,31.099999999999999,173726.20399500314 
 04/08  15:00:00,31.099999999999999,183359.91778016828 
 04/08  16:00:00,31.041666666666669,167503.05617632444 
 04/08  17:00:00,30.766666666666667,148097.013588637 
 04/08  18:00:00,30.191666666666668,55453.11387386463 
 04/08  19:00:00,29.55,27136.768370528036 
 04/08  20:00:00,28.950000000000004,11276.880175257129 
 04/08  21:00:00,28.641666666666667,8736.610570013092 
 04/08  22:00:00,28.541666666666669,8313.219948825214 
 04/08  23:00:00,28.441666666666668,8313.959777909586 
 04/08  24:00:00,28.224999999999999,8300.772922165692 
 04/09  01:00:00,27.983333333333336,8274.679577360097 
 04/09  02:00:00,27.724999999999999,8248.280410673875 
 04/09  03:00:00,27.541666666666669,8222.55942424495 
 04/09  04:00:00,27.38333333333334,8198.111876163404 
 04/09  05:00:00,27.241666666666665,8171.432533292868 
 04/09  06:00:00,27.608333333333336,8174.434608517855 
 04/09  07:00:00,28.366666666666665,8210.124536254149 
 04/09  08:00:00,29.108333333333336,8263.830873800422 
 04/09  09:00:00,29.166666666666669,8297.18296478435 
 04/09  10:00:00,29.641666666666667,8384.510000791264 
 04/09  11:00:00,30.683333333333335,8481.969029816735 
 04/09  12:00:00,31.15833333333333,8519.05572359497 
 04/09  13:00:00,31.199999999999993,8528.645742202463 
 04/09  14:00:00,31.083333333333333,8521.816122247235 
 04/09  15:00:00,30.88333333333334,8510.328710060561 
 04/09  16:00:00,30.625,8494.889124453251 
 04/09  17:00:00,30.325,8469.671113336182 
 04/09  18:00:00,30.025000000000003,8438.332846728877 
 04/09  19:00:00,29.666666666666669,8399.596355744665 
 04/09  20:00:00,29.325,8360.52927504735 
 04/09  21:00:00,29.025000000000003,8328.643008359088 
 04/09  22:00:00,28.666666666666669,8295.091618101866 
 04/09  23:00:00,28.325,8264.236935093717 
 04/09  24:00:00,28.083333333333333,8236.302398471887 
 04/10  01:00:00,27.825,7746.011676218244 
 04/10  02:00:00,27.583333333333333,7790.513151325456 
 04/10  03:00:00,27.441666666666668,7749.641834154732 
 04/10  04:00:00,27.400000000000003,7713.925344227337 
 04/10  05:00:00,27.34166666666667,7677.345934278758 
 04/10  06:00:00,27.53333333333333,7690.846371424359 
 04/10  07:00:00,28.05,7812.030066652899 
 04/10  08:00:00,28.708333333333333,25908.113420208465 
 04/10  09:00:00,29.349999999999999,102193.41540296773 
 04/10  10:00:00,30.008333333333338,125968.21123545629 
 04/10  11:00:00,30.59166666666667,142313.19961157684 
 04/10  12:00:00,31.03333333333333,172086.67497126203 
 04/10  13:00:00,31.316666666666668,170702.03909838995 
 04/10  14:00:00,31.28333333333333,168003.19750823244 
 04/10  15:00:00,30.791666666666669,173162.49746406309 
 04/10  16:00:00,30.03333333333333,138099.03623782705 
 04/10  17:00:00,29.233333333333336,79456.11396021328 
 04/10  18:00:00,28.608333333333336,52481.86928271971 
 04/10  19:00:00,28.28333333333333,22908.881865262538 
 04/10  20:00:00,28.025000000000003,9153.33230304638 
 04/10  21:00:00,27.900000000000003,8693.02140498732 
 04/10  22:00:00,27.900000000000003,8262.791951097177 
 04/10  23:00:00,27.900000000000003,8253.307708755392 
 04/10  24:00:00,27.84166666666667,8241.646724911374 
 04/11  01:00:00,27.8,8227.541463663423 
 04/11  02:00:00,27.8,8218.851724974696 
 04/11  03:00:00,27.508333333333338,8192.872234183224 
 04/11  04:00:00,27.066666666666668,8142.598731988796 
 04/11  05:00:00,26.608333333333336,8083.804061294927 
 04/11  06:00:00,26.633333333333338,8059.1401068509 
 04/11  07:00:00,27.09166666666667,8104.996217286137 
 04/11  08:00:00,27.650000000000003,23342.027641121193 
 04/11  09:00:00,28.191666666666668,107503.51954471386 
 04/11  10:00:00,28.691666666666668,136481.0077655605 
 04/11  11:00:00,29.25,156419.69466973979 
 04/11  12:00:00,29.849999999999999,161754.81300071543 
 04/11  13:00:00,30.275000000000003,166803.7489644172 
 04/11  14:00:00,30.516666666666667,179133.4370378214 
 04/11  15:00:00,30.483333333333336,168029.7817011739 
 04/11  16:00:00,30.224999999999999,174901.181319477 
 04/11  17:00:00,29.925000000000009,162196.8882834049 
 04/11  18:00:00,29.683333333333338,88788.8207860471 
 04/11  19:00:00,29.366666666666665,63275.195632290815 
 04/11  20:00:00,29.025000000000003,45028.89054052255 
 04/11  21:00:00,28.608333333333336,8339.953375859202 
 04/11  22:00:00,28.10833333333333,8292.113601785495 
 04/11  23:00:00,27.60833333333333,8233.396054960454 
 04/11  24:00:00,27.166666666666669,8177.0834239504875 
 04/12  01:00:00,26.766666666666667,8125.288625577741 
 04/12  02:00:00,26.366666666666665,8068.744873179622 
 04/12  03:00:00,26.141666666666667,8021.59913844723 
 04/12  04:00:00,26.099999999999999,7998.552645732746 
 04/12  05:00:00,26.041666666666669,7983.442140241029 
 04/12  06:00:00,26.75833333333334,8017.247614515436 
 04/12  07:00:00,28.175,8142.140000642175 
 04/12  08:00:00,29.558333333333335,29851.407796559546 
 04/12  09:00:00,30.45,92540.59292379477 
 04/12  10:00:00,30.875,147837.22132901394 
 04/12  11:00:00,31.058333333333338,143565.65463138218 
 04/12  12:00:00,31.15833333333333,144811.05669895203 
 04/12  13:00:00,31.258333333333338,154264.80000382974 
 04/12  14:00:00,31.241666666666665,162069.9777399651 
 04/12  15:00:00,31.083333333333333,140039.23662766617 
 04/12  16:00:00,30.766666666666667,127244.9563455436 
 04/12  17:00:00,30.308333333333335,118335.52556187519 
 04/12  18:00:00,29.75,57079.72481756243 
 04/12  19:00:00,29.266666666666667,30428.79183392134 
 04/12  20:00:00,28.808333333333335,19419.257851150152 
 04/12  21:00:00,28.541666666666669,13832.689030345 
 04/12  22:00:00,28.441666666666668,8295.021427100868 
 04/12  23:00:00,28.34166666666667,8284.790513408052 
 04/12  24:00:00,27.89166666666667,8251.240804167965 
 04/13  01:00:00,27.133333333333338,8170.808652823779 
 04/13  02:00:00,26.39166666666667,8073.936736852706 
 04/13  03:00:00,25.983333333333336,8003.011711818862 
 04/13  04:00:00,25.78333333333333,7963.048368639244 
 04/13  05:00:00,25.583333333333333,7935.493762099311 
 04/13  06:00:00,26.2,7956.7217098994 
 04/13  07:00:00,27.516666666666667,8056.65487063232 
 04/13  08:00:00,28.858333333333336,8185.584287641605 
 04/13  09:00:00,29.808333333333335,58264.548746494496 
 04/13  10:00:00,30.333333333333333,78630.05618566621 
 04/13  11:00:00,30.675,86528.97127487332 
 04/13  12:00:00,30.916666666666669,76397.51661830367 
 04/13  13:00:00,31.0,58418.525666485104 
 04/13  14:00:00,31.0,51433.53006602519 
 04/13  15:00:00,30.941666666666668,52194.938487755455 
 04/13  16:00:00,30.724999999999999,47216.735554400075 
 04/13  17:00:00,30.308333333333335,38840.59089501291 
 04/13  18:00:00,29.633333333333338,34195.35913145419 
 04/13  19:00:00,28.950000000000004,27713.142616578447 
 04/13  20:00:00,28.291666666666669,10979.71463840164 
 04/13  21:00:00,28.0,10787.543854271486 
 04/13  22:00:00,27.941666666666668,8722.002982077995 
 04/13  23:00:00,27.900000000000003,8414.641505309706 
 04/13  24:00:00,27.78333333333333,8321.371243806203 
 04/14  01:00:00,27.525000000000003,8281.527051697189 
 04/14  02:00:00,27.28333333333333,8255.847831140569 
 04/14  03:00:00,27.083333333333333,8231.637819042966 
 04/14  04:00:00,26.825,8194.358401071258 
 04/14  05:00:00,26.583333333333333,8146.11490783148 
 04/14  06:00:00,26.96666666666667,8139.22512598797 
 04/14  07:00:00,27.825,8181.422608796248 
 04/14  08:00:00,28.724999999999999,8248.490950911813 
 04/14  09:00:00,29.45,8314.176152249594 
 04/14  10:00:00,30.05,8384.001153436211 
 04/14  11:00:00,30.59166666666667,8454.035012770097 
 04/14  12:00:00,31.208333333333333,8521.846715320933 
 04/14  13:00:00,31.733333333333336,8576.173102899133 
 04/14  14:00:00,31.958333333333333,8611.530342369804 
 04/14  15:00:00,31.708333333333333,8605.976568266184 
 04/14  16:00:00,31.09166666666667,8558.808902717052 
 04/14  17:00:00,30.333333333333333,8502.765720977148 
 04/14  18:00:00,29.474999999999999,8424.282674922579 
 04/14  19:00:00,28.75,8356.777274248656 
 04/14  20:00:00,28.09166666666667,8302.685114318474 
 04/14  21:00:00,27.8,8266.901393822796 
 04/14  22:00:00,27.741666666666665,8254.00163834866 
 04/14  23:00:00,27.7,8247.789934899325 
 04/14  24:00:00,27.641666666666667,8235.423805316928 
 04/15  01:00:00,27.599999999999999,7853.575687547075 
 04/15  02:00:00,27.541666666666669,7880.680002322842 
 04/15  03:00:00,27.325,7791.261191097681 
 04/15  04:00:00,26.96666666666667,7683.158113119767 
 04/15  05:00:00,26.625,7601.745043915897 
 04/15  06:00:00,26.675,7619.308315354431 
 04/15  07:00:00,27.09166666666667,7659.418346650785 
 04/15  08:00:00,27.708333333333333,30716.940007013633 
 04/15  09:00:00,28.525000000000003,82816.93462533053 
 04/15  10:00:00,29.366666666666665,122646.85639430055 
 04/15  11:00:00,30.05,116238.32545482104 
 04/15  12:00:00,30.3,153109.60457837178 
 04/15  13:00:00,30.241666666666665,150424.65234563463 
 04/15  14:00:00,30.083333333333333,171047.55372340684 
 04/15  15:00:00,30.058333333333338,180645.9873464658 
 04/15  16:00:00,30.041666666666669,164729.95564143072 
 04/15  17:00:00,29.941666666666668,145994.70484113424 
 04/15  18:00:00,29.60833333333333,55055.71600413796 
 04/15  19:00:00,29.10833333333333,26973.770587719006 
 04/15  20:00:00,28.608333333333336,11238.6617648396 
 04/15  21:00:00,28.28333333333333,8707.615413472111 
 04/15  22:00:00,28.141666666666667,8285.400108295204 
 04/15  23:00:00,27.983333333333336,8285.86322767824 
 04/15  24:00:00,27.55,8264.725514324587 
 04/16  01:00:00,27.008333333333338,7864.864990606319 
 04/16  02:00:00,26.45,7727.284536176855 
 04/16  03:00:00,26.141666666666667,7597.7368499855875 
 04/16  04:00:00,26.099999999999999,7553.1942533734355 
 04/16  05:00:00,26.041666666666669,7506.062583781039 
 04/16  06:00:00,26.525000000000003,7549.761343793503 
 04/16  07:00:00,27.541666666666669,7712.58554172776 
 04/16  08:00:00,28.583333333333333,21308.497224986466 
 04/16  09:00:00,29.40833333333333,92104.28105736077 
 04/16  10:00:00,29.991666666666665,119583.97647439118 
 04/16  11:00:00,30.433333333333335,125594.26347438096 
 04/16  12:00:00,30.833333333333333,153617.1912060652 
 04/16  13:00:00,31.175,143109.23537049147 
 04/16  14:00:00,31.358333333333336,165203.22167429 
 04/16  15:00:00,31.224999999999999,149837.54374644449 
 04/16  16:00:00,30.866666666666665,154121.11957789676 
 04/16  17:00:00,30.40833333333333,131339.81229408584 
 04/16  18:00:00,29.90833333333333,112079.31600320713 
 04/16  19:00:00,29.349999999999999,65885.78296476999 
 04/16  20:00:00,28.808333333333335,35227.087379669814 
 04/16  21:00:00,28.308333333333335,8682.500060524435 
 04/16  22:00:00,27.75,8399.736818451018 
 04/16  23:00:00,27.208333333333333,8247.232351731482 
 04/16  24:00:00,27.116666666666665,8163.6773788946375 
 04/17  01:00:00,27.375,8243.482092909519 
 04/17  02:00:00,27.616666666666665,8250.211633150038 
 04/17  03:00:00,27.46666666666667,8240.919823772061 
 04/17  04:00:00,27.125,8199.15904621681 
 04/17  05:00:00,26.766666666666667,8156.859886555248 
 04/17  06:00:00,27.066666666666668,8150.615378729046 
 04/17  07:00:00,27.925,8210.765879413344 
 04/17  08:00:00,28.825,8297.565594003896 
 04/17  09:00:00,29.433333333333335,8360.014710655532 
 04/17  10:00:00,29.775000000000003,8395.783489832873 
 04/17  11:00:00,30.075,8429.142908543961 
 04/17  12:00:00,30.316666666666668,8455.27456668989 
 04/17  13:00:00,30.516666666666667,8466.32867461067 
 04/17  14:00:00,30.71666666666667,8473.194959236034 
 04/17  15:00:00,30.974999999999999,8482.618251408305 
 04/17  16:00:00,31.099999999999999,8486.050211015196 
 04/17  17:00:00,31.041666666666669,8472.508904925124 
 04/17  18:00:00,30.650000000000003,8440.902014100646 
 04/17  19:00:00,29.933333333333335,8391.7731544143 
 04/17  20:00:00,29.191666666666668,8335.755760196744 
 04/17  21:00:00,28.724999999999999,8302.162596987171 
 04/17  22:00:00,28.366666666666665,8255.155514744523 
 04/17  23:00:00,28.025000000000003,8208.064757203816 
 04/17  24:00:00,27.724999999999999,8159.609359448511 
 04/18  01:00:00,27.366666666666665,8125.615611322147 
 04/18  02:00:00,27.025000000000003,8095.618339547258 
 04/18  03:00:00,26.78333333333333,8071.553942489055 
 04/18  04:00:00,26.583333333333333,8043.544406437304 
 04/18  05:00:00,26.38333333333334,8017.655373199762 
 04/18  06:00:00,26.766666666666667,8023.922804796519 
 04/18  07:00:00,27.625,8091.717219298344 
 04/18  08:00:00,28.525000000000003,8184.0967511623785 
 04/18  09:00:00,29.25,8268.141921532297 
 04/18  10:00:00,29.791666666666669,8326.131097421785 
 04/18  11:00:00,30.291666666666669,8381.771225284154 
 04/18  12:00:00,30.849999999999999,8428.38457045937 
 04/18  13:00:00,31.21666666666667,8458.679877738396 
 04/18  14:00:00,31.300000000000009,8464.538614880968 
 04/18  15:00:00,30.89166666666667,8438.633355160991 
 04/18  16:00:00,30.133333333333338,8376.460917560056 
 04/18  17:00:00,29.39166666666667,8309.434900019427 
 04/18  18:00:00,28.983333333333336,8256.754370640536 
 04/18  19:00:00,28.84166666666667,8226.36714581305 
 04/18  20:00:00,28.683333333333335,8204.280399327543 
 04/18  21:00:00,28.425000000000009,8181.530957074231 
 04/18  22:00:00,28.066666666666668,8151.716083584324 
 04/18  23:00:00,27.724999999999999,8127.387816552787 
 04/18  24:00:00,27.599999999999999,8108.4749128540325 
 04/19  01:00:00,27.541666666666669,8097.51368654022 
 04/19  02:00:00,27.5,8091.6949092770255 
 04/19  03:00:00,27.208333333333333,8068.217668162785 
 04/19  04:00:00,26.650000000000003,8013.0497800908115 
 04/19  05:00:00,26.10833333333333,7954.706638763096 
 04/19  06:00:00,26.483333333333336,7952.952709076745 
 04/19  07:00:00,27.599999999999999,8053.73045357606 
 04/19  08:00:00,28.8,8192.19643822035 
 04/19  09:00:00,29.650000000000003,8301.42871533011 
 04/19  10:00:00,30.191666666666668,8363.74942207289 
 04/19  11:00:00,30.633333333333338,8411.779417638616 
 04/19  12:00:00,30.974999999999999,8445.561475905075 
 04/19  13:00:00,31.21666666666667,8466.515445105644 
 04/19  14:00:00,31.241666666666665,8475.746738071828 
 04/19  15:00:00,31.025000000000003,8465.595199681522 
 04/19  16:00:00,30.60833333333333,8446.622112616144 
 04/19  17:00:00,30.166666666666669,8422.53574299313 
 04/19  18:00:00,29.708333333333333,8388.314915612355 
 04/19  19:00:00,29.208333333333333,8336.667365444804 
 04/19  20:00:00,28.766666666666667,8270.979686807876 
 04/19  21:00:00,28.425000000000009,8218.426387289119 
 04/19  22:00:00,28.183333333333338,8158.066914042663 
 04/19  23:00:00,27.925,8090.136970258226 
 04/19  24:00:00,27.625,8035.639328638156 
 04/20  01:00:00,27.38333333333334,8044.646718964028 
 04/20  02:00:00,27.125,8075.015111844078 
 04/20  03:00:00,26.708333333333333,8081.804050891547 
 04/20  04:00:00,26.208333333333333,8031.267428190999 
 04/20  05:00:00,25.708333333333333,7960.4078969201355 
 04/20  06:00:00,26.316666666666668,7947.115625873991 
 04/20  07:00:00,27.775000000000003,8042.653556502122 
 04/20  08:00:00,29.15833333333333,8172.45653896725 
 04/20  09:00:00,29.875,8271.500642729898 
 04/20  10:00:00,30.058333333333338,8337.395293733525 
 04/20  11:00:00,30.15833333333333,8386.734038557983 
 04/20  12:00:00,30.433333333333335,8434.217735242013 
 04/20  13:00:00,30.71666666666667,8475.777967294156 
 04/20  14:00:00,30.858333333333336,8497.291380152185 
 04/20  15:00:00,30.724999999999999,8489.27849850287 
 04/20  16:00:00,30.366666666666665,8453.721979236101 
 04/20  17:00:00,29.96666666666667,8411.718209739354 
 04/20  18:00:00,29.683333333333338,8374.942024213502 
 04/20  19:00:00,29.483333333333336,8344.051593041031 
 04/20  20:00:00,29.28333333333333,8323.726700923247 
 04/20  21:00:00,29.025000000000003,8304.271433468419 
 04/20  22:00:00,28.78333333333333,8287.432095473927 
 04/20  23:00:00,28.525000000000003,8267.283038736705 
 04/20  24:00:00,28.10833333333333,8228.789041489266 
 04/21  01:00:00,27.666666666666669,8177.8837617486215 
 04/21  02:00:00,27.208333333333333,8125.337499468916 
 04/21  03:00:00,27.0,8085.475767099441 
 04/21  04:00:00,26.941666666666668,8070.354969545432 
 04/21  05:00:00,26.900000000000003,8062.261148690061 
 04/21  06:00:00,27.25,8074.733853804847 
 04/21  07:00:00,28.025000000000003,8117.426526021296 
 04/21  08:00:00,28.866666666666665,8179.00530455894 
 04/21  09:00:00,29.608333333333336,8247.822991759149 
 04/21  10:00:00,30.25,8318.883855613438 
 04/21  11:00:00,30.791666666666669,8379.834754678492 
 04/21  12:00:00,31.233333333333336,8429.682020203085 
 04/21  13:00:00,31.575,8471.687697162915 
 04/21  14:00:00,31.758333333333338,8492.811574127702 
 04/21  15:00:00,31.683333333333335,8490.69013680487 
 04/21  16:00:00,31.366666666666665,8473.583400475663 
 04/21  17:00:00,30.90833333333333,8446.018460945896 
 04/21  18:00:00,30.291666666666669,8408.354877307262 
 04/21  19:00:00,29.59166666666667,8361.76321682334 
 04/21  20:00:00,28.891666666666667,8316.527232174403 
 04/21  21:00:00,28.366666666666665,8277.09704145148 
 04/21  22:00:00,27.96666666666667,8235.193694565922 
 04/21  23:00:00,27.566666666666668,8188.869157350171 
 04/21  24:00:00,27.166666666666669,8137.808338530655 
