value;temp
-11.11658224;29.25
-10.86444753;29.85
-11.40659006;30.28
-11.10410729;30.52
-11.3029691;30.48
-10.53544054;30.23
-9.753924481;29.93
-4.365355429;29.68
-3.229907899;29.37
-2.080799169;29.03
-0.549304736;28.61
-0.547723302;28.11
-0.546049239;27.61
-0.546271667;27.17
-0.523242177;27.37
-0.530236507;27.03
-0.536797958;26.78
-0.539944258;26.58
-0.542432699;26.38
-0.539800327;26.77
-0.538615307;27.63
-0.543039531;28.53
-0.540301217;29.25
-0.53600578;29.79
-0.535034253;30.29
-0.532439035;30.85
-0.530256332;31.22
-0.527203185;31.30
-0.521402927;30.89
-0.517530351;30.13
-0.517107285;29.39
-0.517756363;28.98
-0.518060064;28.84
-0.519886007;28.68
-0.520025257;28.43
-0.520439443;28.07
-0.524610179;27.73
-0.527812999;27.60
-0.532896805;28.08
-0.537212488;27.88
-0.540193551;27.51
-0.545099895;27.01
-0.553213165;26.51
-0.550909811;26.88
-0.551406154;27.94
-1.801090834;29.10
-10.09947057;29.95
-8.993399768;30.49
-10.02196226;30.88
-10.37595929;31.18
-10.62133709;31.42
-10.46559533;31.50
-10.67959703;31.33
-9.998236902;30.97
-9.217379282;30.51
-3.965428047;30.07
-3.013128322;29.73
-1.96971473;29.37
-0.540336418;29.14
-0.540771264;28.98
-0.541590088;28.84
-0.541596896;28.68
-0.56550534;27.46
-0.568047239;27.50
-0.574313267;27.21
-0.581806676;26.77
-0.585956243;26.31
-0.585384851;26.33
-0.576496924;26.85
-1.889528139;27.63
-10.36596236;28.58
-8.83968644;29.47
-9.065359126;30.09
-9.234583516;30.18
-9.43868856;29.87
-9.693162081;29.47
-9.080772042;29.18
-8.449881241;29.04
-7.866504484;28.94
-2.508198475;28.84
-1.058481203;28.63
-0.560281356;28.38
-0.557417315;28.13
-0.556348605;27.83
-0.559775031;27.53
-0.563076502;27.34
-0.549442953;26.77
-0.551418902;26.37
-0.551980372;26.14
-0.553610222;26.10
-0.557571835;26.04
-0.555258714;26.76
-0.55799789;28.18
-2.191644341;29.56
-11.51819367;30.45
-9.75625965;30.88
-9.561963415;31.06
-9.858530833;31.16
-10.2188441;31.26
-10.11263847;31.24
-9.470196852;31.08
-8.467380553;30.77
-7.857749669;30.31
-2.324772198;29.75
-0.982679847;29.27
-0.539882309;28.81
-0.538614755;28.54
-0.541106112;28.44
-0.543603175;28.34
-0.546250531;27.89
-0.531601244;27.54
-0.536551245;27.50
-0.540843507;27.21
-0.545629661;26.65
-0.548951868;26.11
-0.545331905;26.48
-0.548267635;27.60
-0.558610916;28.80
-0.553519086;29.65
-0.545518174;30.19
-0.542209541;30.63
-0.54090613;30.98
-0.539261981;31.22
-0.536311227;31.24
-0.528823591;31.03
-0.527588912;30.61
-0.52990061;30.17
-0.53329107;29.71
-0.535418546;29.21
-0.530838681;28.77
-0.526026781;28.43
-0.517870359;28.18
-0.508818146;27.93
-0.505430314;27.63
-0.542749414;28.54
-0.542420707;28.38
-0.540495589;28.07
-0.541143541;27.61
-0.546439823;27.17
-0.548641346;27.41
-0.55087101;28.23
-2.264124019;29.07
-11.08956046;29.75
-9.598582661;30.29
-9.265813598;30.85
-9.566925058;31.39
-9.90920671;31.78
-9.768128504;31.84
-9.244297974;31.39
-8.256973645;30.63
-7.623082315;29.83
-2.298226537;29.27
-0.969132158;28.93
-0.527144473;28.57
-0.531196643;28.34
-0.544618172;28.30
-0.555837211;28.24
-0.562581847;28.08
-0.56454284;27.30
-0.601175499;27.24
-0.631670434;27.03
-0.645724362;26.73
-0.616652884;26.43
-0.576300956;26.24
-0.572836944;26.26
-0.572703779;26.42
-12.14429048;26.79
-12.04388049;27.35
-11.75614574;27.95
-10.90668041;28.49
-6.066485434;28.93
-6.040580958;29.28
-5.836179569;29.52
-5.088857346;29.54
-4.203730424;29.38
-2.771561704;28.95
-1.494255247;28.35
-1.228581742;27.75
-1.06957457;27.38
-0.572972182;27.24
-0.578400828;27.08
-0.585004161;26.88
-0.550728851;27.13
-0.558307557;26.39
-0.561065628;25.98
-0.562069848;25.78
-0.566214262;25.58
-0.563338259;26.20
-0.548818;27.52
-0.55016272;28.86
-11.70217483;29.81
-13.93232102;30.33
-12.52460367;30.68
-11.71338052;30.92
-5.836200062;31.00
-5.27127697;31.00
-4.801888251;30.94
-4.394791351;30.73
-3.979723417;30.31
-2.848526469;29.63
-1.567917515;28.95
-1.262993684;28.29
-1.13121955;28.00
-0.541085815;27.94
-0.543324499;27.90
-0.54567462;27.78
-0.520040187;27.38
-0.541192945;27.13
-0.560534587;26.71
-0.567338589;26.21
-0.568991932;25.71
-0.557084584;26.32
-0.538978809;27.78
-0.540356345;29.16
-0.539361338;29.88
-0.544253945;30.06
-0.546873113;30.16
-0.546150234;30.43
-0.544247881;30.72
-0.54064442;30.86
-0.533289588;30.73
-0.53084304;30.37
-0.533583836;29.97
-0.536732752;29.68
-0.540505421;29.48
-0.544866331;29.28
-0.545710111;29.03
-0.547203724;28.78
-0.547870144;28.53
-0.547559089;28.11
-0.561445189;27.94
-0.560314136;27.78
-0.558370004;27.58
-0.553372035;27.38
-0.54738739;27.18
-0.539582557;27.45
-0.539191338;28.11
-0.541891619;28.81
-11.16501177;29.39
-13.49281769;29.89
-12.73321687;30.39
-11.63440616;31.01
-5.220795989;31.59
-4.648876954;31.98
-4.411313411;31.98
-4.082082574;31.61
-3.825732292;31.05
-2.822549646;30.33
-1.578738664;29.71
-1.269003895;29.09
-1.133882327;28.86
-0.541824221;28.90
-0.541194166;28.96
-0.540250055;28.83
-0.595103845;26.68
-0.60606991;26.48
-0.614346999;26.40
-0.61874313;26.40
-0.61845632;26.40
-0.611585087;26.93
-0.599249113;27.88
-0.594087748;28.83
-0.582095587;29.55
-0.566213572;30.09
-0.557819386;30.48
-0.553416138;30.78
-0.552719766;30.96
-0.552998802;31.06
-0.550519078;31.10
-0.556159332;30.93
-0.567196789;30.63
-0.572180819;30.21
-0.576246986;29.77
-0.576194077;29.37
-0.574623957;29.03
-0.568600519;28.73
-0.565071385;28.43
-0.564452606;28.18
-0.551802279;27.53
-0.560687755;27.28
-0.568001762;27.08
-0.572681955;26.83
-0.573810311;26.58
-0.566276711;26.97
-0.550275539;27.83
-0.543744244;28.73
-0.537545784;29.45
-0.538371762;30.05
-0.541113476;30.59
-0.543625518;31.21
-0.544207864;31.73
-0.544636295;31.96
-0.540229471;31.71
-0.537482649;31.09
-0.540116244;30.33
-0.539715716;29.48
-0.541997326;28.75
-0.542054557;28.09
-0.542403258;27.80
-0.544093627;27.74
-0.547222481;27.70
-0.549287449;27.64
-0.548667332;27.67
-0.552105136;27.21
-0.555049873;27.00
-0.559459923;26.94
-0.564803895;26.90
-0.564384697;27.25
-0.553560214;28.03
-0.546629694;28.87
-0.540808543;29.61
-0.538980127;30.25
-0.539239748;30.79
-0.540802167;31.23
-0.542632227;31.58
-0.537227305;31.76
-0.525955416;31.68
-0.522892554;31.37
-0.525379796;30.91
-0.532072395;30.29
-0.539618695;29.59
-0.542496822;28.89
-0.539150468;28.37
-0.534295783;27.97
-0.532677285;27.57
-0.53284008;27.17
-0.54003557;28.53
-0.541944127;28.23
-0.546750683;27.98
-0.551488643;27.73
-0.555779077;27.48
-0.5544644;27.93
-0.551908096;28.88
-0.542074658;29.83
-0.536065279;30.49
-0.535289034;30.93
-0.535418722;31.28
-0.533365868;31.63
-0.528324691;31.98
-0.522202435;32.16
-0.511859181;32.03
-0.509577955;31.67
-0.513639942;31.21
-0.520807223;30.65
-0.526146872;30.05
-0.525595645;29.45
-0.525033346;29.03
-0.523635446;28.73
-0.522076324;28.43
-0.520803634;28.07
-0.520483209;27.61
-0.52292759;27.17
-0.528965656;26.77
-0.535792065;26.37
-0.540535613;25.97
-0.537071764;26.56
-0.536337418;27.92
-2.363092142;29.32
-9.801960961;30.25
-10.80097931;30.68
-11.59768849;30.98
-11.83531403;31.39
-11.97552782;31.78
-10.43856593;31.96
-9.496054013;31.83
-8.939554331;31.53
-8.896433542;31.11
-2.829133506;30.67
-1.399923976;30.09
-0.597514124;29.45
-0.524391014;28.85
-0.523221904;28.25
-0.522141775;27.65
-0.523158327;27.23
-0.524075683;26.98
-0.526574177;26.73
-0.528226575;26.54
-0.529967944;26.38
-0.530476022;26.24
-0.529112017;26.90
-0.530053824;28.16
-1.566096397;29.40
-11.00621639;30.25
-10.41161231;30.73
-10.58277437;31.08
-11.07471287;31.43
-11.02925911;31.78
-11.1986799;31.96
-11.2247048;31.88
-11.24250953;31.63
-12.81295112;31.21
-7.303974611;30.71
-7.327788775;30.27
-10.88800038;29.75
-8.827791128;29.33
-9.854779267;29.03
-9.762751225;28.67
-10.45691343;28.50
