value;temp
0.500804231;27.23
0.476571281;26.73
0.471963174;26.13
0.475498598;25.28
0.48465806;24.38
0.487450944;24.47
0.487396176;25.50
2.097782146;26.82
9.74315384;27.98
9.042745006;28.98
9.203784934;29.81
9.478171135;30.39
9.760430916;30.72
8.610131468;30.80
7.937337515;30.63
7.609912729;30.27
7.655294363;29.87
2.405906736;29.53
1.249537305;29.23
0.55459526;28.93
0.494801972;28.63
0.498562948;28.33
0.505386632;28.03
0.508362446;27.78
0.526720976;28.04
0.527698611;27.88
0.526608167;27.57
0.524250589;27.17
0.520624279;26.77
0.522987687;26.89
0.527196134;27.51
2.327657508;28.33
8.247721094;29.23
8.708024522;30.07
9.413868862;30.69
9.481029072;31.02
9.796738328;31.10
8.9614498;31.10
8.423509879;31.10
8.091375175;31.04
8.090690754;30.77
2.446729365;30.19
1.317006389;29.55
0.572651923;28.95
0.503872076;28.64
0.506596046;28.54
0.511393515;28.44
0.513463499;28.23
0.512630479;27.60
0.514705006;27.54
0.513606888;27.33
0.513097701;26.97
0.518497219;26.63
0.538191902;26.68
0.54024027;27.09
2.294400277;27.71
8.222752268;28.53
8.561057297;29.37
9.645768852;30.05
9.913593174;30.30
10.26666761;30.24
9.307938052;30.08
8.774136722;30.06
8.639868096;30.04
8.619930163;29.94
2.617054803;29.61
1.360009221;29.11
0.596547692;28.61
0.528770442;28.28
0.53330078;28.14
0.53839128;27.98
0.540915544;27.55
0.512319005;26.71
0.514247578;26.27
0.513577056;26.16
0.513446583;26.20
0.513532258;26.26
0.517899032;27.00
0.5218494;28.20
1.918056771;29.34
7.444562224;30.03
8.467812768;30.32
8.973341554;30.46
9.494899445;30.56
9.788928218;30.66
9.021022136;30.76
8.470591784;30.86
8.163910778;30.84
8.057408629;30.63
2.39252992;30.09
1.366740707;29.33
0.569434086;28.59
0.486986862;28.07
0.488034074;27.61
0.490597949;27.17
0.49289707;27.06
0.527430767;27.64
0.527746529;27.48
0.529129033;27.34
0.533833714;27.30
0.537986647;27.24
0.541966223;27.26
0.539933661;27.53
1.469163223;28.05
8.472520742;28.88
8.923949911;29.83
9.023716066;30.55
9.28456683;30.86
9.981902481;30.84
9.789791006;30.68
9.531224723;30.48
8.89811144;30.28
8.736876704;30.08
3.801278625;29.88
2.771079973;29.63
2.150896348;29.33
0.521964252;28.97
0.515605789;28.57
0.511442442;28.17
0.507981908;27.77
0.532408235;27.98
0.534453839;27.73
0.536700102;27.54
0.538395672;27.38
0.539760295;27.24
0.542486684;27.61
0.53784392;28.37
0.529806045;29.11
0.529475857;29.17
0.540953858;29.64
0.532446976;30.68
0.524271496;31.16
0.522384249;31.20
0.490238157;31.08
0.443114815;30.88
0.441232815;30.63
0.476576725;30.33
0.514705134;30.03
0.516598379;29.67
0.517636294;29.33
0.517397359;29.03
0.517934792;28.67
0.520112306;28.33
0.52096889;28.08
0.534431702;27.01
0.528262257;26.45
0.525769474;26.14
0.529921544;26.10
0.533912932;26.04
0.538322027;26.53
0.542039861;27.54
1.220540956;28.58
8.818760243;29.41
9.615569564;29.99
9.297587408;30.43
9.589257107;30.83
10.33253488;31.18
10.04158379;31.36
9.717953435;31.23
8.882273009;30.87
8.856871283;30.41
3.620253103;29.91
2.690722178;29.35
2.12007995;28.81
0.512581616;28.31
0.514339257;27.75
0.515505538;27.21
0.519376712;27.12
0.49434437;27.16
0.496010297;27.26
0.491953034;26.72
0.485206831;25.78
0.484902542;24.82
0.484887568;25.10
0.498640223;26.53
1.466252972;28.13
8.347169613;29.33
9.600885193;30.05
9.476847745;30.59
9.336677735;31.09
10.01538734;31.48
9.904660763;31.66
9.615320311;31.64
8.890110364;31.43
8.840221921;31.01
3.585448934;30.39
2.670439952;29.75
2.141291517;29.09
0.507099151;28.68
0.50901389;28.54
0.508932865;28.38
0.510710801;28.24
0.505299331;27.31
0.517823591;26.87
0.530557256;26.47
0.539683123;26.01
0.533577719;25.57
0.519041795;25.75
0.535583668;26.53
2.310729656;27.54
10.27901006;28.58
10.10116261;29.47
10.48317341;30.15
10.74884444;30.52
10.81785583;30.60
9.623425866;30.48
9.277061272;30.17
8.308758859;29.77
7.955595324;29.31
2.504192055;28.81
1.163626945;28.37
0.52910092;27.91
0.537242181;27.58
0.537031864;27.44
0.535305454;27.28
0.534272226;27.08
0.522407388;27.83
0.524542331;27.58
0.527210283;27.44
0.530102671;27.40
0.533236212;27.34
0.537685107;27.53
0.542833252;28.05
1.653297006;28.71
7.604450983;29.35
9.055386196;30.01
9.296198346;30.59
9.970500075;31.03
9.966492395;31.32
8.94193142;31.28
8.943301427;30.79
8.704207442;30.03
8.411442406;29.23
2.455010726;28.61
1.203333591;28.28
0.514777504;28.03
0.513609868;27.90
0.514116768;27.90
0.516104597;27.90
0.518052195;27.84
0.523321704;27.38
0.528119696;27.62
0.530492604;27.47
0.527873022;27.13
0.526901836;26.77
0.529430737;27.07
0.533884836;27.93
0.53204374;28.83
0.524082228;29.43
0.517920946;29.78
0.514855123;30.08
0.512190735;30.32
0.507146799;30.52
0.495698338;30.72
0.446349808;30.98
0.431765988;31.10
0.452678346;31.04
0.497625449;30.65
0.505284646;29.93
0.507496093;29.19
0.508915553;28.73
0.503420569;28.37
0.500771502;28.03
0.498242892;27.73
0.512003196;28.14
0.513286825;28.04
0.514195977;27.88
0.51404255;27.74
0.512646222;27.58
0.516599094;27.91
0.522799819;28.67
1.622642235;29.47
7.312223225;29.98
8.914020043;30.28
9.644141653;30.52
9.760251534;30.83
9.77445261;31.18
8.729804184;31.42
8.603096175;31.38
8.348126271;31.07
8.125983495;30.61
2.401571088;30.05
1.164674103;29.51
0.514271043;29.01
0.51374873;28.74
0.513362192;28.58
0.513287794;28.44
0.513784515;28.28
0.533204902;26.94
0.531090656;26.78
0.528650178;26.58
0.525285652;26.44
0.524910975;26.28
0.526548671;26.32
0.540875642;26.69
1.622284639;27.31
8.957925416;28.24
8.862009593;29.28
8.632875029;30.11
9.016834012;30.40
9.749816973;30.28
9.283960918;30.08
9.128073573;29.94
8.691031485;29.78
8.16793319;29.58
3.396067895;29.33
2.663874436;28.97
1.856828277;28.57
0.533906548;28.23
0.53472019;27.93
0.534513093;27.57
0.535548288;27.40
0.519791779;27.80
0.522590809;27.80
0.523538168;27.51
0.521181892;27.07
0.517438966;26.61
0.521942521;26.63
0.535629222;27.09
1.658242901;27.65
8.014034491;28.19
9.220007365;28.69
8.731238726;29.25
8.8006835;29.85
9.762915126;30.28
8.997098019;30.52
8.692194969;30.48
8.323215087;30.23
7.90611116;29.93
2.958119993;29.68
2.438402279;29.37
1.86624477;29.03
0.528096543;28.61
0.526756733;28.11
0.52277069;27.61
0.520224855;27.17
0.501032466;27.37
0.503510295;27.03
0.506172488;26.78
0.5068758;26.58
0.509339082;26.38
0.514245554;26.77
0.520683488;27.63
0.520956651;28.53
0.518374747;29.25
0.513980233;29.79
0.512294544;30.29
0.508621986;30.85
0.505422235;31.22
0.48758365;31.30
0.480786292;30.89
0.492860589;30.13
0.4904939;29.39
0.492553261;28.98
0.496666742;28.84
0.499897898;28.68
0.501144702;28.43
0.501664682;28.07
0.504495548;27.73
0.506784834;27.60
0.514883512;28.08
0.518754962;27.88
0.51830231;27.51
0.516046505;27.01
0.513281544;26.51
0.519996116;26.88
0.533595055;27.94
1.49792201;29.10
6.942143153;29.95
8.628371427;30.49
8.161047694;30.88
8.22552252;31.18
9.394904329;31.42
8.69861418;31.50
8.263313478;31.33
7.677944412;30.97
7.408099581;30.51
2.737496122;30.07
2.276235975;29.73
1.807204123;29.37
0.517929965;29.14
0.518329163;28.98
0.518998398;28.84
0.519759405;28.68
0.538481863;27.46
0.540864434;27.50
0.541222865;27.21
0.536390365;26.77
0.530281321;26.31
0.531268509;26.33
0.540273312;26.85
2.536550516;27.63
10.54662449;28.58
9.50954498;29.47
8.811715859;30.09
9.070148649;30.18
9.169688302;29.87
9.079208238;29.47
8.665555506;29.18
7.796070696;29.04
7.104540545;28.94
1.942116258;28.84
0.81393647;28.63
0.529214974;28.38
0.531193532;28.13
0.532407084;27.83
0.534044098;27.53
0.535201479;27.34
0.518949243;26.77
0.516693357;26.37
0.514622227;26.14
0.515369702;26.10
0.517348829;26.04
0.524355545;26.76
0.536679912;28.18
1.802401333;29.56
7.686160194;30.45
8.762559243;30.88
8.951606683;31.06
8.986353131;31.16
8.967745804;31.26
8.76502391;31.24
8.673651844;31.08
7.907752028;30.77
7.193673997;30.31
1.868086004;29.75
0.812103954;29.27
0.519385528;28.81
0.518854707;28.54
0.521070054;28.44
0.523779754;28.34
0.525076265;27.89
0.510318291;27.54
0.515235351;27.50
0.515854337;27.21
0.511955897;26.65
0.510750281;26.11
0.515904332;26.48
0.529377819;27.60
0.536233556;28.80
0.533014866;29.65
0.526099261;30.19
0.522422207;30.63
0.519025899;30.98
0.515461123;31.22
0.497253613;31.24
0.456072871;31.03
