value;temp
1.3919;27.2333
1.4008;26.7250
1.4424;26.1333
1.4449;25.2750
1.4437;24.3750
1.4459;24.4667
1.4543;25.5000
5.2478;26.8167
20.2270;27.9833
20.4052;28.9833
20.6445;29.8083
21.4962;30.3917
21.9469;30.7167
19.4959;30.8000
18.0872;30.6250
17.5227;30.2667
17.3707;29.8667
5.6654;29.5250
3.1149;29.2250
1.4543;28.9250
1.2742;28.6250
1.3043;28.3250
1.3368;28.0250
1.3640;27.7833
1.3885;27.6417
1.4140;27.4833
1.4395;27.3417
1.4636;27.3000
1.4868;27.2417
1.5030;27.2583
1.4682;27.5333
3.1178;28.0500
16.8315;28.8833
20.9384;29.8250
20.4622;30.5500
20.6638;30.8583
21.3813;30.8417
21.3710;30.6833
21.2296;30.4833
19.8179;30.2833
19.3653;30.0833
8.4915;29.8833
6.2168;29.6250
5.1795;29.3250
1.2529;28.9667
1.2785;28.5667
1.3084;28.1667
1.3386;27.7667
1.3707;27.3083
1.4460;26.8667
1.5051;26.4667
1.5526;26.0083
1.5298;25.5667
1.4985;25.7500
1.5304;26.5250
5.7811;27.5417
20.2540;28.5833
21.6377;29.4667
22.7240;30.1500
23.8900;30.5167
23.9338;30.6000
21.0705;30.4833
20.3039;30.1667
19.4611;29.7667
19.0121;29.3083
6.0214;28.8083
2.8044;28.3667
1.3472;27.9083
1.3697;27.5833
1.3875;27.4417
1.4075;27.2833
1.4326;27.0833
1.4555;26.9417
1.4774;26.7833
1.4997;26.5833
1.5074;26.4417
1.4961;26.2833
1.4951;26.3167
1.5243;26.6917
3.5102;27.3083
17.3590;28.2417
20.3929;29.2833
19.6677;30.1083
19.6365;30.4000
21.1298;30.2833
20.5777;30.0833
20.4954;29.9417
19.0327;29.7833
18.0775;29.5833
6.9363;29.3250
5.5006;28.9667
4.4911;28.5667
1.3539;28.2250
1.3800;27.9250
1.4084;27.5667
1.4332;27.4000
1.4515;27.4583
1.4691;27.5000
1.5005;27.2083
1.5250;26.7667
1.5041;26.3083
1.5019;26.3333
1.5123;26.8500
6.1051;27.6250
20.3581;28.5833
21.3121;29.4667
21.2805;30.0917
21.7896;30.1833
21.9110;29.8667
21.2045;29.4667
20.4925;29.1833
18.5623;29.0417
16.8731;28.9417
4.6975;28.8417
2.1286;28.6250
1.3284;28.3833
1.3476;28.1250
1.3796;27.8250
1.4097;27.5250
1.4336;27.3417
1.4519;27.3000
1.5082;27.2417
1.5570;27.0250
1.5841;26.7250
1.5356;26.4250
1.4989;26.2417
1.5134;26.2583
1.5194;26.4167
20.1392;26.7917
28.2397;27.3500
27.2061;27.9500
25.6775;28.4917
11.3472;28.9333
10.4193;29.2750
9.2464;29.5167
7.8911;29.5417
6.9839;29.3833
5.7285;28.9500
3.9650;28.3500
3.2667;27.7500
2.8882;27.3833
1.4548;27.2417
1.4808;27.0833
1.5053;26.8833
1.5257;26.6833
1.5265;26.4833
1.5311;26.4000
1.5325;26.4000
1.5297;26.4000
1.5397;26.9250
1.5461;27.8833
1.4441;28.8250
1.3645;29.5500
1.2822;30.0917
1.2261;30.4750
1.1783;30.7750
1.1450;30.9583
1.0887;31.0583
1.0098;31.1000
0.9876;30.9250
1.0545;30.6250
1.1500;30.2083
1.2385;29.7667
1.2654;29.3667
1.2914;29.0250
1.3154;28.7250
1.3448;28.4250
1.3738;28.1833
1.4024;28.0417
1.4286;27.8833
1.4586;27.5667
1.4888;27.1667
1.5159;26.7667
1.5249;26.8917
1.4795;27.5083
5.0484;28.3250
16.3850;29.2250
18.8755;30.0667
19.6213;30.6917
20.6817;31.0167
21.1747;31.1000
18.5953;31.1000
17.3902;31.1000
17.0645;31.0417
16.9418;30.7667
5.5999;30.1917
3.1244;29.5500
1.4849;28.9500
1.2718;28.6417
1.2946;28.5417
1.3191;28.4417
1.3479;28.2250
1.3779;27.9833
1.4091;27.7250
1.4353;27.5417
1.4602;27.3833
1.4840;27.2417
1.4839;27.6083
1.4209;28.3667
1.3229;29.1083
1.2991;29.1667
1.2366;29.6417
1.1466;30.6833
1.1077;31.1583
1.0755;31.2000
1.0028;31.0833
0.8667;30.8833
0.8393;30.6250
0.9048;30.3250
1.0467;30.0250
1.1901;29.6667
1.2088;29.3250
1.2332;29.0250
1.2642;28.6667
1.2973;28.3250
1.3258;28.0833
1.3563;27.8250
1.3857;27.5833
1.4115;27.4417
1.4344;27.4000
1.4588;27.3417
1.4698;27.5333
1.4294;28.0500
4.6701;28.7083
14.6121;29.3500
18.3454;30.0083
19.8622;30.5917
21.5055;31.0333
21.2469;31.3167
18.2514;31.2833
18.0075;30.7917
18.1945;30.0333
17.9190;29.2333
5.6905;28.6083
2.6310;28.2833
1.2720;28.0250
1.2913;27.9000
1.3128;27.9000
1.3343;27.9000
1.3584;27.8417
1.3818;27.8000
1.4040;27.8000
1.4345;27.5083
1.4641;27.0667
1.4925;26.6083
1.5068;26.6333
1.4889;27.0917
3.2734;27.6500
15.5505;28.1917
19.9009;28.6917
19.1000;29.2500
18.7406;29.8500
19.8509;30.2750
19.0276;30.5167
