value;temp
0.9891;27.2333
0.9448;26.7250
0.9406;26.1333
0.9443;25.2750
0.9513;24.3750
0.9561;24.4667
0.9641;25.5000
3.4465;26.8167
15.5312;27.9833
15.3901;28.9833
15.8554;29.8083
16.3619;30.3917
16.6950;30.7167
15.2032;30.8000
14.1941;30.6250
13.6066;30.2667
13.4182;29.8667
4.1887;29.5250
2.3119;29.2250
1.1018;28.9250
0.9944;28.6250
0.9948;28.3250
1.0029;28.0250
1.0059;27.7833
1.0072;27.6417
1.0069;27.4833
1.0088;27.3417
1.0162;27.3000
1.0225;27.2417
1.0279;27.2583
1.0207;27.5333
2.4835;28.0500
13.6914;28.8833
16.5796;29.8250
15.8218;30.5500
15.8812;30.8583
16.6826;30.8417
16.7684;30.6833
16.6388;30.4833
15.2745;30.2833
14.9615;30.0833
6.3441;29.8833
4.6138;29.6250
3.7728;29.3250
0.9852;28.9667
1.0005;28.5667
0.9857;28.1667
0.9780;27.7667
0.9726;27.3083
0.9991;26.8667
1.0167;26.4667
1.0260;26.0083
1.0135;25.5667
0.9943;25.7500
1.0214;26.5250
3.8344;27.5417
16.0401;28.5833
16.8574;29.4667
17.3505;30.1500
17.9946;30.5167
18.1151;30.6000
16.3066;30.4833
15.7298;30.1667
14.7443;29.7667
14.1927;29.3083
4.4313;28.8083
2.1855;28.3667
1.0314;27.9083
1.0275;27.5833
1.0221;27.4417
1.0173;27.2833
1.0150;27.0833
1.0125;26.9417
1.0085;26.7833
1.0041;26.5833
0.9979;26.4417
0.9960;26.2833
0.9975;26.3167
1.0213;26.6917
2.9074;27.3083
14.1199;28.2417
15.4638;29.2833
14.9297;30.1083
15.0470;30.4000
16.5651;30.2833
15.9022;30.0833
15.7156;29.9417
14.6083;29.7833
13.8150;29.5833
5.4103;29.3250
4.3952;28.9667
3.3743;28.5667
1.0127;28.2250
1.0132;27.9250
1.0119;27.5667
1.0134;27.4000
1.0181;27.4583
1.0218;27.5000
1.0227;27.2083
1.0149;26.7667
1.0036;26.3083
1.0052;26.3333
1.0172;26.8500
4.4989;27.6250
16.0899;28.5833
15.9286;29.4667
16.0368;30.0917
16.4446;30.1833
16.2938;29.8667
15.8694;29.4667
15.5416;29.1833
13.9842;29.0417
12.6603;28.9417
3.4698;28.8417
1.5578;28.6250
1.0085;28.3833
1.0023;28.1250
1.0036;27.8250
1.0059;27.5250
1.0071;27.3417
1.0076;27.3000
1.0410;27.2417
1.0593;27.0250
1.0564;26.7250
1.0302;26.4250
1.0050;26.2417
1.0171;26.2583
1.0257;26.4167
17.9727;26.7917
21.8917;27.3500
20.8043;27.9500
19.5183;28.4917
8.6415;28.9333
7.9284;29.2750
7.2312;29.5167
6.3672;29.5417
5.7123;29.3833
4.4884;28.9500
2.7706;28.3500
2.2186;27.7500
1.9535;27.3833
1.0112;27.2417
1.0185;27.0833
1.0187;26.8833
1.0226;26.6833
1.0285;26.4833
1.0344;26.4000
1.0374;26.4000
1.0369;26.4000
1.0451;26.9250
1.0561;27.8833
1.0492;28.8250
1.0355;29.5500
1.0087;30.0917
0.9570;30.4750
0.9098;30.7750
0.8766;30.9583
0.8225;31.0583
0.7651;31.1000
0.7717;30.9250
0.8175;30.6250
0.8781;30.2083
0.9595;29.7667
0.9900;29.3667
1.0168;29.0250
1.0434;28.7250
1.0371;28.4250
1.0303;28.1833
1.0341;28.0417
1.0347;27.8833
1.0323;27.5667
1.0280;27.1667
1.0213;26.7667
1.0243;26.8917
1.0276;27.5083
3.7691;28.3250
13.6142;29.2250
15.2715;30.0667
15.7794;30.6917
16.3099;31.0167
16.8066;31.1000
15.1591;31.1000
14.2402;31.1000
13.8262;31.0417
13.7211;30.7667
4.2495;30.1917
2.3423;29.5500
1.1208;28.9500
0.9937;28.6417
1.0141;28.5417
1.0180;28.4417
1.0185;28.2250
1.0194;27.9833
1.0221;27.7250
1.0247;27.5417
1.0266;27.3833
1.0281;27.2417
1.0308;27.6083
1.0196;28.3667
1.0041;29.1083
1.0049;29.1667
0.9569;29.6417
0.8695;30.6833
0.8319;31.1583
0.8000;31.2000
0.7552;31.0833
0.7036;30.8833
0.6988;30.6250
0.7328;30.3250
0.8036;30.0250
0.9003;29.6667
0.9336;29.3250
0.9601;29.0250
0.9917;28.6667
1.0127;28.3250
1.0067;28.0833
1.0073;27.8250
1.0095;27.5833
1.0126;27.4417
1.0164;27.4000
1.0210;27.3417
1.0273;27.5333
1.0328;28.0500
3.5866;28.7083
12.1716;29.3500
14.9302;30.0083
15.8583;30.5917
16.8968;31.0333
16.7344;31.3167
14.7693;31.2833
14.6776;30.7917
14.5893;30.0333
14.2723;29.2333
4.2907;28.6083
2.0673;28.2833
1.0007;28.0250
0.9910;27.9000
0.9906;27.9000
0.9931;27.9000
0.9955;27.8417
0.9976;27.8000
1.0017;27.8000
1.0027;27.5083
0.9979;27.0667
0.9913;26.6083
0.9980;26.6333
1.0181;27.0917
2.5143;27.6500
12.4382;28.1917
15.5427;28.6917
14.8325;29.2500
14.6468;29.8500
15.8634;30.2750
15.0070;30.5167
14.8503;30.4833
13.8407;30.2250
13.2350;29.9250
4.7552;29.6833
3.9367;29.3667
3.2829;29.0250
1.0170;28.6083
1.0100;28.1083
0.9999;27.6083
0.9940;27.1667
0.9910;26.7667
0.9855;26.3667
0.9809;26.1417
0.9819;26.1000
0.9849;26.0417
0.9969;26.7583
1.0165;28.1750
4.4037;29.5583
13.2211;30.4500
15.2286;30.8750
15.7609;31.0583
15.9961;31.1583
15.7427;31.2583
15.0088;31.2417
14.6703;31.0833
13.4786;30.7667
12.2840;30.3083
3.2599;29.7500
1.5136;29.2667
0.9925;28.8083
1.0092;28.5417
1.0061;28.4417
1.0075;28.3417
1.0082;27.8917
0.9983;27.1333
0.9854;26.3917
0.9807;25.9833
0.9805;25.7833
0.9848;25.5833
0.9936;26.2000
1.0064;27.5167
1.0056;28.8583
12.1317;29.8083
17.4382;30.3333
17.7398;30.6750
16.7814;30.9167
6.4296;31.0000
5.8784;31.0000
5.1741;30.9417
4.2771;30.7250
3.7608;30.3083
3.3986;29.6333
2.7554;28.9500
2.2684;28.2917
1.9951;28.0000
1.0004;27.9417
1.0015;27.9000
1.0052;27.7833
1.0109;27.5250
1.0185;27.2833
1.0206;27.0833
1.0160;26.8250
1.0085;26.5833
1.0101;26.9667
1.0039;27.8250
0.9891;28.7250
0.9804;29.4500
0.9412;30.0500
0.8791;30.5917
0.8262;31.2083
0.7800;31.7333
0.7341;31.9583
0.7121;31.7083
0.7433;31.0917
0.8046;30.3333
0.8898;29.4750
0.9646;28.7500
1.0056;28.0917
1.0104;27.8000
1.0074;27.7417
1.0121;27.7000
1.0137;27.6417
1.0129;27.6000
1.0154;27.5417
1.0121;27.3250
1.0102;26.9667
1.0236;26.6250
1.0662;26.6750
1.0666;27.0917
3.8099;27.7083
12.6361;28.5250
14.8773;29.3667
16.0820;30.0500
16.7730;30.3000
17.4662;30.2417
15.9109;30.0833
14.9294;30.0583
14.3008;30.0417
14.1415;29.9417
4.4237;29.6083
2.4444;29.1083
1.1772;28.6083
1.0226;28.2833
1.0240;28.1417
1.0294;27.9833
1.0317;27.5500
1.0187;27.0083
1.0083;26.4500
1.0035;26.1417
1.0107;26.1000
1.0166;26.0417
1.0228;26.5250
1.0241;27.5417
2.3597;28.5833
13.2912;29.4083
16.6144;29.9917
16.1375;30.4333
16.3008;30.8333
16.9907;31.1750
16.8096;31.3583
16.5837;31.2250
15.1230;30.8667
14.8311;30.4083
6.0104;29.9083
4.4834;29.3500
3.7486;28.8083
0.9969;28.3083
0.9919;27.7500
0.9912;27.2083
0.9961;27.1167
1.0010;27.3750
1.0084;27.6167
1.0117;27.4667
1.0058;27.1250
1.0030;26.7667
1.0065;27.0667
1.0120;27.9250
1.0062;28.8250
0.9872;29.4333
0.9328;29.7750
0.8821;30.0750
0.8457;30.3167
0.8122;30.5167
0.7594;30.7167
0.6971;30.9750
0.6815;31.1000
0.7019;31.0417
0.7721;30.6500
0.8860;29.9333
0.9322;29.1917
0.9618;28.7250
0.9810;28.3667
0.9702;28.0250
0.9636;27.7250
0.9684;27.3667
0.9721;27.0250
0.9757;26.7833
0.9755;26.5833
0.9782;26.3833
0.9842;26.7667
0.9926;27.6250
0.9902;28.5250
0.9830;29.2500
0.9305;29.7917
0.8718;30.2917
0.8233;30.8500
0.7874;31.2167
0.7451;31.3000
0.7342;30.8917
0.7786;30.1333
0.8442;29.3917
0.9053;28.9833
0.9594;28.8417
0.9750;28.6833
0.9697;28.4250
0.9689;28.0667
0.9727;27.7250
0.9752;27.6000
0.9805;27.5417
0.9883;27.5000
0.9885;27.2083
0.9816;26.6500
0.9778;26.1083
0.9843;26.4833
1.0059;27.6000
1.0150;28.8000
1.0047;29.6500
0.9439;30.1917
0.8857;30.6333
0.8441;30.9750
0.8091;31.2167
0.7605;31.2417
0.7136;31.0250
0.7188;30.6083
0.7541;30.1667
0.8294;29.7083
0.9253;29.2083
0.9604;28.7667
0.9834;28.4250
0.9649;28.1833
0.9479;27.9250
0.9448;27.6250
0.9717;27.3833
0.9996;27.1250
1.0119;26.7083
0.9986;26.2083
0.9855;25.7083
0.9816;26.3167
0.9896;27.7750
0.9887;29.1583
0.9835;29.8750
0.9409;30.0583
0.8945;30.1583
0.8433;30.4333
0.8011;30.7167
0.7576;30.8583
0.7278;30.7250
0.7507;30.3667
0.8018;29.9667
0.8595;29.6833
0.9325;29.4833
0.9621;29.2833
0.9891;29.0250
1.0173;28.7833
1.0238;28.5250
1.0185;28.1083
1.0129;27.6667
1.0074;27.2083
1.0051;27.0000
1.0092;26.9417
1.0153;26.9000
1.0218;27.2500
1.0130;28.0250
0.9957;28.8667
0.9848;29.6083
0.9289;30.2500
0.8759;30.7917
0.8389;31.2333
0.7997;31.5750
0.7227;31.7583
0.6572;31.6833
0.6660;31.3667
0.7154;30.9083
0.8091;30.2917
0.8967;29.5917
0.9350;28.8917
0.9673;28.3667
0.9989;27.9667
0.9941;27.5667
0.9860;27.1667
0.9870;26.7083
0.9876;26.2667
0.9856;26.1583
0.9860;26.2000
0.9856;26.2583
0.9908;27.0000
0.9945;28.2000
3.5148;29.3417
11.9243;30.0333
13.5397;30.3167
14.2584;30.4583
15.3579;30.5583
15.7869;30.6583
14.0985;30.7583
13.2084;30.8583
12.8882;30.8417
12.7911;30.6250
4.0589;30.0917
2.3219;29.3333
1.1001;28.5917
0.9585;28.0667
0.9527;27.6083
0.9520;27.1667
0.9538;27.0583
0.9548;27.1583
0.9567;27.2583
0.9499;26.7167
0.9368;25.7750
0.9295;24.8167
0.9315;25.1000
0.9563;26.5333
2.2753;28.1333
11.3446;29.3250
15.6898;30.0500
15.8444;30.5917
15.6619;31.0917
16.0404;31.4750
16.0345;31.6583
16.0485;31.6417
14.7919;31.4250
14.6212;31.0083
5.9825;30.3917
4.4370;29.7500
3.7395;29.0917
0.9755;28.6833
0.9895;28.5417
0.9833;28.3833
0.9846;28.2417
0.9854;28.1417
0.9865;28.0417
