"","x"
"X1",2674.26
"X2",7819.038
"X3",931.104000000007
"X4",564.924000000003
"X5",33.1559999999947
"X6",2534.742
"X7",109.194000000003
"X8",489.551999999997
"X9",1050.27
"X10",968.807999999991
"X11",1294.87799999999
"X12",30005.454
"X13",1599.306
"X14",1088.78400000001
"X15",94665.78
