"","x"
"X1",1488.24267310476
"X2",6508.42934057979
"X3",1186.03590204092
"X4",338.222077827575
"X5",40.8163555452854
"X6",1425.11332643057
"X7",76.2717606981698
"X8",250.331047155564
"X9",278.346690747344
"X10",459.529218733682
"X11",636.996245883754
"X12",20527.6689886511
"X13",1076.36085054223
"X14",373.878842447662
"X15",43280.8285019164
