Date/Time,Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,5700.056351813612 
 04/01  02:00:00,4975.033908708465 
 04/01  03:00:00,4451.537183475024 
 04/01  04:00:00,3780.109700542464 
 04/01  05:00:00,3063.5523055193194 
 04/01  06:00:00,3043.0335787674953 
 04/01  07:00:00,3867.0565720694717 
 04/01  08:00:00,18896.985810696675 
 04/01  09:00:00,152887.14868180746 
 04/01  10:00:00,164272.89294861226 
 04/01  11:00:00,173914.7297925585 
 04/01  12:00:00,178961.0805371401 
 04/01  13:00:00,170577.87651645687 
 04/01  14:00:00,163127.02701063045 
 04/01  15:00:00,170150.243777593 
 04/01  16:00:00,156706.3307197455 
 04/01  17:00:00,137121.10439403339 
 04/01  18:00:00,47405.66566770797 
 04/01  19:00:00,23695.226341630423 
 04/01  20:00:00,9298.279222592271 
 04/01  21:00:00,7207.6677016001895 
 04/01  22:00:00,6608.774361721538 
 04/01  23:00:00,6469.774072106308 
 04/01  24:00:00,6293.86901991035 
 04/02  01:00:00,6143.7307396141405 
 04/02  02:00:00,5945.115785109581 
 04/02  03:00:00,5761.732867129813 
 04/02  04:00:00,5689.548053142154 
 04/02  05:00:00,5594.612769508523 
 04/02  06:00:00,5565.861399036922 
 04/02  07:00:00,5787.092650651965 
 04/02  08:00:00,16996.07074877659 
 04/02  09:00:00,119560.93628361938 
 04/02  10:00:00,157256.8644458468 
 04/02  11:00:00,171228.07929177144 
 04/02  12:00:00,166501.6841189031 
 04/02  13:00:00,164669.41493643274 
 04/02  14:00:00,185888.2453460386 
 04/02  15:00:00,204452.96298186398 
 04/02  16:00:00,197110.70851229397 
 04/02  17:00:00,190382.01402205416 
 04/02  18:00:00,100127.83600018911 
 04/02  19:00:00,64309.82188655923 
 04/02  20:00:00,43827.43227846406 
 04/02  21:00:00,7318.558039350411 
 04/02  22:00:00,6905.397128167281 
 04/02  23:00:00,6498.861053127817 
 04/02  24:00:00,6098.93299350912 
 04/03  01:00:00,5676.23214408422 
 04/03  02:00:00,5225.755593438899 
 04/03  03:00:00,4789.160137304914 
 04/03  04:00:00,4338.806514631043 
 04/03  05:00:00,3934.246682863746 
 04/03  06:00:00,4014.564586472447 
 04/03  07:00:00,4634.506871733462 
 04/03  08:00:00,15294.524685390223 
 04/03  09:00:00,151286.09673622813 
 04/03  10:00:00,161407.6069095059 
 04/03  11:00:00,169752.74373176744 
 04/03  12:00:00,173101.3854638374 
 04/03  13:00:00,167898.47238657869 
 04/03  14:00:00,163929.12951866134 
 04/03  15:00:00,171998.56152519655 
 04/03  16:00:00,157159.49677172633 
 04/03  17:00:00,130508.98928267819 
 04/03  18:00:00,41684.34652007169 
 04/03  19:00:00,19674.317953747468 
 04/03  20:00:00,7238.973193213652 
 04/03  21:00:00,6596.201735072787 
 04/03  22:00:00,5995.14202218812 
 04/03  23:00:00,5765.558216481456 
 04/03  24:00:00,5516.581745291296 
 04/04  01:00:00,5310.832249909299 
 04/04  02:00:00,5082.427551125151 
 04/04  03:00:00,4830.615867403875 
 04/04  04:00:00,4618.261936284725 
 04/04  05:00:00,4415.310936625857 
 04/04  06:00:00,4384.237532752536 
 04/04  07:00:00,4804.701902331431 
 04/04  08:00:00,17631.366531447682 
 04/04  09:00:00,112406.1730579938 
 04/04  10:00:00,151197.35357048154 
 04/04  11:00:00,156662.23842790829 
 04/04  12:00:00,152631.73763768597 
 04/04  13:00:00,150729.70730681544 
 04/04  14:00:00,164575.07354154966 
 04/04  15:00:00,177837.59619163755 
 04/04  16:00:00,177771.32853442327 
 04/04  17:00:00,163801.55677228378 
 04/04  18:00:00,79257.22560139922 
 04/04  19:00:00,52692.406426115915 
 04/04  20:00:00,34178.33260708597 
 04/04  21:00:00,6464.3489241252 
 04/04  22:00:00,6213.688092850651 
 04/04  23:00:00,5897.319916695193 
 04/04  24:00:00,5716.217172662604 
 04/05  01:00:00,5702.554579682789 
 04/05  02:00:00,5663.227557550747 
 04/05  03:00:00,5367.672418795142 
 04/05  04:00:00,4936.336681541892 
 04/05  05:00:00,4482.563193849273 
 04/05  06:00:00,4445.04600468587 
