Date/Time,Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,4994.264465559495 
 04/01  02:00:00,4301.736459801426 
 04/01  03:00:00,3793.608727347142 
 04/01  04:00:00,3091.363257289224 
 04/01  05:00:00,2594.147038095216 
 04/01  06:00:00,2586.827389163398 
 04/01  07:00:00,3217.7573519614853 
 04/01  08:00:00,15523.26406436195 
 04/01  09:00:00,125599.85746565485 
 04/01  10:00:00,139562.3392117894 
 04/01  11:00:00,146730.07012163188 
 04/01  12:00:00,150817.56361106016 
 04/01  13:00:00,142532.3636017329 
 04/01  14:00:00,131844.95570005259 
 04/01  15:00:00,137733.22584016858 
 04/01  16:00:00,128586.39348456338 
 04/01  17:00:00,113271.61982480846 
 04/01  18:00:00,38005.07167975345 
 04/01  19:00:00,18810.908530256274 
 04/01  20:00:00,8209.708711202375 
 04/01  21:00:00,6505.319303838235 
 04/01  22:00:00,5917.094477418358 
 04/01  23:00:00,5780.128184261276 
 04/01  24:00:00,5605.748853356902 
 04/02  01:00:00,5467.958324102666 
 04/02  02:00:00,5285.242664034268 
 04/02  03:00:00,5122.517350720801 
 04/02  04:00:00,5072.658336075147 
 04/02  05:00:00,4997.978099109335 
 04/02  06:00:00,4988.060017381684 
 04/02  07:00:00,5219.693567724582 
 04/02  08:00:00,13222.756247810983 
 04/02  09:00:00,95411.18319310395 
 04/02  10:00:00,129644.87305216414 
 04/02  11:00:00,141450.62514295159 
 04/02  12:00:00,137067.63192400876 
 04/02  13:00:00,133966.02976624057 
 04/02  14:00:00,150846.16136279913 
 04/02  15:00:00,165742.0666270753 
 04/02  16:00:00,161849.6135314368 
 04/02  17:00:00,155567.06900287423 
 04/02  18:00:00,81507.31390542689 
 04/02  19:00:00,55210.90619056521 
 04/02  20:00:00,39138.09518114885 
 04/02  21:00:00,6442.441202498849 
 04/02  22:00:00,6168.746473956297 
 04/02  23:00:00,5785.376092426061 
 04/02  24:00:00,5397.386589547365 
 04/03  01:00:00,4984.982693264107 
 04/03  02:00:00,4564.240414151946 
 04/03  03:00:00,4143.4474873051295 
 04/03  04:00:00,3693.433578723136 
 04/03  05:00:00,3262.0508125150336 
 04/03  06:00:00,3375.7067148874653 
 04/03  07:00:00,4068.259475803614 
 04/03  08:00:00,12152.377293580625 
 04/03  09:00:00,121993.88230132772 
 04/03  10:00:00,134456.26339130003 
 04/03  11:00:00,141546.99434265766 
 04/03  12:00:00,144935.5477101071 
 04/03  13:00:00,139334.6380897355 
 04/03  14:00:00,131744.54336089345 
 04/03  15:00:00,139135.35724740564 
 04/03  16:00:00,129101.61721026614 
 04/03  17:00:00,108087.71729939866 
 04/03  18:00:00,33474.7824420638 
 04/03  19:00:00,15571.26144204864 
 04/03  20:00:00,6509.205134567997 
 04/03  21:00:00,5852.4006772614985 
 04/03  22:00:00,5262.202243971765 
 04/03  23:00:00,5053.563912186934 
 04/03  24:00:00,4825.424689301986 
 04/04  01:00:00,4641.699698134505 
 04/04  02:00:00,4435.290990100994 
 04/04  03:00:00,4201.302365805722 
 04/04  04:00:00,4012.0914751709315 
 04/04  05:00:00,3827.5436874658517 
 04/04  06:00:00,3828.3240403120035 
 04/04  07:00:00,4280.112243588736 
 04/04  08:00:00,13346.331041011554 
 04/04  09:00:00,90892.88071197545 
 04/04  10:00:00,126110.28264734797 
 04/04  11:00:00,129622.45661784765 
 04/04  12:00:00,125479.77915243244 
 04/04  13:00:00,123448.64194539313 
 04/04  14:00:00,133421.7661729039 
 04/04  15:00:00,143386.06803058208 
 04/04  16:00:00,146421.345824291 
 04/04  17:00:00,134794.49191791516 
 04/04  18:00:00,65894.29291460644 
 04/04  19:00:00,46753.53352982221 
 04/04  20:00:00,31959.61856645838 
 04/04  21:00:00,5814.967572444519 
 04/04  22:00:00,5568.280149972867 
 04/04  23:00:00,5253.429510698886 
 04/04  24:00:00,5085.11504972999 
 04/05  01:00:00,5095.081983227398 
 04/05  02:00:00,5081.358407315576 
 04/05  03:00:00,4795.306988503013 
 04/05  04:00:00,4360.388227085851 
 04/05  05:00:00,3898.105992450041 
 04/05  06:00:00,3884.5350948396554 
 04/05  07:00:00,4388.22742381019 
 04/05  08:00:00,15394.341266852607 
 04/05  09:00:00,92597.59693814564 
 04/05  10:00:00,108985.70616165428 
 04/05  11:00:00,117267.54104548507 
 04/05  12:00:00,120638.48257993047 
 04/05  13:00:00,119821.68163962157 
 04/05  14:00:00,125264.96149012778 
 04/05  15:00:00,133893.7447586021 
 04/05  16:00:00,126591.12483827611 
 04/05  17:00:00,104624.6473645513 
 04/05  18:00:00,39725.46393516255 
 04/05  19:00:00,23271.452332405166 
 04/05  20:00:00,15514.138762261484 
 04/05  21:00:00,10503.428223312367 
 04/05  22:00:00,5509.386957687934 
 04/05  23:00:00,5240.236752134199 
 04/05  24:00:00,5059.135517765546 
 04/06  01:00:00,4984.678353659643 
 04/06  02:00:00,4876.540219305251 
 04/06  03:00:00,4606.396351882683 
 04/06  04:00:00,4206.511866791011 
 04/06  05:00:00,3820.5114901453876 
 04/06  06:00:00,3625.0202114780836 
 04/06  07:00:00,3651.4670970239536 
 04/06  08:00:00,3877.0494119279533 
 04/06  09:00:00,77357.44765972694 
 04/06  10:00:00,103560.49039864505 
 04/06  11:00:00,117796.10239334882 
 04/06  12:00:00,112420.85785915861 
 04/06  13:00:00,52990.463673933315 
 04/06  14:00:00,52371.00344074494 
 04/06  15:00:00,53337.30741956329 
 04/06  16:00:00,48092.98372681221 
 04/06  17:00:00,40465.53672205506 
 04/06  18:00:00,27821.84702094523 
 04/06  19:00:00,16125.079534909666 
 04/06  20:00:00,12052.29941536833 
 04/06  21:00:00,9883.192045889557 
 04/06  22:00:00,4754.645666668422 
 04/06  23:00:00,4607.455862196897 
 04/06  24:00:00,4399.82671564007 
 04/07  01:00:00,4204.761000391475 
 04/07  02:00:00,4006.11734859349 
 04/07  03:00:00,3909.0048379405484 
 04/07  04:00:00,3871.525938374569 
 04/07  05:00:00,3823.626890750697 
 04/07  06:00:00,4286.338854811771 
 04/07  07:00:00,5229.644616594814 
 04/07  08:00:00,6142.908112792901 
 04/07  09:00:00,6569.074431247209 
 04/07  10:00:00,6788.491790454093 
 04/07  11:00:00,6923.109785631142 
 04/07  12:00:00,7009.880530551061 
 04/07  13:00:00,7077.734739853728 
 04/07  14:00:00,7178.918798389122 
 04/07  15:00:00,7263.205106903645 
 04/07  16:00:00,7306.974007771069 
 04/07  17:00:00,7313.445132400127 
 04/07  18:00:00,7231.200953159154 
 04/07  19:00:00,7049.886719385914 
 04/07  20:00:00,6865.760192957817 
 04/07  21:00:00,6712.61173490334 
 04/07  22:00:00,6473.9516808719245 
 04/07  23:00:00,6232.594940748181 
 04/07  24:00:00,5961.409074447136 
 04/08  01:00:00,5821.854583967234 
 04/08  02:00:00,5639.431873562565 
 04/08  03:00:00,5317.282223022133 
 04/08  04:00:00,4924.026953285592 
 04/08  05:00:00,4509.527276900778 
 04/08  06:00:00,4587.689361483701 
 04/08  07:00:00,5177.914815101681 
 04/08  08:00:00,19316.96278501471 
 04/08  09:00:00,138836.8968328585 
 04/08  10:00:00,149704.3442339586 
 04/08  11:00:00,154441.95260855274 
 04/08  12:00:00,157148.37457325203 
 04/08  13:00:00,148237.33724846284 
 04/08  14:00:00,137100.6737093041 
 04/08  15:00:00,143083.6640464201 
 04/08  16:00:00,134289.4486011508 
 04/08  17:00:00,118683.74890423105 
 04/08  18:00:00,39485.48985162078 
 04/08  19:00:00,19377.106369424935 
 04/08  20:00:00,8304.014081650055 
 04/08  21:00:00,6627.663860055484 
 04/08  22:00:00,6205.322412941886 
 04/08  23:00:00,6179.841815943429 
 04/08  24:00:00,6002.826121558941 
 04/09  01:00:00,5788.395333746598 
 04/09  02:00:00,5560.1889172499 
 04/09  03:00:00,5377.164869856602 
 04/09  04:00:00,5193.189639060071 
 04/09  05:00:00,5018.487479139653 
 04/09  06:00:00,5255.3343533272355 
 04/09  07:00:00,5813.927322153834 
 04/09  08:00:00,6290.372781783865 
 04/09  09:00:00,6386.623381088947 
 04/09  10:00:00,6842.609405532719 
 04/09  11:00:00,7254.683118599737 
 04/09  12:00:00,7331.312782216613 
 04/09  13:00:00,7343.834821279074 
 04/09  14:00:00,7319.980157041077 
 04/09  15:00:00,7275.372262964512 
 04/09  16:00:00,7169.328904133877 
 04/09  17:00:00,7025.219122486709 
 04/09  18:00:00,6877.52143219825 
 04/09  19:00:00,6706.310222581549 
 04/09  20:00:00,6542.382219872852 
 04/09  21:00:00,6401.704508223399 
 04/09  22:00:00,6233.738441190083 
 04/09  23:00:00,6022.608559109859 
 04/09  24:00:00,5812.9660333754 
 04/10  01:00:00,5606.09649840275 
 04/10  02:00:00,5418.128769698625 
 04/10  03:00:00,5278.504637717554 
 04/10  04:00:00,5199.020941978851 
 04/10  05:00:00,5108.295089568608 
 04/10  06:00:00,5247.2784487306635 
 04/10  07:00:00,5782.452617458931 
 04/10  08:00:00,15847.047413931336 
 04/10  09:00:00,132214.183162438 
 04/10  10:00:00,142924.7169111932 
 04/10  11:00:00,148069.86372429407 
 04/10  12:00:00,151142.8961939795 
 04/10  13:00:00,145847.08270135997 
 04/10  14:00:00,137630.97227432169 
 04/10  15:00:00,144531.42243647538 
 04/10  16:00:00,133994.33862588439 
 04/10  17:00:00,112403.70499872632 
 04/10  18:00:00,34623.554512076786 
 04/10  19:00:00,16134.036968457023 
 04/10  20:00:00,6724.590152431535 
 04/10  21:00:00,6181.174518422221 
 04/10  22:00:00,5728.71119349739 
 04/10  23:00:00,5692.70887633106 
 04/10  24:00:00,5606.304815061531 
 04/11  01:00:00,5528.2069027572115 
 04/11  02:00:00,5491.836747342665 
 04/11  03:00:00,5215.59209421543 
 04/11  04:00:00,4798.991733425098 
 04/11  05:00:00,4350.718525190035 
 04/11  06:00:00,4355.140450433862 
 04/11  07:00:00,4855.669935542245 
 04/11  08:00:00,14444.098016501584 
 04/11  09:00:00,93146.82535595563 
 04/11  10:00:00,125367.07966851827 
 04/11  11:00:00,127778.60160604817 
 04/11  12:00:00,125438.16739815874 
 04/11  13:00:00,125920.77864444936 
 04/11  14:00:00,138538.10459269139 
 04/11  15:00:00,149579.92675546194 
 04/11  16:00:00,151980.928247038 
 04/11  17:00:00,139873.36405139345 
 04/11  18:00:00,67476.94300228804 
 04/11  19:00:00,48047.708348755106 
 04/11  20:00:00,33242.63031492583 
 04/11  21:00:00,6238.466767948656 
 04/11  22:00:00,5862.016923547642 
 04/11  23:00:00,5411.504935991591 
 04/11  24:00:00,5005.587120281005 
 04/12  01:00:00,4620.987375913136 
 04/12  02:00:00,4213.930376840009 
 04/12  03:00:00,3960.674316919745 
 04/12  04:00:00,3879.882732696446 
 04/12  05:00:00,3787.1400408456043 
 04/12  06:00:00,4383.639440446616 
 04/12  07:00:00,5631.424536863286 
 04/12  08:00:00,19670.58576487469 
 04/12  09:00:00,105568.22760346746 
 04/12  10:00:00,119850.7552240748 
 04/12  11:00:00,124878.83730387532 
 04/12  12:00:00,127250.21389380977 
 04/12  13:00:00,128765.15687925078 
 04/12  14:00:00,136030.59409875767 
 04/12  15:00:00,145013.30380865266 
 04/12  16:00:00,136732.06188735463 
 04/12  17:00:00,113078.0230794257 
 04/12  18:00:00,41668.072911742594 
 04/12  19:00:00,23901.946129650256 
 04/12  20:00:00,15855.925102906594 
 04/12  21:00:00,10914.14139216437 
 04/12  22:00:00,6087.554581181156 
 04/12  23:00:00,6011.67705966443 
 04/12  24:00:00,5635.422844706804 
 04/13  01:00:00,4943.858297764443 
 04/13  02:00:00,4240.174322299085 
 04/13  03:00:00,3832.5357355411884 
 04/13  04:00:00,3606.025507019338 
 04/13  05:00:00,3388.1204622430155 
 04/13  06:00:00,3875.789578661615 
 04/13  07:00:00,5003.553768064555 
 04/13  08:00:00,6094.190828309603 
 04/13  09:00:00,101318.62131888028 
 04/13  10:00:00,133432.920762573 
 04/13  11:00:00,142917.4316246131 
 04/13  12:00:00,131808.38294685744 
 04/13  13:00:00,60150.1355744113 
 04/13  14:00:00,58066.760773499496 
 04/13  15:00:00,57612.62204445456 
 04/13  16:00:00,51204.09716162734 
 04/13  17:00:00,42717.55871561754 
 04/13  18:00:00,29883.78803481188 
 04/13  19:00:00,18038.68624606448 
 04/13  20:00:00,13852.398048263733 
 04/13  21:00:00,11779.936830084234 
 04/13  22:00:00,5863.090685372965 
 04/13  23:00:00,5789.248212342164 
 04/13  24:00:00,5664.115729899691 
 04/14  01:00:00,5444.852914955866 
 04/14  02:00:00,5248.749137650012 
 04/14  03:00:00,5045.145022120273 
 04/14  04:00:00,4742.155722244466 
 04/14  05:00:00,4436.949482910567 
 04/14  06:00:00,4702.547325671055 
 04/14  07:00:00,5390.066356751974 
 04/14  08:00:00,6090.148532527426 
 04/14  09:00:00,6453.717611881154 
 04/14  10:00:00,6782.216967986446 
 04/14  11:00:00,7082.736132433763 
 04/14  12:00:00,7322.4676137203705 
 04/14  13:00:00,7372.745087325805 
 04/14  14:00:00,7382.32192254143 
 04/14  15:00:00,7371.701698142129 
 04/14  16:00:00,7327.009571890902 
 04/14  17:00:00,7059.415823183065 
 04/14  18:00:00,6657.778748811324 
 04/14  19:00:00,6352.914676363394 
 04/14  20:00:00,6022.162306628189 
 04/14  21:00:00,5802.156973493563 
 04/14  22:00:00,5729.564223231715 
 04/14  23:00:00,5680.163723003033 
 04/14  24:00:00,5573.868764132773 
 04/15  01:00:00,5463.614027531049 
 04/15  02:00:00,5361.783843870083 
 04/15  03:00:00,5113.332357679003 
 04/15  04:00:00,4777.486117824858 
 04/15  05:00:00,4442.638701010831 
 04/15  06:00:00,4428.4422797726365 
 04/15  07:00:00,4732.988590852516 
 04/15  08:00:00,17977.126231009654 
 04/15  09:00:00,134476.8188950685 
 04/15  10:00:00,145566.64264512645 
 04/15  11:00:00,151147.4543536794 
 04/15  12:00:00,153702.60987285409 
 04/15  13:00:00,143998.7860773412 
 04/15  14:00:00,132116.61755801345 
 04/15  15:00:00,138451.70852200056 
 04/15  16:00:00,129996.59598686901 
 04/15  17:00:00,114998.68315640465 
 04/15  18:00:00,37977.20605762117 
 04/15  19:00:00,18639.167030640325 
 04/15  20:00:00,8044.788383994391 
 04/15  21:00:00,6299.536195158038 
 04/15  22:00:00,5852.13266963353 
 04/15  23:00:00,5791.960529417075 
 04/15  24:00:00,5455.448240247481 
 04/16  01:00:00,4895.76449704251 
 04/16  02:00:00,4317.51311714309 
 04/16  03:00:00,3974.7788635732663 
 04/16  04:00:00,3905.2708748212476 
 04/16  05:00:00,3809.9943245750233 
 04/16  06:00:00,4207.512942590777 
 04/16  07:00:00,5098.918265742449 
 04/16  08:00:00,13621.756489553527 
 04/16  09:00:00,98067.65952608247 
 04/16  10:00:00,130968.31247152447 
 04/16  11:00:00,140998.32666797154 
 04/16  12:00:00,136758.0182946034 
 04/16  13:00:00,134941.7290902 
 04/16  14:00:00,153849.0975520837 
 04/16  15:00:00,170074.74535740866 
 04/16  16:00:00,165357.04828660945 
 04/16  17:00:00,158155.02334600278 
 04/16  18:00:00,81853.2919088313 
 04/16  19:00:00,54606.955776669325 
 04/16  20:00:00,38009.15346074751 
 04/16  21:00:00,5998.615074572568 
 04/16  22:00:00,5606.145275106454 
 04/16  23:00:00,5201.295806540956 
 04/16  24:00:00,5132.787322397917 
 04/17  01:00:00,5300.27349815279 
 04/17  02:00:00,5462.379986431212 
 04/17  03:00:00,5298.134886590432 
 04/17  04:00:00,4942.92254872611 
 04/17  05:00:00,4596.332664112715 
 04/17  06:00:00,4826.616467432957 
 04/17  07:00:00,5590.631505792439 
 04/17  08:00:00,6299.505144984826 
 04/17  09:00:00,6582.402831816405 
 04/17  10:00:00,6746.670609250734 
 04/17  11:00:00,6907.740649492179 
 04/17  12:00:00,7016.507754520001 
 04/17  13:00:00,7064.650578918547 
 04/17  14:00:00,7119.567538724973 
 04/17  15:00:00,7164.895534044772 
 04/17  16:00:00,7164.045601886214 
 04/17  17:00:00,7094.151707045489 
 04/17  18:00:00,6928.812334952722 
 04/17  19:00:00,6672.51479227273 
 04/17  20:00:00,6393.61307062731 
 04/17  21:00:00,6226.027901986206 
 04/17  22:00:00,5929.031306791671 
 04/17  23:00:00,5609.2290198324845 
 04/17  24:00:00,5310.755064421169 
 04/18  01:00:00,5041.35467340238 
 04/18  02:00:00,4774.114540018182 
 04/18  03:00:00,4564.855144644401 
 04/18  04:00:00,4355.173449100762 
 04/18  05:00:00,4153.871786882396 
 04/18  06:00:00,4433.510322422819 
 04/18  07:00:00,5191.113536947933 
 04/18  08:00:00,5998.419130265342 
 04/18  09:00:00,6418.374418022195 
 04/18  10:00:00,6673.270276239498 
 04/18  11:00:00,6918.0050020556555 
 04/18  12:00:00,7126.040204901931 
 04/18  13:00:00,7239.000924309991 
 04/18  14:00:00,7258.963965005813 
 04/18  15:00:00,7066.823710852332 
 04/18  16:00:00,6739.651328844658 
 04/18  17:00:00,6417.823034889917 
 04/18  18:00:00,6215.50902123978 
 04/18  19:00:00,6118.63042897483 
 04/18  20:00:00,5976.192062604233 
 04/18  21:00:00,5780.845181962745 
 04/18  22:00:00,5521.374340218408 
 04/18  23:00:00,5292.536059841363 
 04/18  24:00:00,5172.860766489319 
 04/19  01:00:00,5101.453156113722 
 04/19  02:00:00,5056.539138371252 
 04/19  03:00:00,4790.104468289159 
 04/19  04:00:00,4303.800257226342 
 04/19  05:00:00,3829.4584895240264 
 04/19  06:00:00,4119.866025410775 
 04/19  07:00:00,5139.852341218489 
 04/19  08:00:00,6198.786207045762 
 04/19  09:00:00,6668.86242620639 
 04/19  10:00:00,6912.691736355539 
 04/19  11:00:00,7112.359550598202 
 04/19  12:00:00,7245.577672500046 
 04/19  13:00:00,7309.1551600892935 
 04/19  14:00:00,7320.832146500412 
 04/19  15:00:00,7255.010767165007 
 04/19  16:00:00,7115.573768320967 
 04/19  17:00:00,6961.521232312731 
 04/19  18:00:00,6764.7382731555435 
 04/19  19:00:00,6508.426790297563 
 04/19  20:00:00,6236.146964692408 
 04/19  21:00:00,5967.924315873271 
 04/19  22:00:00,5623.521954110183 
 04/19  23:00:00,5273.100342204561 
 04/19  24:00:00,5001.594295430925 
 04/20  01:00:00,4962.730370469699 
 04/20  02:00:00,4929.178397982118 
 04/20  03:00:00,4664.974778147819 
 04/20  04:00:00,4145.147251963419 
 04/20  05:00:00,3606.523048676798 
 04/20  06:00:00,4057.677622232384 
 04/20  07:00:00,5262.181927799776 
 04/20  08:00:00,6262.0466516785355 
 04/20  09:00:00,6647.264494553125 
 04/20  10:00:00,6855.875464753449 
 04/20  11:00:00,7008.007171441518 
 04/20  12:00:00,7203.977743985714 
 04/20  13:00:00,7317.185773284343 
 04/20  14:00:00,7337.048841937842 
 04/20  15:00:00,7304.75741841945 
 04/20  16:00:00,7126.192082574581 
 04/20  17:00:00,6917.585849942084 
 04/20  18:00:00,6759.582959388222 
 04/20  19:00:00,6644.24188655223 
 04/20  20:00:00,6559.397471372846 
 04/20  21:00:00,6450.694613828706 
 04/20  22:00:00,6357.814639735781 
 04/20  23:00:00,6231.1739524118175 
 04/20  24:00:00,5891.073352227225 
 04/21  01:00:00,5486.0265700957 
 04/21  02:00:00,5060.609541165047 
 04/21  03:00:00,4839.3619683511815 
 04/21  04:00:00,4754.466439368936 
 04/21  05:00:00,4698.229828987952 
 04/21  06:00:00,4964.140043361636 
 04/21  07:00:00,5574.258013793198 
 04/21  08:00:00,6171.699141294902 
 04/21  09:00:00,6533.9994099249125 
 04/21  10:00:00,6846.664854876862 
 04/21  11:00:00,7103.2847338487345 
 04/21  12:00:00,7288.316090929515 
 04/21  13:00:00,7363.758414145045 
 04/21  14:00:00,7370.997835920283 
 04/21  15:00:00,7366.589510423087 
 04/21  16:00:00,7333.5637681520575 
 04/21  17:00:00,7185.946302395616 
 04/21  18:00:00,6967.8766053485815 
 04/21  19:00:00,6720.345637599415 
 04/21  20:00:00,6458.791673014782 
 04/21  21:00:00,6241.153631799061 
 04/21  22:00:00,5960.288607000235 
 04/21  23:00:00,5577.584910101329 
 04/21  24:00:00,5188.814294658953 
 04/22  01:00:00,4794.30082121673 
 04/22  02:00:00,4389.463653154665 
 04/22  03:00:00,4240.2595778887035 
 04/22  04:00:00,4201.084917616117 
 04/22  05:00:00,4167.546292303609 
 04/22  06:00:00,4716.020566685041 
 04/22  07:00:00,5677.497554043229 
 04/22  08:00:00,20747.29632436099 
 04/22  09:00:00,142834.44342936038 
 04/22  10:00:00,151323.05364216658 
 04/22  11:00:00,153612.51962272536 
 04/22  12:00:00,155006.97576993262 
 04/22  13:00:00,146188.50214662343 
 04/22  14:00:00,135648.47531566819 
 04/22  15:00:00,141873.99221620468 
 04/22  16:00:00,133274.21804682914 
 04/22  17:00:00,117796.3994893955 
 04/22  18:00:00,39028.83272464781 
 04/22  19:00:00,19042.991341572593 
 04/22  20:00:00,7953.676154803504 
 04/22  21:00:00,6064.03933673502 
 04/22  22:00:00,5329.8585722124035 
 04/22  23:00:00,5019.559046215727 
 04/22  24:00:00,4917.903670906157 
 04/23  01:00:00,4930.322054535013 
 04/23  02:00:00,4940.458040425965 
 04/23  03:00:00,4458.0880793626775 
 04/23  04:00:00,3660.164382638219 
 04/23  05:00:00,2889.8873397393327 
 04/23  06:00:00,3037.8545929538336 
 04/23  07:00:00,4275.772829443213 
 04/23  08:00:00,13364.581140924245 
 04/23  09:00:00,99380.61642313644 
 04/23  10:00:00,132677.29981987668 
 04/23  11:00:00,142108.96711229595 
 04/23  12:00:00,138124.55526649694 
 04/23  13:00:00,136986.56975639496 
 04/23  14:00:00,155852.3939105838 
 04/23  15:00:00,172243.24757050989 
 04/23  16:00:00,167241.52803217906 
 04/23  17:00:00,159383.25670052603 
 04/23  18:00:00,81805.51865811231 
 04/23  19:00:00,54698.64723542708 
 04/23  20:00:00,38225.24425864418 
 04/23  21:00:00,6230.243080975061 
 04/23  22:00:00,6153.304738978023 
 04/23  23:00:00,5999.182457988015 
 04/23  24:00:00,5872.303347652724 
 04/24  01:00:00,5754.511274158075 
 04/24  02:00:00,5632.47299904911 
 04/24  03:00:00,5461.198804832644 
 04/24  04:00:00,5286.934071578177 
 04/24  05:00:00,5087.620753125481 
 04/24  06:00:00,5314.055548573319 
 04/24  07:00:00,5962.053610883789 
 04/24  08:00:00,16163.167019040839 
 04/24  09:00:00,132909.6789176242 
 04/24  10:00:00,142951.17508622327 
 04/24  11:00:00,147193.17492589763 
 04/24  12:00:00,149899.80521687107 
 04/24  13:00:00,144433.143530403 
 04/24  14:00:00,136889.71085912008 
 04/24  15:00:00,145335.93328613713 
 04/24  16:00:00,137039.2950471374 
 04/24  17:00:00,117229.25631081163 
 04/24  18:00:00,36765.38126742636 
 04/24  19:00:00,17187.35863025224 
 04/24  20:00:00,7252.51187652427 
 04/24  21:00:00,6740.9289173458355 
 04/24  22:00:00,6223.546155708472 
 04/24  23:00:00,6074.3098593984905 
 04/24  24:00:00,5903.825931415243 
 04/25  01:00:00,5722.304761170642 
 04/25  02:00:00,5571.983403747753 
 04/25  03:00:00,5223.303712743807 
 04/25  04:00:00,4768.644658696206 
 04/25  05:00:00,4302.875359766927 
 04/25  06:00:00,4601.174707465117 
 04/25  07:00:00,5596.137994361986 
 04/25  08:00:00,16538.369068673503 
 04/25  09:00:00,99419.91620165024 
 04/25  10:00:00,131416.91167972567 
 04/25  11:00:00,130657.62476237353 
 04/25  12:00:00,126441.66579116216 
 04/25  13:00:00,127059.40093037812 
 04/25  14:00:00,140581.3146267172 
 04/25  15:00:00,152102.3820715819 
 04/25  16:00:00,154715.637257315 
 04/25  17:00:00,142038.8790987067 
 04/25  18:00:00,68142.4566299919 
 04/25  19:00:00,48448.34866582032 
 04/25  20:00:00,33614.96602400889 
 04/25  21:00:00,6449.491797597007 
 04/25  22:00:00,6366.439140959136 
 04/25  23:00:00,6296.33237248533 
 04/25  24:00:00,6182.907108517131 
 04/26  01:00:00,6058.065354978619 
 04/26  02:00:00,5895.1629499571 
 04/26  03:00:00,5607.18337861045 
 04/26  04:00:00,5238.442410344321 
 04/26  05:00:00,4901.432233079378 
 04/26  06:00:00,5070.501540712145 
 04/26  07:00:00,5702.72965537763 
 04/26  08:00:00,18594.554070389917 
 04/26  09:00:00,101373.91628294217 
 04/26  10:00:00,115900.92222817069 
 04/26  11:00:00,122672.34547014105 
 04/26  12:00:00,127178.6543524494 
 04/26  13:00:00,129847.40554997917 
 04/26  14:00:00,137159.6921832266 
 04/26  15:00:00,145033.7439832873 
 04/26  16:00:00,135170.84675266176 
 04/26  17:00:00,109737.50646908801 
 04/26  18:00:00,40429.11736994162 
 04/26  19:00:00,23367.21493131972 
 04/26  20:00:00,15581.404013691885 
 04/26  21:00:00,10692.07553788521 
 04/26  22:00:00,6094.964227613513 
 04/26  23:00:00,6200.470665698267 
 04/26  24:00:00,6170.85407611085 
 04/27  01:00:00,5985.693779426428 
 04/27  02:00:00,5768.404314383381 
 04/27  03:00:00,5510.476730071327 
 04/27  04:00:00,5196.563551675827 
 04/27  05:00:00,4882.525012681669 
 04/27  06:00:00,4959.731246965074 
 04/27  07:00:00,5455.304123435513 
 04/27  08:00:00,6069.541340462001 
 04/27  09:00:00,102154.41823047104 
 04/27  10:00:00,138105.30125858135 
 04/27  11:00:00,150969.78506354526 
 04/27  12:00:00,141198.11804102505 
 04/27  13:00:00,65101.57305423313 
 04/27  14:00:00,61764.889855964575 
 04/27  15:00:00,59788.36494790398 
 04/27  16:00:00,52687.692963650734 
 04/27  17:00:00,43898.83490912553 
 04/27  18:00:00,31070.158326409703 
 04/27  19:00:00,19412.598694583514 
 04/27  20:00:00,15209.68023871444 
 04/27  21:00:00,13103.447712115129 
 04/27  22:00:00,6592.997878145948 
 04/27  23:00:00,6605.847266555044 
 04/27  24:00:00,6507.810545774581 
 04/28  01:00:00,6346.937657702019 
 04/28  02:00:00,6169.48660919461 
 04/28  03:00:00,5987.7533127374845 
 04/28  04:00:00,5756.164982781095 
 04/28  05:00:00,5514.384722706748 
 04/28  06:00:00,5843.182983220122 
 04/28  07:00:00,6458.137127246856 
