1,2,2019-06-26,00:00:03,\N,\N,142,28.08,1.0511,-59,0
2,8,2019-06-26,00:00:03,\N,\N,142,28.08,1.0511,-58,0
3,6,2019-06-26,00:00:07,\N,\N,141,28.49,1.0511,-76,0
4,3,2019-06-26,00:00:07,\N,\N,154,30.93,1.0511,-74,0
5,7,2019-06-26,00:00:08,\N,\N,168,34.6,1.0511,-78,0
6,4,2019-06-26,00:00:10,\N,\N,175,36.23,1.0511,-59,0
7,1,2019-06-26,00:00:10,\N,\N,171,35.01,1.0521,-57,0
8,5,2019-06-26,00:00:16,\N,\N,178,37.45,1.0511,-71,0
9,2,2019-06-26,00:00:17,\N,\N,144,28.08,1.0511,-59,0
10,8,2019-06-26,00:00:18,\N,\N,141,28.08,1.0511,-60,0
11,6,2019-06-26,00:00:22,\N,\N,138,28.49,1.0511,-76,0
12,3,2019-06-26,00:00:22,\N,\N,152,30.93,1.0511,-73,0
13,7,2019-06-26,00:00:23,\N,\N,167,34.6,1.0511,-78,0
14,4,2019-06-26,00:00:25,\N,\N,177,36.63,1.0511,-59,0
15,1,2019-06-26,00:00:25,\N,\N,171,35.01,1.0521,-59,0
16,5,2019-06-26,00:00:31,\N,\N,177,37.04,1.0511,-71,0
17,2,2019-06-26,00:00:32,\N,\N,141,28.08,1.0511,-57,0
18,8,2019-06-26,00:00:33,\N,\N,141,27.68,1.0511,-60,0
19,6,2019-06-26,00:00:37,\N,\N,141,28.08,1.0511,-76,0
20,3,2019-06-26,00:00:37,\N,\N,154,31.34,1.0511,-73,0
21,7,2019-06-26,00:00:38,\N,\N,168,34.6,1.0511,-78,0
22,4,2019-06-26,00:00:40,\N,\N,175,36.63,1.0511,-59,0
23,1,2019-06-26,00:00:40,\N,\N,171,35.41,1.0521,-58,0
24,5,2019-06-26,00:00:46,\N,\N,178,37.04,1.0521,-71,0
25,2,2019-06-26,00:00:47,\N,\N,142,28.08,1.0511,-59,0
26,8,2019-06-26,00:00:48,\N,\N,141,28.08,1.0511,-60,0
27,6,2019-06-26,00:00:52,\N,\N,141,28.08,1.0511,-76,0
28,3,2019-06-26,00:00:52,\N,\N,154,31.34,1.0511,-73,0
29,7,2019-06-26,00:00:53,\N,\N,168,34.6,1.0511,-78,0
30,4,2019-06-26,00:00:55,\N,\N,174,36.23,1.0511,-58,0
31,1,2019-06-26,00:00:55,\N,\N,170,35.01,1.0521,-59,0
32,5,2019-06-26,00:01:01,\N,\N,178,37.45,1.0521,-71,0
33,2,2019-06-26,00:01:02,\N,\N,144,27.68,1.0511,-57,0
34,8,2019-06-26,00:01:03,\N,\N,142,28.49,1.0511,-58,0
35,6,2019-06-26,00:01:07,\N,\N,141,28.08,1.0511,-76,0
36,3,2019-06-26,00:01:07,\N,\N,154,30.93,1.0511,-74,0
37,7,2019-06-26,00:01:08,\N,\N,168,33.38,1.0511,-78,0
38,4,2019-06-26,00:01:10,\N,\N,175,36.23,1.0511,-57,0
39,1,2019-06-26,00:01:10,\N,\N,171,35.01,1.0521,-59,0
40,2,2019-06-26,00:01:17,\N,\N,142,28.08,1.0511,-59,0
41,5,2019-06-26,00:01:18,\N,\N,177,37.45,1.0521,-71,0
42,8,2019-06-26,00:01:18,\N,\N,141,28.49,1.0511,-60,0
43,6,2019-06-26,00:01:22,\N,\N,137,28.08,1.0511,-76,0
44,3,2019-06-26,00:01:22,\N,\N,154,31.34,1.0511,-73,0
45,7,2019-06-26,00:01:23,\N,\N,168,34.6,1.0511,-78,0
46,4,2019-06-26,00:01:25,\N,\N,175,36.23,1.0511,-59,0
47,1,2019-06-26,00:01:25,\N,\N,171,35.41,1.0521,-59,0
48,5,2019-06-26,00:01:31,\N,\N,177,37.04,1.0521,-71,0
49,2,2019-06-26,00:01:32,\N,\N,142,28.49,1.0511,-59,0
50,8,2019-06-26,00:01:33,\N,\N,141,28.49,1.0511,-60,0
51,6,2019-06-26,00:01:37,\N,\N,141,28.08,1.0511,-76,0
52,3,2019-06-26,00:01:37,\N,\N,154,30.93,1.0511,-73,0
53,7,2019-06-26,00:01:38,\N,\N,168,34.6,1.0511,-78,0
54,4,2019-06-26,00:01:40,\N,\N,177,36.63,1.0511,-59,0
55,1,2019-06-26,00:01:40,\N,\N,171,35.01,1.0521,-59,0
56,5,2019-06-26,00:01:46,\N,\N,177,37.04,1.0521,-71,0
57,2,2019-06-26,00:01:47,\N,\N,142,28.08,1.0511,-59,0
58,8,2019-06-26,00:01:48,\N,\N,142,28.49,1.0511,-60,0
59,6,2019-06-26,00:01:52,\N,\N,141,28.08,1.0511,-76,0
60,3,2019-06-26,00:01:52,\N,\N,154,31.34,1.0511,-73,0
61,7,2019-06-26,00:01:53,\N,\N,168,34.6,1.0511,-78,0
62,4,2019-06-26,00:01:55,\N,\N,175,35.82,1.0511,-59,0
63,1,2019-06-26,00:01:55,\N,\N,171,35.01,1.0521,-59,0
64,5,2019-06-26,00:02:01,\N,\N,177,37.45,1.0521,-71,0
65,2,2019-06-26,00:02:02,\N,\N,141,28.08,1.0511,-59,0
66,8,2019-06-26,00:02:03,\N,\N,141,28.08,1.0511,-60,0
67,6,2019-06-26,00:02:07,\N,\N,141,28.08,1.0511,-76,0
68,3,2019-06-26,00:02:07,\N,\N,154,31.34,1.0511,-74,0
69,7,2019-06-26,00:02:08,\N,\N,170,34.6,1.0511,-78,0
70,4,2019-06-26,00:02:10,\N,\N,177,36.63,1.0511,-58,0
71,1,2019-06-26,00:02:10,\N,\N,170,35.01,1.0521,-58,0
72,2,2019-06-26,00:02:17,\N,\N,142,28.08,1.0511,-59,0
