Date/Time,AF305DAYLIGHTCONTROL:Daylighting Reference Point 1 Illuminance [lux](Hourly),AF305DAYLIGHTCONTROL:Daylighting Reference Point 2 Illuminance [lux](Hourly),Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,0.0,0.0,8826.217605745733 
 04/01  02:00:00,0.0,0.0,8508.575708458908 
 04/01  03:00:00,0.0,0.0,8288.188252779468 
 04/01  04:00:00,0.0,0.0,8065.9150879107865 
 04/01  05:00:00,0.0,0.0,7848.559033129809 
 04/01  06:00:00,41.27702194453163,24.838173195066589,7756.580206702281 
 04/01  07:00:00,348.0675083933684,230.80437025598043,7844.684305047268 
 04/01  08:00:00,685.1106927098522,442.1076847208576,17233.705717656612 
 04/01  09:00:00,835.9207072118842,537.8685526861734,157539.08988334097 
 04/01  10:00:00,801.5259260633289,525.1369450529957,152681.2764605039 
 04/01  11:00:00,634.9770529988008,428.22746847801678,152925.5116926181 
 04/01  12:00:00,530.8235832989167,365.5428801050043,154834.04843756095 
 04/01  13:00:00,555.013843093217,374.23703901472569,145322.89817371538 
 04/01  14:00:00,615.5587584543867,397.9980117019625,140011.4455540272 
 04/01  15:00:00,566.1604494972784,353.65157625958138,150715.1387693768 
 04/01  16:00:00,466.39997806590898,284.5460382253779,140047.0270694991 
 04/01  17:00:00,291.56829038774046,175.44771292752737,120520.37963992999 
 04/01  18:00:00,56.75152394678967,32.94295625763428,41850.711663867965 
 04/01  19:00:00,0.0,0.0,19699.80957822852 
 04/01  20:00:00,0.0,0.0,6463.19765741671 
 04/01  21:00:00,0.0,0.0,4741.348436346836 
 04/01  22:00:00,0.0,0.0,10060.56795440896 
 04/01  23:00:00,0.0,0.0,9485.89829427755 
 04/01  24:00:00,0.0,0.0,9244.142638782154 
 04/02  01:00:00,0.0,0.0,8922.407537127403 
 04/02  02:00:00,0.0,0.0,8781.809903934061 
 04/02  03:00:00,0.0,0.0,8658.485028425208 
 04/02  04:00:00,0.0,0.0,8569.559334479442 
 04/02  05:00:00,0.0,0.0,8484.567196294984 
 04/02  06:00:00,37.476667925688428,22.911802343516667,8413.86989293248 
 04/02  07:00:00,297.5380735533637,199.95020635128038,8385.81838343576 
 04/02  08:00:00,581.954043333043,379.6387798385722,13972.145845639456 
 04/02  09:00:00,799.1332238577503,516.1050725242703,119990.38970859249 
 04/02  10:00:00,793.4085758600022,520.5505221495836,144146.36780409129 
 04/02  11:00:00,616.0834095616277,416.4789188114489,150996.8029414982 
 04/02  12:00:00,425.5742406541872,298.45214842209608,141984.36251065599 
 04/02  13:00:00,406.99439257734977,279.0996142993586,139763.0724213112 
 04/02  14:00:00,476.0402531590575,309.0670967729962,163680.2685490092 
 04/02  15:00:00,481.0277226211072,300.8281609824698,185197.90725489637 
 04/02  16:00:00,400.2401955380392,245.6650463143665,178837.28609255024 
 04/02  17:00:00,262.5285673311853,159.99471435242359,172706.55961800109 
 04/02  18:00:00,43.64803867030128,26.165103808054075,92859.95698903727 
 04/02  19:00:00,0.0,0.0,57737.70710074374 
 04/02  20:00:00,0.0,0.0,37613.18898632796 
 04/02  21:00:00,0.0,0.0,4497.544882595418 
 04/02  22:00:00,0.0,0.0,10044.192724315588 
 04/02  23:00:00,0.0,0.0,9439.184187560411 
 04/02  24:00:00,0.0,0.0,9067.115462401836 
 04/03  01:00:00,0.0,0.0,8809.374412630697 
 04/03  02:00:00,0.0,0.0,8611.387766519978 
 04/03  03:00:00,0.0,0.0,8437.66886046248 
 04/03  04:00:00,0.0,0.0,8260.581104504881 
 04/03  05:00:00,0.0,0.0,8073.95196665644 
 04/03  06:00:00,26.323447404880978,17.328686520720138,7972.161340061631 
 04/03  07:00:00,237.8961327305842,161.38899425196204,8029.07438481319 
 04/03  08:00:00,533.7202085280176,347.8662192378899,11820.962572973665 
 04/03  09:00:00,783.2034230749096,506.3038164182728,149152.36023611055 
 04/03  10:00:00,799.0174869240562,523.9063626377185,143407.20300256086 
 04/03  11:00:00,621.5704847665121,419.90352816004136,145060.37741370416 
 04/03  12:00:00,438.0579710779078,306.4056096738938,145776.27625211769 
 04/03  13:00:00,439.16157562159295,300.08966814984827,138647.42530337766 
 04/03  14:00:00,517.556438105184,335.48099580716515,137402.24113599843 
 04/03  15:00:00,482.05110502675719,301.5025119483441,150944.75906625507 
 04/03  16:00:00,393.2929573286622,241.97452112705188,139478.16166012889 
 04/03  17:00:00,235.53356853904959,144.37429555438335,114573.14753185318 
 04/03  18:00:00,43.72935284133728,26.224262962128397,36599.062730338694 
 04/03  19:00:00,0.0,0.0,16298.432124863573 
 04/03  20:00:00,0.0,0.0,4888.945743291157 
 04/03  21:00:00,0.0,0.0,4429.108395431223 
 04/03  22:00:00,0.0,0.0,10081.760877604036 
 04/03  23:00:00,0.0,0.0,9478.333962275874 
 04/03  24:00:00,0.0,0.0,9170.24281122685 
 04/04  01:00:00,0.0,0.0,9051.685697624329 
 04/04  02:00:00,0.0,0.0,8987.388625041604 
 04/04  03:00:00,0.0,0.0,8933.618411185287 
 04/04  04:00:00,0.0,0.0,8889.859945894197 
 04/04  05:00:00,0.0,0.0,8828.609249774292 
 04/04  06:00:00,15.922993774330826,10.464650211966108,8753.464058249065 
 04/04  07:00:00,128.21703864059325,84.38641440412288,8776.3659035981 
 04/04  08:00:00,308.0554432127797,198.41957955505095,14705.742009641815 
 04/04  09:00:00,487.083280360042,315.6009030325029,107657.36370202503 
 04/04  10:00:00,548.639615400226,360.889636421075,134480.6044275991 
 04/04  11:00:00,527.8832516033399,353.7479827897082,133673.38715292896 
 04/04  12:00:00,473.377935114695,319.54940218382429,125483.3365370374 
 04/04  13:00:00,451.5951092713155,302.5554006691616,121323.05174708425 
 04/04  14:00:00,448.07739693994287,292.4158594244787,138344.51804665329 
 04/04  15:00:00,437.46384348982277,277.4113526075634,155375.28615986484 
 04/04  16:00:00,344.1484067643806,215.08834705570374,156532.73312951983 
 04/04  17:00:00,191.95282903797046,120.27913472895303,143908.7483252543 
 04/04  18:00:00,28.862601925770347,17.919459542942034,71427.8422660035 
 04/04  19:00:00,0.0,0.0,47062.94738915729 
 04/04  20:00:00,0.0,0.0,29657.41631857523 
 04/04  21:00:00,0.0,0.0,3907.2319960566324 
 04/04  22:00:00,0.0,0.0,10100.228576302514 
 04/04  23:00:00,0.0,0.0,9483.10349418849 
 04/04  24:00:00,0.0,0.0,9165.895953828216 
 04/05  01:00:00,0.0,0.0,9076.430909018256 
 04/05  02:00:00,0.0,0.0,9040.481241858199 
 04/05  03:00:00,0.0,0.0,8996.00939607353 
 04/05  04:00:00,0.0,0.0,8930.144075788383 
 04/05  05:00:00,0.0,0.0,8869.392545077855 
 04/05  06:00:00,30.233436369088225,19.729649732943157,8851.795019927611 
 04/05  07:00:00,239.36214218208455,162.84822182418189,8882.122756476712 
 04/05  08:00:00,451.9482500883875,294.1705613321853,15695.603801050818 
 04/05  09:00:00,627.236888925128,407.01293643553256,112420.72051086719 
 04/05  10:00:00,646.4610309486444,425.87836888698629,114694.36116064522 
 04/05  11:00:00,559.2142151806502,375.89134893087199,115569.49908392242 
 04/05  12:00:00,495.8109851992612,335.66672653708067,116617.81375854019 
 04/05  13:00:00,450.318640271462,301.7060096954035,117538.39059444839 
 04/05  14:00:00,426.7291438149393,278.6419066278975,128624.3928668018 
 04/05  15:00:00,418.0582573943725,265.2379527062098,143004.5605214437 
 04/05  16:00:00,355.3878370597524,221.81465697136535,135693.16758872235 
 04/05  17:00:00,223.10406142542389,137.55537655084064,108456.17016782979 
 04/05  18:00:00,36.15208416012535,22.042726781066109,41488.4565926006 
 04/05  19:00:00,0.0,0.0,23099.949275095772 
 04/05  20:00:00,0.0,0.0,14162.721187454912 
 04/05  21:00:00,0.0,0.0,15814.560875972626 
 04/05  22:00:00,0.0,0.0,9525.75643443559 
 04/05  23:00:00,0.0,0.0,9192.516951695055 
 04/05  24:00:00,0.0,0.0,9079.405169991347 
 04/06  01:00:00,0.0,0.0,9032.168835808043 
 04/06  02:00:00,0.0,0.0,9003.029774956909 
 04/06  03:00:00,0.0,0.0,8966.414637258778 
 04/06  04:00:00,0.0,0.0,8912.07848943291 
 04/06  05:00:00,0.0,0.0,8861.67270241161 
 04/06  06:00:00,17.013231692150869,11.220204897689309,8834.049995996682 
 04/06  07:00:00,137.88225871476076,90.85986483358471,8827.731825076522 
 04/06  08:00:00,338.7182507773744,218.26169915594526,8839.538421901274 
 04/06  09:00:00,503.8109904770574,326.4394014565102,54681.12868220811 
 04/06  10:00:00,547.4005793354853,360.0972024913224,73680.79723914173 
 04/06  11:00:00,506.63821036636389,339.2400371077652,81130.8234604912 
 04/06  12:00:00,469.6414677661678,316.63393476521227,71022.13807648684 
 04/06  13:00:00,443.72186423025638,296.95764899535558,53854.11536169515 
 04/06  14:00:00,425.7654454508475,278.01255396565406,47120.14400909012 
 04/06  15:00:00,424.5671367446025,269.3448842400793,48683.59248751868 
 04/06  16:00:00,354.3666908536804,221.37327036337306,45069.16064828312 
 04/06  17:00:00,207.07653635334575,128.75447467354523,37912.023200557414 
 04/06  18:00:00,31.71123377145909,19.528719587401839,35297.84382044899 
 04/06  19:00:00,0.0,0.0,29802.66357951571 
 04/06  20:00:00,0.0,0.0,10477.756389244874 
 04/06  21:00:00,0.0,0.0,10133.480724814233 
 04/06  22:00:00,0.0,0.0,9825.929281364899 
 04/06  23:00:00,0.0,0.0,9245.75962255729 
 04/06  24:00:00,0.0,0.0,9004.539534134125 
 04/07  01:00:00,0.0,0.0,8923.217906349493 
 04/07  02:00:00,0.0,0.0,8887.835115504404 
 04/07  03:00:00,0.0,0.0,8871.240509336361 
 04/07  04:00:00,0.0,0.0,8863.904975977857 
 04/07  05:00:00,0.0,0.0,8855.867588935838 
 04/07  06:00:00,54.5092736836342,32.55379144664051,8881.955407131563 
 04/07  07:00:00,428.8523934601687,282.013328992429,8950.943678887319 
 04/07  08:00:00,764.2749014498877,488.9486328570981,9032.712942555063 
 04/07  09:00:00,889.8619525913933,568.7029733165841,9107.637332642742 
 04/07  10:00:00,829.6440298954477,541.6566125709561,9163.557295140867 
 04/07  11:00:00,684.3665363773547,459.8363980191652,9202.347936467739 
 04/07  12:00:00,492.3581061718601,340.6734955940893,9228.880088173979 
 04/07  13:00:00,485.1522681012154,329.4544691645036,9248.40414785602 
 04/07  14:00:00,549.2753279456815,355.94961101788479,9267.362910598653 
 04/07  15:00:00,542.5086931122913,338.6851305084057,9288.623761536543 
 04/07  16:00:00,427.81322540153698,262.0797216102038,9307.088328476128 
 04/07  17:00:00,241.78181045593275,147.76653482906216,9311.756106004954 
 04/07  18:00:00,44.23688802865382,26.472271663958627,9290.569376553003 
 04/07  19:00:00,0.0,0.0,9248.347607270083 
 04/07  20:00:00,0.0,0.0,9201.436007208842 
 04/07  21:00:00,0.0,0.0,9162.065840486146 
 04/07  22:00:00,0.0,0.0,9116.91042336454 
 04/07  23:00:00,0.0,0.0,9070.919856977074 
 04/07  24:00:00,0.0,0.0,9028.87699760674 
 04/08  01:00:00,0.0,0.0,6751.7037367240655 
 04/08  02:00:00,0.0,0.0,7416.356793868707 
 04/08  03:00:00,0.0,0.0,7446.466994690355 
 04/08  04:00:00,0.0,0.0,7372.566915952194 
 04/08  05:00:00,0.0,0.0,7273.035981119591 
 04/08  06:00:00,51.91838374071321,31.32177532237883,7253.124683142219 
 04/08  07:00:00,396.1437927970146,262.6772244082501,7344.639240369174 
 04/08  08:00:00,664.2713280077818,430.44621823455858,18569.009671849588 
 04/08  09:00:00,766.3806143549797,495.6452907420442,170276.4434849503 
 04/08  10:00:00,725.9566416401921,477.6136536423398,166233.37060813097 
 04/08  11:00:00,545.099906349575,370.0530819023102,164227.0024654951 
 04/08  12:00:00,379.78132872576756,268.0271576645154,164091.1268171632 
 04/08  13:00:00,429.1304083092236,293.6097613018316,153227.03295547164 
 04/08  14:00:00,519.7756614930701,336.82188463768167,146493.29813051038 
 04/08  15:00:00,539.1172623442848,336.5202151859854,156940.68825109103 
 04/08  16:00:00,458.0144322430377,279.7079936054737,145913.29791673568 
 04/08  17:00:00,289.29900191268686,174.1093309578886,125770.53624859212 
 04/08  18:00:00,55.323621614826659,32.17645649916104,42117.563147586196 
 04/08  19:00:00,0.0,0.0,19357.342951972572 
 04/08  20:00:00,0.0,0.0,5782.4597095974505 
 04/08  21:00:00,0.0,0.0,4082.8809088822386 
 04/08  22:00:00,0.0,0.0,10200.72380084424 
 04/08  23:00:00,0.0,0.0,9517.645626091258 
 04/08  24:00:00,0.0,0.0,9222.637541418399 
 04/09  01:00:00,0.0,0.0,9113.623851589125 
 04/09  02:00:00,0.0,0.0,9055.07829925712 
 04/09  03:00:00,0.0,0.0,9012.797235006094 
 04/09  04:00:00,0.0,0.0,8983.549356957226 
 04/09  05:00:00,0.0,0.0,8955.916955058708 
 04/09  06:00:00,85.92797541170677,48.408412604891008,8963.296249797439 
 04/09  07:00:00,602.0882299668154,386.03814974151347,9009.18152290179 
 04/09  08:00:00,816.4494080643116,520.8307591902944,9069.321654980939 
 04/09  09:00:00,832.2620673154402,536.4086024357701,9091.628181765309 
 04/09  10:00:00,822.3704225442833,538.1101757855278,9156.979808751581 
 04/09  11:00:00,707.5029809251788,474.8061204915248,9261.40545651076 
 04/09  12:00:00,541.395839331195,372.56228149458937,9315.485262505756 
 04/09  13:00:00,494.5465881784176,335.3403252432513,9330.49759486096 
 04/09  14:00:00,551.6200439369373,357.4162992863273,9326.860805497197 
 04/09  15:00:00,549.7272731492671,343.24120038515459,9314.083490837555 
 04/09  16:00:00,462.1299036682761,281.97505749232,9295.348761938847 
 04/09  17:00:00,287.1128308112183,172.93650783368114,9265.171566111538 
 04/09  18:00:00,51.20420047612702,29.959630637755827,9230.200219958066 
 04/09  19:00:00,0.0,0.0,9187.181339944314 
 04/09  20:00:00,0.0,0.0,9146.252482303484 
 04/09  21:00:00,0.0,0.0,9111.922899841418 
 04/09  22:00:00,0.0,0.0,9074.356171889254 
 04/09  23:00:00,0.0,0.0,9038.248924597357 
 04/09  24:00:00,0.0,0.0,9008.593723314263 
 04/10  01:00:00,0.0,0.0,6774.664132011908 
 04/10  02:00:00,0.0,0.0,7398.6463269593705 
 04/10  03:00:00,0.0,0.0,7463.1493529038535 
 04/10  04:00:00,0.0,0.0,7457.556093913702 
 04/10  05:00:00,0.0,0.0,7431.0145563303995 
 04/10  06:00:00,57.549000700880778,34.58777092825021,7436.670588768285 
 04/10  07:00:00,430.0872597523837,284.15093352605529,7530.444348983973 
 04/10  08:00:00,720.3201370552575,464.27675404904127,13678.640125082575 
 04/10  09:00:00,862.9910141862046,555.0171462906686,164496.37077066533 
 04/10  10:00:00,815.1411659547033,533.8481572228051,163682.1614547978 
 04/10  11:00:00,622.8545102435709,420.7914349294645,161443.44645742715 
 04/10  12:00:00,446.78605817927339,311.928858578414,161582.12107314825 
 04/10  13:00:00,448.10199972430339,305.78312486291136,154660.94147980197 
 04/10  14:00:00,492.7385659205791,319.82428242084066,151630.79456177189 
 04/10  15:00:00,464.38443799198816,293.3465274573435,163118.99094843379 
 04/10  16:00:00,351.37003124546308,219.58976722970739,149612.22802164476 
 04/10  17:00:00,182.78146689765576,114.85234419830114,123349.99118359287 
 04/10  18:00:00,27.973558964907299,17.39228100809965,38729.23393452654 
 04/10  19:00:00,0.0,0.0,16721.762880414743 
 04/10  20:00:00,0.0,0.0,4435.796171368135 
 04/10  21:00:00,0.0,0.0,4013.0192911252657 
 04/10  22:00:00,0.0,0.0,10144.764390674083 
 04/10  23:00:00,0.0,0.0,9445.260512131992 
 04/10  24:00:00,0.0,0.0,9153.638634808069 
 04/11  01:00:00,0.0,0.0,9046.481310775458 
 04/11  02:00:00,0.0,0.0,8950.543368026925 
 04/11  03:00:00,0.0,0.0,8858.827946771553 
 04/11  04:00:00,0.0,0.0,8743.113867349211 
 04/11  05:00:00,0.0,0.0,8624.170255754821 
 04/11  06:00:00,34.23522133736377,22.612836583722247,8578.711507508195 
 04/11  07:00:00,216.55121825449133,146.94535972257496,8624.876318238772 
 04/11  08:00:00,406.5818503479633,263.14864575859937,15622.800992079565 
 04/11  09:00:00,592.9076226792403,384.34877483449847,111929.88251696406 
 04/11  10:00:00,609.2811306582689,400.9862025465834,139063.7472973755 
 04/11  11:00:00,545.4186600269367,366.01148565733208,137419.05265396063 
 04/11  12:00:00,506.411830166922,343.90353996466657,130490.85754259351 
 04/11  13:00:00,487.89963816884008,328.533602602269,128544.06849293209 
