Date/Time,AF305DAYLIGHTCONTROL:Daylighting Reference Point 1 Illuminance [lux](Hourly),AF305DAYLIGHTCONTROL:Daylighting Reference Point 2 Illuminance [lux](Hourly),Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,0.0,0.0,19378.518285482 
 04/01  02:00:00,0.0,0.0,18963.633796791426 
 04/01  03:00:00,0.0,0.0,18814.05829864333 
 04/01  04:00:00,0.0,0.0,18648.56296910973 
 04/01  05:00:00,0.0,0.0,18473.899374009805 
 04/01  06:00:00,41.27702194453163,24.838173195066589,18416.131772436125 
 04/01  07:00:00,348.0675083933684,230.80437025598043,18639.8225458463 
 04/01  08:00:00,685.1106927098522,442.1076847208576,32351.37305149353 
 04/01  09:00:00,835.9207072118842,537.8685526861734,303577.54753920176 
 04/01  10:00:00,801.5259260633289,525.1369450529957,346994.3033314272 
 04/01  11:00:00,634.9770529988008,428.22746847801678,375573.46809588678 
 04/01  12:00:00,530.8235832989167,365.5428801050043,392209.644236242 
 04/01  13:00:00,555.013843093217,374.23703901472569,385340.34441299058 
 04/01  14:00:00,615.5587584543867,397.9980117019625,380761.6448744477 
 04/01  15:00:00,566.1604494972784,353.65157625958138,389080.45206415289 
 04/01  16:00:00,466.39997806590898,284.5460382253779,350204.5570799855 
 04/01  17:00:00,291.56829038774046,175.44771292752737,303809.74728806389 
 04/01  18:00:00,56.75152394678967,32.94295625763428,105169.26704958272 
 04/01  19:00:00,0.0,0.0,54094.59470184639 
 04/01  20:00:00,0.0,0.0,19134.110540663653 
 04/01  21:00:00,0.0,0.0,14342.821546294193 
 04/01  22:00:00,0.0,0.0,19665.58874603124 
 04/01  23:00:00,0.0,0.0,19587.594513815176 
 04/01  24:00:00,0.0,0.0,19558.63742070729 
 04/02  01:00:00,0.0,0.0,19532.71440893027 
 04/02  02:00:00,0.0,0.0,19496.708778201428 
 04/02  03:00:00,0.0,0.0,19456.946791946135 
 04/02  04:00:00,0.0,0.0,19454.145564388073 
 04/02  05:00:00,0.0,0.0,19449.58674732587 
 04/02  06:00:00,37.476667925688428,22.911802343516667,19445.656419946605 
 04/02  07:00:00,297.5380735533637,199.95020635128038,19451.09720840397 
 04/02  08:00:00,581.954043333043,379.6387798385722,34925.58229787961 
 04/02  09:00:00,799.1332238577503,516.1050725242703,258340.44014636416 
 04/02  10:00:00,793.4085758600022,520.5505221495836,351395.6903220455 
 04/02  11:00:00,616.0834095616277,416.4789188114489,388112.5125394876 
 04/02  12:00:00,425.5742406541872,298.45214842209608,383287.8955435445 
 04/02  13:00:00,406.99439257734977,279.0996142993586,388338.48007551426 
 04/02  14:00:00,476.0402531590575,309.0670967729962,426107.6367189484 
 04/02  15:00:00,481.0277226211072,300.8281609824698,458609.90081786978 
 04/02  16:00:00,400.2401955380392,245.6650463143665,430587.0435604506 
 04/02  17:00:00,262.5285673311853,159.99471435242359,415086.1369192837 
 04/02  18:00:00,43.64803867030128,26.165103808054075,213149.7104201325 
 04/02  19:00:00,0.0,0.0,130597.25838937533 
 04/02  20:00:00,0.0,0.0,86291.03318410808 
 04/02  21:00:00,0.0,0.0,16218.550068511307 
 04/02  22:00:00,0.0,0.0,19692.351224838694 
 04/02  23:00:00,0.0,0.0,19556.085895195258 
 04/02  24:00:00,0.0,0.0,19420.94548391592 
 04/03  01:00:00,0.0,0.0,19288.57206088563 
 04/03  02:00:00,0.0,0.0,19176.633785467722 
 04/03  03:00:00,0.0,0.0,19046.199156581755 
 04/03  04:00:00,0.0,0.0,18935.75104594295 
 04/03  05:00:00,0.0,0.0,18823.63923428103 
 04/03  06:00:00,26.323447404880978,17.328686520720138,18801.70864222849 
 04/03  07:00:00,237.8961327305842,161.38899425196204,19016.205759908255 
 04/03  08:00:00,533.7202085280176,347.8662192378899,32326.9810408695 
 04/03  09:00:00,783.2034230749096,506.3038164182728,317445.19779878729 
 04/03  10:00:00,799.0174869240562,523.9063626377185,351414.50136463579 
 04/03  11:00:00,621.5704847665121,419.90352816004136,376939.6211881572 
 04/03  12:00:00,438.0579710779078,306.4056096738938,390286.656013802 
 04/03  13:00:00,439.16157562159295,300.08966814984827,386897.41756083487 
 04/03  14:00:00,517.556438105184,335.48099580716515,383673.9771354829 
 04/03  15:00:00,482.05110502675719,301.5025119483441,388762.848758419 
 04/03  16:00:00,393.2929573286622,241.97452112705188,343710.0062415663 
 04/03  17:00:00,235.53356853904959,144.37429555438335,283241.81773644106 
 04/03  18:00:00,43.72935284133728,26.224262962128397,90278.58868480154 
 04/03  19:00:00,0.0,0.0,43767.619405494996 
 04/03  20:00:00,0.0,0.0,13476.681408082231 
 04/03  21:00:00,0.0,0.0,12090.61337571922 
 04/03  22:00:00,0.0,0.0,19581.919400846044 
 04/03  23:00:00,0.0,0.0,19455.10953475915 
 04/03  24:00:00,0.0,0.0,19375.99474004214 
 04/04  01:00:00,0.0,0.0,19306.21145138205 
 04/04  02:00:00,0.0,0.0,19231.722277194436 
 04/04  03:00:00,0.0,0.0,19149.462367833785 
 04/04  04:00:00,0.0,0.0,19063.857366945034 
 04/04  05:00:00,0.0,0.0,18998.419012504568 
 04/04  06:00:00,15.922993774330826,10.464650211966108,18979.266541046385 
 04/04  07:00:00,128.21703864059325,84.38641440412288,19177.639597428 
 04/04  08:00:00,308.0554432127797,198.41957955505095,35285.17971807515 
 04/04  09:00:00,487.083280360042,315.6009030325029,243135.07358337337 
 04/04  10:00:00,548.639615400226,360.889636421075,333274.8083968371 
 04/04  11:00:00,527.8832516033399,353.7479827897082,356795.45140748916 
 04/04  12:00:00,473.377935114695,319.54940218382429,353063.03192251347 
 04/04  13:00:00,451.5951092713155,302.5554006691616,360039.5344586707 
 04/04  14:00:00,448.07739693994287,292.4158594244787,385746.65613801075 
 04/04  15:00:00,437.46384348982277,277.4113526075634,408923.6036459556 
 04/04  16:00:00,344.1484067643806,215.08834705570374,386642.4586929116 
 04/04  17:00:00,191.95282903797046,120.27913472895303,354456.09497756647 
 04/04  18:00:00,28.862601925770347,17.919459542942034,162505.01987982589 
 04/04  19:00:00,0.0,0.0,98482.34110026178 
 04/04  20:00:00,0.0,0.0,58867.70560680833 
 04/04  21:00:00,0.0,0.0,13321.805389854431 
 04/04  22:00:00,0.0,0.0,19605.753760832173 
 04/04  23:00:00,0.0,0.0,19492.302222534276 
 04/04  24:00:00,0.0,0.0,19431.526147118475 
 04/05  01:00:00,0.0,0.0,19426.03987234758 
 04/05  02:00:00,0.0,0.0,19419.333547510472 
 04/05  03:00:00,0.0,0.0,19366.94474816979 
 04/05  04:00:00,0.0,0.0,19239.162646146015 
 04/05  05:00:00,0.0,0.0,19097.370199079724 
 04/05  06:00:00,30.233436369088225,19.729649732943157,19046.45064598807 
 04/05  07:00:00,239.36214218208455,162.84822182418189,19161.29440253841 
 04/05  08:00:00,451.9482500883875,294.1705613321853,37662.55801877255 
 04/05  09:00:00,627.236888925128,407.01293643553256,248575.1813026812 
 04/05  10:00:00,646.4610309486444,425.87836888698629,289269.9000505861 
 04/05  11:00:00,559.2142151806502,375.89134893087199,317488.2563953227 
 04/05  12:00:00,495.8109851992612,335.66672653708067,331059.82509914596 
 04/05  13:00:00,450.318640271462,301.7060096954035,326738.3670405468 
 04/05  14:00:00,426.7291438149393,278.6419066278975,344279.4515923183 
 04/05  15:00:00,418.0582573943725,265.2379527062098,363045.9665041167 
 04/05  16:00:00,355.3878370597524,221.81465697136535,331608.65302245397 
 04/05  17:00:00,223.10406142542389,137.55537655084064,271793.6492434619 
 04/05  18:00:00,36.15208416012535,22.042726781066109,98403.04422376752 
 04/05  19:00:00,0.0,0.0,53234.36336136096 
 04/05  20:00:00,0.0,0.0,31438.963442308737 
 04/05  21:00:00,0.0,0.0,28432.651882533184 
 04/05  22:00:00,0.0,0.0,19558.74969057624 
 04/05  23:00:00,0.0,0.0,19498.167354821027 
 04/05  24:00:00,0.0,0.0,19450.50365411038 
 04/06  01:00:00,0.0,0.0,19425.412701039397 
 04/06  02:00:00,0.0,0.0,19408.98978724187 
 04/06  03:00:00,0.0,0.0,19341.241717735076 
 04/06  04:00:00,0.0,0.0,19186.412899787127 
 04/06  05:00:00,0.0,0.0,18989.539937090423 
 04/06  06:00:00,17.013231692150869,11.220204897689309,18882.82642614811 
 04/06  07:00:00,137.88225871476076,90.85986483358471,18897.959582845713 
 04/06  08:00:00,338.7182507773744,218.26169915594526,18981.931094503576 
 04/06  09:00:00,503.8109904770574,326.4394014565102,36140.21306652351 
 04/06  10:00:00,547.4005793354853,360.0972024913224,54086.50743674291 
 04/06  11:00:00,506.63821036636389,339.2400371077652,68298.47149267802 
 04/06  12:00:00,469.6414677661678,316.63393476521227,60185.960989650775 
 04/06  13:00:00,443.72186423025638,296.95764899535558,123582.13685644255 
 04/06  14:00:00,425.7654454508475,278.01255396565406,121798.55289437872 
 04/06  15:00:00,424.5671367446025,269.3448842400793,129216.18612635933 
 04/06  16:00:00,354.3666908536804,221.37327036337306,117759.68929843659 
 04/06  17:00:00,207.07653635334575,128.75447467354523,94981.61333145137 
 04/06  18:00:00,31.71123377145909,19.528719587401839,91439.99284283036 
 04/06  19:00:00,0.0,0.0,75290.64411118195 
 04/06  20:00:00,0.0,0.0,33169.14550520931 
 04/06  21:00:00,0.0,0.0,29903.01592195287 
 04/06  22:00:00,0.0,0.0,19413.670469867324 
 04/06  23:00:00,0.0,0.0,19326.521759495754 
 04/06  24:00:00,0.0,0.0,19267.612163671212 
 04/07  01:00:00,0.0,0.0,19229.735729656008 
 04/07  02:00:00,0.0,0.0,19193.13642556016 
 04/07  03:00:00,0.0,0.0,19172.499846974242 
 04/07  04:00:00,0.0,0.0,19160.175894478947 
 04/07  05:00:00,0.0,0.0,19132.245368017084 
 04/07  06:00:00,54.5092736836342,32.55379144664051,19216.015827319803 
 04/07  07:00:00,428.8523934601687,282.013328992429,19457.377529547994 
 04/07  08:00:00,764.2749014498877,488.9486328570981,19688.180522622744 
 04/07  09:00:00,889.8619525913933,568.7029733165841,19834.185087818212 
 04/07  10:00:00,829.6440298954477,541.6566125709561,19906.681918849943 
 04/07  11:00:00,684.3665363773547,459.8363980191652,19955.524814924807 
 04/07  12:00:00,492.3581061718601,340.6734955940893,19986.46053351239 
 04/07  13:00:00,485.1522681012154,329.4544691645036,20010.42444704556 
 04/07  14:00:00,549.2753279456815,355.94961101788479,20036.32027340269 
 04/07  15:00:00,542.5086931122913,338.6851305084057,20049.772465811344 
 04/07  16:00:00,427.81322540153698,262.0797216102038,20024.608949461555 
 04/07  17:00:00,241.78181045593275,147.76653482906216,19982.29747252232 
 04/07  18:00:00,44.23688802865382,26.472271663958627,19925.532858128936 
 04/07  19:00:00,0.0,0.0,19867.69456707218 
 04/07  20:00:00,0.0,0.0,19817.5816167396 
 04/07  21:00:00,0.0,0.0,19776.437548156162 
 04/07  22:00:00,0.0,0.0,19741.651294482228 
 04/07  23:00:00,0.0,0.0,19707.982184668213 
 04/07  24:00:00,0.0,0.0,19665.069500468442 
 04/08  01:00:00,0.0,0.0,19635.52846547513 
 04/08  02:00:00,0.0,0.0,19599.46393915622 
 04/08  03:00:00,0.0,0.0,19533.600037203392 
 04/08  04:00:00,0.0,0.0,19444.61494094125 
 04/08  05:00:00,0.0,0.0,19323.726773042195 
 04/08  06:00:00,51.91838374071321,31.32177532237883,19297.539701777674 
 04/08  07:00:00,396.1437927970146,262.6772244082501,19414.97806209579 
 04/08  08:00:00,664.2713280077818,430.44621823455858,47736.32925851191 
 04/08  09:00:00,766.3806143549797,495.6452907420442,360463.7485992848 
 04/08  10:00:00,725.9566416401921,477.6136536423398,389684.7262981638 
 04/08  11:00:00,545.099906349575,370.0530819023102,407061.6249413478 
 04/08  12:00:00,379.78132872576756,268.0271576645154,417918.37938246756 
 04/08  13:00:00,429.1304083092236,293.6097613018316,410178.0246330754 
 04/08  14:00:00,519.7756614930701,336.82188463768167,402938.44186518827 
 04/08  15:00:00,539.1172623442848,336.5202151859854,412049.06314139257 
 04/08  16:00:00,458.0144322430377,279.7079936054737,375398.16030911987 
 04/08  17:00:00,289.29900191268686,174.1093309578886,329219.8375931413 
 04/08  18:00:00,55.323621614826659,32.17645649916104,112715.20040830068 
 04/08  19:00:00,0.0,0.0,57342.8709264308 
 04/08  20:00:00,0.0,0.0,20286.568414193913 
 04/08  21:00:00,0.0,0.0,15381.928715062066 
 04/08  22:00:00,0.0,0.0,19695.117628767694 
 04/08  23:00:00,0.0,0.0,19664.91101723978 
 04/08  24:00:00,0.0,0.0,19639.348852563493 
 04/09  01:00:00,0.0,0.0,19595.192395586437 
 04/09  02:00:00,0.0,0.0,19554.654735401877 
 04/09  03:00:00,0.0,0.0,19514.614742599533 
 04/09  04:00:00,0.0,0.0,19476.235965407224 
 04/09  05:00:00,0.0,0.0,19423.791744732905 
 04/09  06:00:00,85.92797541170677,48.408412604891008,19437.910304955487 
 04/09  07:00:00,602.0882299668154,386.03814974151347,19522.556839949666 
 04/09  08:00:00,816.4494080643116,520.8307591902944,19647.977451532595 
 04/09  09:00:00,832.2620673154402,536.4086024357701,19720.288090915863 
 04/09  10:00:00,822.3704225442833,538.1101757855278,19851.85877853204 
 04/09  11:00:00,707.5029809251788,474.8061204915248,19990.906322313564 
 04/09  12:00:00,541.395839331195,372.56228149458937,20058.26663913082 
 04/09  13:00:00,494.5465881784176,335.3403252432513,20064.351364794533 
 04/09  14:00:00,551.6200439369373,357.4162992863273,20047.375301168147 
 04/09  15:00:00,549.7272731492671,343.24120038515459,20018.63811508786 
 04/09  16:00:00,462.1299036682761,281.97505749232,19982.29747252232 
 04/09  17:00:00,287.1128308112183,172.93650783368114,19941.139842662647 
 04/09  18:00:00,51.20420047612702,29.959630637755827,19899.032781880767 
 04/09  19:00:00,0.0,0.0,19840.435944812783 
