Date/Time,Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,6875.836847981581 
 04/01  02:00:00,5701.660883248907 
 04/01  03:00:00,4839.235509823814 
 04/01  04:00:00,3664.3133817998437 
 04/01  05:00:00,2720.5753625032853 
 04/01  06:00:00,2698.119867979138 
 04/01  07:00:00,3922.125587159539 
 04/01  08:00:00,20729.65351280947 
 04/01  09:00:00,184177.65864131534 
 04/01  10:00:00,206445.88203386588 
 04/01  11:00:00,221613.9784111318 
 04/01  12:00:00,230829.9785242516 
 04/01  13:00:00,223530.10657094446 
 04/01  14:00:00,210000.8879595592 
 04/01  15:00:00,217858.46608905067 
 04/01  16:00:00,200171.96707412517 
 04/01  17:00:00,175171.59114966854 
 04/01  18:00:00,58634.85420725637 
 04/01  19:00:00,28617.25434688419 
 04/01  20:00:00,11686.496672748768 
 04/01  21:00:00,9109.084994459614 
 04/01  22:00:00,8403.199182234173 
 04/01  23:00:00,8177.458310951304 
 04/01  24:00:00,7891.315700229905 
 04/02  01:00:00,7663.325918250503 
 04/02  02:00:00,7357.42010891443 
 04/02  03:00:00,7081.994963924128 
 04/02  04:00:00,6998.809718954916 
 04/02  05:00:00,6874.8140923268365 
 04/02  06:00:00,6864.797970601536 
 04/02  07:00:00,7296.913313963397 
 04/02  08:00:00,19725.687444884974 
 04/02  09:00:00,147116.1172110289 
 04/02  10:00:00,200076.13545186504 
 04/02  11:00:00,222639.681776522 
 04/02  12:00:00,219363.93799186059 
 04/02  13:00:00,218240.2785000348 
 04/02  14:00:00,241234.55468320327 
 04/02  15:00:00,260318.89141873123 
 04/02  16:00:00,250853.1025570842 
 04/02  17:00:00,240568.10325103333 
 04/02  18:00:00,125670.11020408142 
 04/02  19:00:00,82243.73205010745 
 04/02  20:00:00,54997.83134671178 
 04/02  21:00:00,9554.702463335505 
 04/02  22:00:00,8860.37957025701 
 04/02  23:00:00,8193.052475705188 
 04/02  24:00:00,7537.315937428342 
 04/03  01:00:00,6838.7492841659405 
 04/03  02:00:00,6122.482904942583 
 04/03  03:00:00,5410.888952713344 
 04/03  04:00:00,4657.034400214344 
 04/03  05:00:00,3948.1569931305676 
 04/03  06:00:00,4138.17766668687 
 04/03  07:00:00,5306.659134353856 
 04/03  08:00:00,17091.32438914953 
 04/03  09:00:00,185819.1839000629 
 04/03  10:00:00,204136.85772964965 
 04/03  11:00:00,217235.16588769473 
 04/03  12:00:00,224483.38118419879 
 04/03  13:00:00,219932.48359716478 
 04/03  14:00:00,210045.3179764724 
 04/03  15:00:00,218241.86933384825 
 04/03  16:00:00,197692.3181984491 
 04/03  17:00:00,163385.85395083138 
 04/03  18:00:00,50083.76768549296 
 04/03  19:00:00,22979.837518259457 
 04/03  20:00:00,8813.460839947715 
 04/03  21:00:00,7999.797470959784 
 04/03  22:00:00,7295.742718021521 
 04/03  23:00:00,6945.642984569589 
 04/03  24:00:00,6561.200383109045 
 04/04  01:00:00,6253.0741502682 
 04/04  02:00:00,5906.421868738925 
 04/04  03:00:00,5514.298844178306 
 04/04  04:00:00,5196.249551009203 
 04/04  05:00:00,4888.145295292562 
 04/04  06:00:00,4887.044648997106 
 04/04  07:00:00,5659.834263845293 
 04/04  08:00:00,19622.780370049302 
 04/04  09:00:00,138305.66761913899 
 04/04  10:00:00,189772.58511791632 
 04/04  11:00:00,203739.79714057467 
 04/04  12:00:00,200807.06911050893 
 04/04  13:00:00,199555.90834671519 
 04/04  14:00:00,213760.65451929696 
 04/04  15:00:00,227652.32205213517 
 04/04  16:00:00,224875.433718662 
 04/04  17:00:00,205240.55407915615 
 04/04  18:00:00,97912.38710285693 
 04/04  19:00:00,65795.61032431961 
 04/04  20:00:00,41300.519255041 
 04/04  21:00:00,8235.908986297725 
 04/04  22:00:00,7818.639434680772 
 04/04  23:00:00,7289.06741473842 
 04/04  24:00:00,7006.344790339848 
 04/05  01:00:00,7025.935127907433 
 04/05  02:00:00,7004.425366866431 
 04/05  03:00:00,6522.4466622799455 
 04/05  04:00:00,5792.867948416242 
 04/05  05:00:00,5021.476018429709 
 04/05  06:00:00,4996.701589970664 
 04/05  07:00:00,5869.015547448522 
 04/05  08:00:00,21779.490518757324 
 04/05  09:00:00,141555.1839709564 
 04/05  10:00:00,165389.44062371035 
 04/05  11:00:00,178053.14756756277 
 04/05  12:00:00,184543.30018248864 
 04/05  13:00:00,184760.9614423965 
 04/05  14:00:00,191542.66535767867 
 04/05  15:00:00,204722.4587121144 
 04/05  16:00:00,192277.19374644187 
 04/05  17:00:00,157281.51974151869 
 04/05  18:00:00,57320.49335395512 
 04/05  19:00:00,32201.176358593413 
 04/05  20:00:00,20479.183796431116 
 04/05  21:00:00,14084.075198810875 
 04/05  22:00:00,7714.121198587719 
 04/05  23:00:00,7259.611338190739 
 04/05  24:00:00,6956.211511433183 
 04/06  01:00:00,6831.80359144157 
 04/06  02:00:00,6647.510389670076 
 04/06  03:00:00,6191.8568505350895 
 04/06  04:00:00,5516.324767636138 
 04/06  05:00:00,4867.1683377855115 
 04/06  06:00:00,4546.122204539853 
 04/06  07:00:00,4606.814850566087 
 04/06  08:00:00,5027.853285458068 
 04/06  09:00:00,114751.84162577482 
 04/06  10:00:00,150925.2744257226 
 04/06  11:00:00,173331.5670880099 
 04/06  12:00:00,170163.23283945106 
 04/06  13:00:00,83076.74506456345 
 04/06  14:00:00,84013.88032810106 
 04/06  15:00:00,85461.96929826454 
 04/06  16:00:00,77336.2940613566 
 04/06  17:00:00,65233.17554718506 
 04/06  18:00:00,43509.545053935086 
 04/06  19:00:00,23650.56682705472 
 04/06  20:00:00,17397.64758532339 
 04/06  21:00:00,14015.497601693778 
 04/06  22:00:00,6407.389822290253 
 04/06  23:00:00,6164.180153307062 
 04/06  24:00:00,5818.0086677602985 
 04/07  01:00:00,5491.688665000455 
 04/07  02:00:00,5162.5526296815915 
 04/07  03:00:00,5003.0219372569345 
 04/07  04:00:00,4942.772970545942 
 04/07  05:00:00,4862.712922504484 
 04/07  06:00:00,5633.225425526828 
 04/07  07:00:00,7269.508123974305 
 04/07  08:00:00,8950.771691232816 
 04/07  09:00:00,10033.28395102066 
 04/07  10:00:00,10465.9676433205 
 04/07  11:00:00,10709.057751757633 
 04/07  12:00:00,10863.179555923212 
 04/07  13:00:00,10976.382724790617 
 04/07  14:00:00,11153.729591034486 
 04/07  15:00:00,11285.816947141015 
 04/07  16:00:00,11383.127958495046 
 04/07  17:00:00,11394.673963034647 
 04/07  18:00:00,11176.407717237918 
 04/07  19:00:00,10863.763811626872 
 04/07  20:00:00,10544.123053244108 
 04/07  21:00:00,10260.556528541447 
 04/07  22:00:00,9628.016253239239 
 04/07  23:00:00,8980.774673173668 
 04/07  24:00:00,8480.73674956837 
 04/08  01:00:00,8247.252325327581 
 04/08  02:00:00,7942.304565112613 
 04/08  03:00:00,7397.49657733103 
 04/08  04:00:00,6736.214693351748 
 04/08  05:00:00,6042.02852836984 
 04/08  06:00:00,6174.145086068468 
 04/08  07:00:00,7216.676057285297 
 04/08  08:00:00,27700.056768686365 
 04/08  09:00:00,213740.772120613 
 04/08  10:00:00,229163.08917375413 
 04/08  11:00:00,238550.0726913239 
 04/08  12:00:00,245449.4302065588 
 04/08  13:00:00,236770.7847899249 
 04/08  14:00:00,222774.21217280659 
 04/08  15:00:00,231762.22281213074 
 04/08  16:00:00,214258.22843079325 
 04/08  17:00:00,187808.30958093235 
 04/08  18:00:00,61622.423548333 
 04/08  19:00:00,29735.79503075803 
 04/08  20:00:00,11950.025134151054 
 04/08  21:00:00,9363.194247951578 
 04/08  22:00:00,8910.548990227331 
 04/08  23:00:00,8862.38367657358 
 04/08  24:00:00,8568.774342027698 
 04/09  01:00:00,8206.187452643497 
 04/09  02:00:00,7821.29029205978 
 04/09  03:00:00,7515.161351565519 
 04/09  04:00:00,7207.713805169812 
 04/09  05:00:00,6913.83847029849 
 04/09  06:00:00,7321.549302711389 
 04/09  07:00:00,8322.258576964841 
 04/09  08:00:00,9350.937902722115 
 04/09  09:00:00,9665.568771228594 
 04/09  10:00:00,10569.299254120617 
 04/09  11:00:00,11346.159115409157 
 04/09  12:00:00,11529.802043884889 
 04/09  13:00:00,11565.160068015912 
 04/09  14:00:00,11488.863143031136 
 04/09  15:00:00,11326.149709341234 
 04/09  16:00:00,11127.827802771359 
 04/09  17:00:00,10864.528717378938 
 04/09  18:00:00,10595.286306232143 
 04/09  19:00:00,10293.160359789086 
 04/09  20:00:00,9892.134351515877 
 04/09  21:00:00,9482.398819635111 
 04/09  22:00:00,9020.132752065396 
 04/09  23:00:00,8597.242845508228 
 04/09  24:00:00,8250.69261316467 
 04/10  01:00:00,7899.75051634837 
 04/10  02:00:00,7583.150001320922 
 04/10  03:00:00,7351.753266873184 
 04/10  04:00:00,7219.854728970419 
 04/10  05:00:00,7067.732323316927 
 04/10  06:00:00,7303.5104021424995 
 04/10  07:00:00,8257.678034901286 
 04/10  08:00:00,23922.192079276763 
 04/10  09:00:00,208538.5373956158 
 04/10  10:00:00,222444.6584654457 
 04/10  11:00:00,231582.04978482313 
 04/10  12:00:00,238436.43140064405 
 04/10  13:00:00,234596.76547024237 
 04/10  14:00:00,223912.84567394792 
 04/10  15:00:00,230842.2843942213 
 04/10  16:00:00,207582.9914272656 
 04/10  17:00:00,171921.93364203719 
 04/10  18:00:00,52496.314991193074 
 04/10  19:00:00,24036.727901080118 
 04/10  20:00:00,9207.725499036012 
 04/10  21:00:00,8577.059285221547 
 04/10  22:00:00,8099.060304450792 
 04/10  23:00:00,8039.442042988626 
 04/10  24:00:00,7894.458324563601 
 04/11  01:00:00,7762.113996447805 
 04/11  02:00:00,7700.683653563688 
 04/11  03:00:00,7235.24162070889 
 04/11  04:00:00,6535.303425263602 
 04/11  05:00:00,5784.70755144968 
 04/11  06:00:00,5790.3718209831495 
 04/11  07:00:00,6659.517792523985 
 04/11  08:00:00,21607.249287605166 
 04/11  09:00:00,143459.99719885703 
 04/11  10:00:00,188747.78788688314 
 04/11  11:00:00,200415.33704157009 
