Date/Time,Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,4665.20776712063 
 04/01  02:00:00,4194.819108908927 
 04/01  03:00:00,3860.0640162679033 
 04/01  04:00:00,3426.274453779261 
 04/01  05:00:00,2961.497253379725 
 04/01  06:00:00,2951.6050297383513 
 04/01  07:00:00,3489.1520098322403 
 04/01  08:00:00,15194.602598809463 
 04/01  09:00:00,117491.65113990865 
 04/01  10:00:00,127357.3190523861 
 04/01  11:00:00,133165.58849323067 
 04/01  12:00:00,135717.22889501175 
 04/01  13:00:00,127427.24677813197 
 04/01  14:00:00,118882.59338716598 
 04/01  15:00:00,124712.30611378329 
 04/01  16:00:00,116405.68357052189 
 04/01  17:00:00,102328.79431129723 
 04/01  18:00:00,35005.383512870365 
 04/01  19:00:00,17458.414887370287 
 04/01  20:00:00,7399.159567509233 
 04/01  21:00:00,5786.62662012941 
 04/01  22:00:00,5255.11846793992 
 04/01  23:00:00,5164.7220545736955 
 04/01  24:00:00,5050.308062401437 
 04/02  01:00:00,4953.136120065171 
 04/02  02:00:00,4825.289061490313 
 04/02  03:00:00,4708.01685420817 
 04/02  04:00:00,4663.036390862591 
 04/02  05:00:00,4603.33312576419 
 04/02  06:00:00,4585.466132225541 
 04/02  07:00:00,4724.943090428024 
 04/02  08:00:00,12546.393804754645 
 04/02  09:00:00,88786.56113020073 
 04/02  10:00:00,117595.34705838528 
 04/02  11:00:00,127078.66593091637 
 04/02  12:00:00,122717.3870505936 
 04/02  13:00:00,119744.85015131958 
 04/02  14:00:00,135948.4019424899 
 04/02  15:00:00,150593.99995267383 
 04/02  16:00:00,146995.7352671389 
 04/02  17:00:00,141914.50214542598 
 04/02  18:00:00,75079.62278635917 
 04/02  19:00:00,50283.726024612966 
 04/02  20:00:00,35488.87174375754 
 04/02  21:00:00,5692.662276867781 
 04/02  22:00:00,5426.424543859605 
 04/02  23:00:00,5164.750762234918 
 04/02  24:00:00,4907.1706625256365 
 04/03  01:00:00,4635.164646291417 
 04/03  02:00:00,4348.140151642851 
 04/03  03:00:00,4067.173919276174 
 04/03  04:00:00,3776.0720783097117 
 04/03  05:00:00,3510.166805094735 
 04/03  06:00:00,3560.642023630642 
 04/03  07:00:00,3962.8642236503515 
 04/03  08:00:00,11742.276207506116 
 04/03  09:00:00,113476.70763370504 
