Date/Time,Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,4408.889356363637 
 04/01  02:00:00,4106.954106587628 
 04/01  03:00:00,3870.5229122280884 
 04/01  04:00:00,3605.068713812891 
 04/01  05:00:00,3332.110540601412 
 04/01  06:00:00,3307.9921995208806 
 04/01  07:00:00,3605.330907022418 
 04/01  08:00:00,15715.998711384813 
 04/01  09:00:00,120087.19832307096 
 04/01  10:00:00,123541.97680225886 
 04/01  11:00:00,127124.8174577643 
 04/01  12:00:00,128998.97284267955 
 04/01  13:00:00,120353.76437732611 
 04/01  14:00:00,116509.44356827489 
 04/01  15:00:00,123784.08085837205 
 04/01  16:00:00,114481.0373708242 
 04/01  17:00:00,98209.82877608387 
 04/01  18:00:00,34757.625045979876 
 04/01  19:00:00,17447.997718360075 
 04/01  20:00:00,6879.593297999551 
 04/01  21:00:00,5290.13889424885 
 04/01  22:00:00,4782.403299912182 
 04/01  23:00:00,4713.336927782174 
 04/01  24:00:00,4634.789306119291 
 04/02  01:00:00,4563.4810255404245 
 04/02  02:00:00,4472.221017630199 
 04/02  03:00:00,4383.616625472486 
 04/02  04:00:00,4336.385915549041 
 04/02  05:00:00,4283.9332055721015 
 04/02  06:00:00,4259.669829109777 
 04/02  07:00:00,4363.032216732532 
 04/02  08:00:00,13501.481864328272 
 04/02  09:00:00,92012.01655448585 
 04/02  10:00:00,116894.78937841296 
 04/02  11:00:00,124089.04837943723 
 04/02  12:00:00,118205.23786634927 
 04/02  13:00:00,114706.24227306478 
 04/02  14:00:00,132992.59380160934 
 04/02  15:00:00,150514.50200439275 
 04/02  16:00:00,144642.23556415327 
 04/02  17:00:00,139784.68173477773 
 04/02  18:00:00,74969.18188561587 
 04/02  19:00:00,47928.628585040475 
 04/02  20:00:00,32968.28813910935 
 04/02  21:00:00,5081.536354014527 
 04/02  22:00:00,4916.52731799988 
 04/02  23:00:00,4741.922586644994 
 04/02  24:00:00,4568.440615821809 
 04/03  01:00:00,4386.2984852243435 
 04/03  02:00:00,4175.760717378984 
 04/03  03:00:00,3979.8046890557557 
 04/03  04:00:00,3786.2229246802794 
