Date/Time,Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,6932.545986048499 
 04/01  02:00:00,5699.229566913179 
 04/01  03:00:00,4789.1609057242995 
 04/01  04:00:00,3539.365459119961 
 04/01  05:00:00,2647.7440938889526 
 04/01  06:00:00,2628.117687337601 
 04/01  07:00:00,3801.1111676279993 
 04/01  08:00:00,22311.25436251808 
 04/01  09:00:00,190476.876364877 
 04/01  10:00:00,212897.2313840778 
 04/01  11:00:00,226962.12233386376 
 04/01  12:00:00,235506.84167484684 
 04/01  13:00:00,227667.45638898493 
 04/01  14:00:00,217252.7180354021 
 04/01  15:00:00,224283.18074367269 
 04/01  16:00:00,205187.3354890249 
 04/01  17:00:00,179668.08130325806 
 04/01  18:00:00,61136.77929570496 
 04/01  19:00:00,30529.467596111626 
 04/01  20:00:00,11983.84149181389 
 04/01  21:00:00,9270.113424368586 
 04/01  22:00:00,8554.204546529249 
 04/01  23:00:00,8313.843330208036 
 04/01  24:00:00,8010.196553310728 
 04/02  01:00:00,7771.350684333956 
 04/02  02:00:00,7450.558761562786 
 04/02  03:00:00,7163.45318066999 
 04/02  04:00:00,7079.545657675518 
 04/02  05:00:00,6951.087671856971 
 04/02  06:00:00,6942.732678398427 
 04/02  07:00:00,7392.313730155962 
 04/02  08:00:00,21561.53905135856 
 04/02  09:00:00,152686.27671793058 
 04/02  10:00:00,205773.96969678804 
 04/02  11:00:00,227631.16756241979 
 04/02  12:00:00,223411.98476587574 
 04/02  13:00:00,222939.08250054785 
 04/02  14:00:00,247095.23614530406 
 04/02  15:00:00,267446.9929955345 
 04/02  16:00:00,255607.61595499656 
 04/02  17:00:00,246015.56393428855 
 04/02  18:00:00,128059.2547700854 
 04/02  19:00:00,82319.7138466496 
 04/02  20:00:00,55700.30660850651 
 04/02  21:00:00,9783.7221359513 
 04/02  22:00:00,9039.903129279528 
 04/02  23:00:00,8338.070312702574 
 04/02  24:00:00,7647.390162909265 
 04/03  01:00:00,6910.137830801596 
 04/03  02:00:00,6154.941181706086 
 04/03  03:00:00,5405.467451400943 
 04/03  04:00:00,4608.153215886458 
 04/03  05:00:00,3855.9771475888306 
 04/03  06:00:00,4072.7415199334464 
 04/03  07:00:00,5326.820722841812 
 04/03  08:00:00,19061.3689406938 
 04/03  09:00:00,191289.51785614808 
 04/03  10:00:00,209896.8129447043 
 04/03  11:00:00,222418.7641688733 
 04/03  12:00:00,229209.59266437483 
 04/03  13:00:00,224464.98893774159 
 04/03  14:00:00,217511.85689814369 
 04/03  15:00:00,224747.6772757475 
 04/03  16:00:00,202887.4148721499 
 04/03  17:00:00,168285.54473097123 
 04/03  18:00:00,52725.224412162286 
 04/03  19:00:00,24761.79742162295 
 04/03  20:00:00,8968.790634812394 
 04/03  21:00:00,8127.374197149443 
 04/03  22:00:00,7407.213943974345 
 04/03  23:00:00,7038.56541895236 
 04/03  24:00:00,6633.745836746384 
 04/04  01:00:00,6310.3348944288045 
 04/04  02:00:00,5946.0878936514055 
 04/04  03:00:00,5532.694614016012 
 04/04  04:00:00,5199.199313470131 
 04/04  05:00:00,4874.283824215822 
 04/04  06:00:00,4877.912256214572 
 04/04  07:00:00,5695.584407346487 
 04/04  08:00:00,21784.226496247593 
 04/04  09:00:00,143830.25207502416 
 04/04  10:00:00,196575.00941080808 
 04/04  11:00:00,208079.88589269503 
 04/04  12:00:00,204671.0601709239 
 04/04  13:00:00,204804.55486216339 
 04/04  14:00:00,219865.565379517 
 04/04  15:00:00,234136.52010038016 
 04/04  16:00:00,229615.1262484519 
 04/04  17:00:00,210392.75023235158 
 04/04  18:00:00,99687.2839082887 
 04/04  19:00:00,65517.74060660716 
 04/04  20:00:00,41430.047788964024 
 04/04  21:00:00,8410.11176415332 
 04/04  22:00:00,7965.288909712509 
 04/04  23:00:00,7403.844403856855 
 04/04  24:00:00,7107.586957057876 
 04/05  01:00:00,7132.752745080241 
 04/05  02:00:00,7114.023962949883 
 04/05  03:00:00,6604.508511879077 
 04/05  04:00:00,5831.362197496289 
 04/05  05:00:00,5012.270981096617 
 04/05  06:00:00,4993.081579707636 
 04/05  07:00:00,5916.058856653166 
 04/05  08:00:00,23760.87194264818 
 04/05  09:00:00,146168.5933353706 
 04/05  10:00:00,170481.15398447528 
 04/05  11:00:00,184365.4501398808 
 04/05  12:00:00,190977.98172238677 
 04/05  13:00:00,189771.8166540521 
 04/05  14:00:00,199152.1419046801 
 04/05  15:00:00,211847.69941578309 
 04/05  16:00:00,197539.12789031305 
 04/05  17:00:00,162245.54643317613 
 04/05  18:00:00,59831.77010486525 
 04/05  19:00:00,33558.83601294773 
 04/05  20:00:00,21164.824113641862 
 04/05  21:00:00,14488.658182097251 
 04/05  22:00:00,7846.120511228422 
 04/05  23:00:00,7366.159272169957 
 04/05  24:00:00,7047.18329261693 
 04/06  01:00:00,6919.895980928391 
 04/06  02:00:00,6729.549453733313 
 04/06  03:00:00,6250.485343290381 
 04/06  04:00:00,5542.286867427275 
 04/06  05:00:00,4865.21840472201 
 04/06  06:00:00,4529.846382955393 
 04/06  07:00:00,4595.007016845465 
 04/06  08:00:00,5029.795763351982 
 04/06  09:00:00,117627.57599413446 
 04/06  10:00:00,156802.86166334744 
 04/06  11:00:00,180587.56376429977 
 04/06  12:00:00,175780.8157813674 
 04/06  13:00:00,84031.3713417257 
 04/06  14:00:00,85215.48120352194 
 04/06  15:00:00,86986.07722201437 
 04/06  16:00:00,79091.9892238181 
 04/06  17:00:00,66510.7442867873 
 04/06  18:00:00,44319.37943876684 
 04/06  19:00:00,24327.907571197986 
 04/06  20:00:00,17628.763673689813 
 04/06  21:00:00,14202.55302081301 
 04/06  22:00:00,6494.258304075207 
 04/06  23:00:00,6235.857516801658 
 04/06  24:00:00,5868.996155271732 
 04/07  01:00:00,5523.662089461931 
 04/07  02:00:00,5173.783962940532 
 04/07  03:00:00,5005.703851423462 
 04/07  04:00:00,4944.698110326645 
 04/07  05:00:00,4863.742014447863 
 04/07  06:00:00,5693.017647584769 
 04/07  07:00:00,7416.560970783594 
 04/07  08:00:00,9164.476034937172 
