Date/Time,Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,4059.001462063552 
 04/01  02:00:00,3669.1050150730093 
 04/01  03:00:00,3370.6482913765017 
 04/01  04:00:00,2983.8133963050263 
 04/01  05:00:00,2608.658785070852 
 04/01  06:00:00,2596.875718123077 
 04/01  07:00:00,3106.0934215886095 
 04/01  08:00:00,14707.966567186731 
 04/01  09:00:00,108734.78843939316 
 04/01  10:00:00,117181.4131884569 
 04/01  11:00:00,123534.05317625513 
 04/01  12:00:00,126027.23502392275 
 04/01  13:00:00,117068.37496008775 
 04/01  14:00:00,112407.77969312186 
 04/01  15:00:00,118343.75952427772 
 04/01  16:00:00,108415.86867540295 
 04/01  17:00:00,91638.75163278316 
 04/01  18:00:00,31905.793538720234 
 04/01  19:00:00,16214.117841310588 
 04/01  20:00:00,6668.00165215443 
 04/01  21:00:00,5058.743870125697 
 04/01  22:00:00,4541.516129928911 
 04/01  23:00:00,4470.12580447381 
 04/01  24:00:00,4383.5789549885485 
 04/02  01:00:00,4313.748750100545 
 04/02  02:00:00,4214.873129683724 
 04/02  03:00:00,4123.238069353564 
 04/02  04:00:00,4095.4926064381652 
 04/02  05:00:00,4054.6780800036554 
 04/02  06:00:00,4056.3829426758307 
 04/02  07:00:00,4243.415461698228 
 04/02  08:00:00,12364.644315532709 
 04/02  09:00:00,85036.10672615339 
 04/02  10:00:00,112239.07733681367 
 04/02  11:00:00,120908.89969301241 
 04/02  12:00:00,115810.80331729066 
 04/02  13:00:00,111111.53899758625 
 04/02  14:00:00,126927.4437745305 
 04/02  15:00:00,142606.17048100066 
 04/02  16:00:00,137061.53251403248 
 04/02  17:00:00,131342.81556317639 
 04/02  18:00:00,70245.23774955842 
 04/02  19:00:00,45956.85024987004 
 04/02  20:00:00,32529.50611762566 
 04/02  21:00:00,4964.001357555854 
 04/02  22:00:00,4742.137554080634 
 04/02  23:00:00,4517.828643718483 
 04/02  24:00:00,4297.622938473014 
 04/03  01:00:00,4062.2911320875846 
 04/03  02:00:00,3813.026249596443 
 04/03  03:00:00,3573.295342508763 
 04/03  04:00:00,3323.1962716459607 
 04/03  05:00:00,3101.518118399545 
 04/03  06:00:00,3171.9824487540795 
 04/03  07:00:00,3576.9990311130728 
 04/03  08:00:00,11344.72517502462 
 04/03  09:00:00,107932.08907579693 
 04/03  10:00:00,114699.40233580132 
 04/03  11:00:00,120113.85736616847 
 04/03  12:00:00,121667.45375456929 
 04/03  13:00:00,115415.57649327869 
 04/03  14:00:00,112383.08858265706 
 04/03  15:00:00,118282.96872069918 
 04/03  16:00:00,108981.39073333405 
 04/03  17:00:00,88292.91912462282 
 04/03  18:00:00,28246.82297481519 
 04/03  19:00:00,13607.886160275426 
 04/03  20:00:00,5259.7855752381865 
 04/03  21:00:00,4714.787652302563 
 04/03  22:00:00,4211.061704280774 
 04/03  23:00:00,4095.452542174839 
 04/03  24:00:00,3964.9107923932083 
 04/04  01:00:00,3861.1920537592905 
 04/04  02:00:00,3744.3841883835958 
 04/04  03:00:00,3612.0901962580297 
 04/04  04:00:00,3504.182391761611 
 04/04  05:00:00,3399.4310181055503 
 04/04  06:00:00,3395.652925275341 
 04/04  07:00:00,3664.0560603868144 
 04/04  08:00:00,13227.231796349073 
 04/04  09:00:00,81603.14099827605 
 04/04  10:00:00,111219.6849297252 
 04/04  11:00:00,112032.13541966172 
 04/04  12:00:00,107214.39436029054 
 04/04  13:00:00,103194.75222059421 
 04/04  14:00:00,113746.28129060753 
 04/04  15:00:00,124514.97769651213 
 04/04  16:00:00,126234.66901601585 
 04/04  17:00:00,115910.83150356983 
 04/04  18:00:00,58036.89618072682 
 04/04  19:00:00,39037.76989414459 
 04/04  20:00:00,26902.819308066235 
 04/04  21:00:00,4524.489844862296 
 04/04  22:00:00,4389.403813454336 
 04/04  23:00:00,4215.250866050475 
 04/04  24:00:00,4123.758516020578 
 04/05  01:00:00,4133.396848566623 
 04/05  02:00:00,4127.390862995048 
 04/05  03:00:00,3964.1777724254675 
 04/05  04:00:00,3721.8989462191257 
 04/05  05:00:00,3468.2072430513745 
 04/05  06:00:00,3460.6136118960912 
 04/05  07:00:00,3776.7266727552446 
 04/05  08:00:00,14176.079585067855 
 04/05  09:00:00,82092.76897153494 
 04/05  10:00:00,92116.00451088597 
 04/05  11:00:00,99301.15026732873 
 04/05  12:00:00,101127.006675773 
 04/05  13:00:00,99652.61062224605 
 04/05  14:00:00,106626.94343862955 
 04/05  15:00:00,114733.39653653495 
 04/05  16:00:00,107394.20392070526 
 04/05  17:00:00,87373.03788611912 
 04/05  18:00:00,35309.27265531023 
 04/05  19:00:00,20820.991979572533 
 04/05  20:00:00,13370.282794976898 
 04/05  21:00:00,8861.153782496023 
 04/05  22:00:00,4350.044080693297 
 04/05  23:00:00,4198.962177708195 
 04/05  24:00:00,4100.557994214512 
 04/06  01:00:00,4061.148020075753 
 04/06  02:00:00,3995.2526514419746 
 04/06  03:00:00,3841.164094941305 
 04/06  04:00:00,3615.5636611080445 
 04/06  05:00:00,3406.810986353966 
 04/06  06:00:00,3306.7574203088407 
 04/06  07:00:00,3342.5456475021474 
 04/06  08:00:00,3519.466468273755 
 04/06  09:00:00,67805.38289009467 
 04/06  10:00:00,88235.28434587864 
 04/06  11:00:00,99309.86773314952 
 04/06  12:00:00,91772.0474889762 
 04/06  13:00:00,41863.598452789425 
 04/06  14:00:00,41970.82582026277 
 04/06  15:00:00,43865.97506959539 
 04/06  16:00:00,39439.79660999083 
 04/06  17:00:00,31705.84957760084 
 04/06  18:00:00,20777.633050884993 
 04/06  19:00:00,12567.543698168438 
 04/06  20:00:00,9339.199947405561 
 04/06  21:00:00,7697.021897019131 
 04/06  22:00:00,3897.541454901804 
 04/06  23:00:00,3816.8174343371934 
 04/06  24:00:00,3702.2405457781047 
 04/07  01:00:00,3592.6507129751735 
 04/07  02:00:00,3483.685638554906 
 04/07  03:00:00,3430.731546318983 
 04/07  04:00:00,3410.264420622608 
 04/07  05:00:00,3381.425382374195 
 04/07  06:00:00,3634.5323179860657 
 04/07  07:00:00,4224.808389986611 
 04/07  08:00:00,4856.933318360277 
 04/07  09:00:00,5275.597150763316 
 04/07  10:00:00,5552.39387351889 
 04/07  11:00:00,5716.422047420639 
 04/07  12:00:00,5813.721036019983 
 04/07  13:00:00,5876.336171919119 
 04/07  14:00:00,5980.834566353972 
 04/07  15:00:00,6038.935608727214 
 04/07  16:00:00,6052.111614765312 
 04/07  17:00:00,5971.485687289642 
 04/07  18:00:00,5760.007064817801 
 04/07  19:00:00,5518.581008050817 
 04/07  20:00:00,5344.521075089893 
 04/07  21:00:00,5210.286307895578 
 04/07  22:00:00,5002.365133033904 
 04/07  23:00:00,4786.796867095273 
 04/07  24:00:00,4616.429082842131 
 04/08  01:00:00,4537.1464562763695 
 04/08  02:00:00,4437.991515020819 
 04/08  03:00:00,4255.414878075215 
 04/08  04:00:00,4035.10122189426 
 04/08  05:00:00,3805.311196367437 
 04/08  06:00:00,3851.312083468065 
 04/08  07:00:00,4243.736005308571 
 04/08  08:00:00,17195.57087687985 
 04/08  09:00:00,126130.30335799592 
 04/08  10:00:00,130648.73360298749 
 04/08  11:00:00,134058.9349431781 
 04/08  12:00:00,135409.66792932756 
 04/08  13:00:00,125963.45085123861 
 04/08  14:00:00,120893.49561319924 
 04/08  15:00:00,126758.21824855871 
 04/08  16:00:00,116398.0164129933 
 04/08  17:00:00,99120.20282913262 
 04/08  18:00:00,33691.035661144815 
 04/08  19:00:00,16869.245422597774 
 04/08  20:00:00,6825.055981581688 
