Date/Time,AF305DAYLIGHTCONTROL:Daylighting Reference Point 1 Illuminance [lux](Hourly),AF305DAYLIGHTCONTROL:Daylighting Reference Point 2 Illuminance [lux](Hourly),Whole Building:Facility Total Electric Demand Power [W](Hourly) 
 04/01  01:00:00,0.0,0.0,5387.039670615187 
 04/01  02:00:00,0.0,0.0,4793.262536810563 
 04/01  03:00:00,0.0,0.0,4372.566926146821 
 04/01  04:00:00,0.0,0.0,3845.866940885899 
 04/01  05:00:00,0.0,0.0,3276.351356426779 
 04/01  06:00:00,41.27702194453163,24.838173195066589,3255.7554519686096 
 04/01  07:00:00,348.0675083933684,230.80437025598043,3873.836053268065 
 04/01  08:00:00,685.1106927098522,442.1076847208576,18306.049490969377 
 04/01  09:00:00,835.9207072118842,537.8685526861734,141689.37947867966 
 04/01  10:00:00,801.5259260633289,525.1369450529957,151735.84053255397 
 04/01  11:00:00,634.9770529988008,428.22746847801678,158635.19369820704 
 04/01  12:00:00,530.8235832989167,365.5428801050043,162090.7604757967 
 04/01  13:00:00,555.013843093217,374.23703901472569,154164.0901689568 
 04/01  14:00:00,615.5587584543867,397.9980117019625,146199.29765580447 
 04/01  15:00:00,566.1604494972784,353.65157625958138,152356.12495554615 
 04/01  16:00:00,466.39997806590898,284.5460382253779,141235.96818145683 
 04/01  17:00:00,291.56829038774046,175.44771292752737,124713.77675089747 
 04/01  18:00:00,56.75152394678967,32.94295625763428,43310.70132508578 
 04/01  19:00:00,0.0,0.0,21637.34173835222 
 04/01  20:00:00,0.0,0.0,8583.632988586629 
 04/01  21:00:00,0.0,0.0,6703.68458534314 
 04/01  22:00:00,0.0,0.0,6136.083010144877 
 04/01  23:00:00,0.0,0.0,6016.750464202344 
 04/01  24:00:00,0.0,0.0,5865.0793594284505 
 04/02  01:00:00,0.0,0.0,5731.768810994003 
 04/02  02:00:00,0.0,0.0,5561.439029879212 
 04/02  03:00:00,0.0,0.0,5403.580857220409 
 04/02  04:00:00,0.0,0.0,5333.630723576637 
 04/02  05:00:00,0.0,0.0,5246.941098150634 
 04/02  06:00:00,37.476667925688428,22.911802343516667,5210.759255620476 
 04/02  07:00:00,297.5380735533637,199.95020635128038,5363.0870386568995 
 04/02  08:00:00,581.954043333043,379.6387798385722,15701.350453525067 
 04/02  09:00:00,799.1332238577503,516.1050725242703,108344.21634668426 
 04/02  10:00:00,793.4085758600022,520.5505221495836,141559.0266799937 
 04/02  11:00:00,616.0834095616277,416.4789188114489,153179.67254678065 
 04/02  12:00:00,425.5742406541872,298.45214842209608,148326.3995776269 
 04/02  13:00:00,406.99439257734977,279.0996142993586,146511.1543906742 
 04/02  14:00:00,476.0402531590575,309.0670967729962,166602.8344933065 
 04/02  15:00:00,481.0277226211072,300.8281609824698,183485.81268483553 
 04/02  16:00:00,400.2401955380392,245.6650463143665,177602.54084979895 
 04/02  17:00:00,262.5285673311853,159.99471435242359,171999.99780405905 
 04/02  18:00:00,43.64803867030128,26.165103808054075,90651.24379072515 
 04/02  19:00:00,0.0,0.0,58900.08800673109 
 04/02  20:00:00,0.0,0.0,40987.79390891583 
 04/02  21:00:00,0.0,0.0,6692.034908836516 
 04/02  22:00:00,0.0,0.0,6353.954290080765 
 04/02  23:00:00,0.0,0.0,6023.599770036449 
 04/02  24:00:00,0.0,0.0,5698.082824380376 
 04/03  01:00:00,0.0,0.0,5356.000747125955 
 04/03  02:00:00,0.0,0.0,4987.521386219868 
 04/03  03:00:00,0.0,0.0,4630.734071595763 
 04/03  04:00:00,0.0,0.0,4264.982258353196 
 04/03  05:00:00,0.0,0.0,3936.7439226037036 
 04/03  06:00:00,26.323447404880978,17.328686520720138,3976.318442828198 
 04/03  07:00:00,237.8961327305842,161.38899425196204,4432.229822252243 
 04/03  08:00:00,533.7202085280176,347.8662192378899,14433.163429126684 
 04/03  09:00:00,783.2034230749096,506.3038164182728,136966.7709337182 
 04/03  10:00:00,799.0174869240562,523.9063626377185,146791.4698483265 
 04/03  11:00:00,621.5704847665121,419.90352816004136,153475.66224706904 
 04/03  12:00:00,438.0579710779078,306.4056096738938,156116.97285517984 
 04/03  13:00:00,439.16157562159295,300.08966814984827,150838.99247374349 
 04/03  14:00:00,517.556438105184,335.48099580716515,146369.80667406546 
 04/03  15:00:00,482.05110502675719,301.5025119483441,154663.90309358168 
 04/03  16:00:00,393.2929573286622,241.97452112705188,142986.21739028966 
 04/03  17:00:00,235.53356853904959,144.37429555438335,120453.42059963511 
 04/03  18:00:00,43.72935284133728,26.224262962128397,38908.56437678029 
 04/03  19:00:00,0.0,0.0,18167.498113906633 
 04/03  20:00:00,0.0,0.0,6784.624167388288 
 04/03  21:00:00,0.0,0.0,6187.79168000662 
 04/03  22:00:00,0.0,0.0,5618.172683102955 
 04/03  23:00:00,0.0,0.0,5425.3990141176155 
 04/03  24:00:00,0.0,0.0,5217.558642074001 
 04/04  01:00:00,0.0,0.0,5042.349802545661 
 04/04  02:00:00,0.0,0.0,4849.930917407582 
 04/04  03:00:00,0.0,0.0,4640.340489153437 
 04/04  04:00:00,0.0,0.0,4460.725987016366 
 04/04  05:00:00,0.0,0.0,4290.460466022549 
 04/04  06:00:00,15.922993774330826,10.464650211966108,4253.109687786397 
 04/04  07:00:00,128.21703864059325,84.38641440412288,4571.31403143125 
 04/04  08:00:00,308.0554432127797,198.41957955505095,16261.08699707097 
 04/04  09:00:00,487.083280360042,315.6009030325029,101901.09056091342 
 04/04  10:00:00,548.639615400226,360.889636421075,136715.0110134404 
 04/04  11:00:00,527.8832516033399,353.7479827897082,139458.63153578793 
 04/04  12:00:00,473.377935114695,319.54940218382429,135141.13018952599 
 04/04  13:00:00,451.5951092713155,302.5554006691616,133834.87636807355 
 04/04  14:00:00,448.07739693994287,292.4158594244787,146355.94385007883 
