986460,"MACTAN",,8.0,10.300,123.967,24,PHL,5,CHN,Am
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code)        
01/01/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,25.0,C,8,24.3,C,8,96,E,9,1008,C,8,360,B,8,3.3,B,8,10000,B,8,3000,B,8,5.1,F,9,,,,,,,2.6,1,B,8,2
01/01/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,24.6,C,8,24.1,C,8,97,E,9,1007,C,8,360,A,7,2.0,A,7,10000,A,7,3000,A,7,5.0,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,24.9,C,8,24.4,C,8,97,E,9,1007,C,8,360,B,8,2.3,B,8,10000,B,8,3000,B,8,5.1,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,25.0,B,8,24.7,B,8,98,E,9,1008,B,8,330,B,8,2.7,B,8,10000,B,8,3000,B,8,5.2,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,25.2,A,7,24.9,A,7,98,E,9,1008,A,7,330,A,7,3.0,A,7,10000,A,7,3000,A,7,5.3,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,25.3,C,8,25.1,C,8,99,E,9,1008,B,8,330,B,8,3.0,B,8,10000,B,8,3500,B,8,5.4,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,07:00,148,1383,39,E,5,53,E,5,33,E,5,4225,E,5,0,E,5,3622,E,5,143,E,5,6,B,8,99,C,9,25.7,C,8,25.3,C,8,98,E,9,1009,B,8,20,B,8,3.0,B,8,10000,B,8,4000,B,8,5.5,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,08:00,452,1411,151,E,5,75,E,5,127,E,5,16492,E,5,3085,E,5,13922,E,5,619,E,5,6,A,7,99,C,9,26.4,A,7,25.5,A,7,95,E,9,1010,A,7,20,A,7,3.0,A,7,10000,A,7,4500,A,7,5.5,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,09:00,728,1411,304,E,5,133,E,5,235,E,5,33403,E,5,8413,E,5,26015,E,5,1255,E,5,5,B,8,99,C,9,27.9,C,8,25.8,C,8,88,E,9,1010,B,8,20,B,8,4.3,B,8,10000,B,8,4500,B,8,5.6,F,9,,,,,,,0.0,1,B,8,2
01/01/2003,10:00,948,1411,461,E,5,214,E,5,317,E,5,51398,E,5,14844,E,5,35575,E,5,1791,E,5,4,B,8,99,C,9,29.4,C,8,26.0,C,8,82,E,9,1010,B,8,50,B,8,5.7,B,8,10000,B,8,77777,B,8,5.7,F,9,,,,,,,0.0,1,B,8,80
01/01/2003,11:00,1097,1411,596,E,5,314,E,5,352,E,5,67399,E,5,21603,E,5,40097,E,5,2038,E,5,3,A,7,99,C,9,30.6,A,7,26.1,A,7,77,E,9,1010,A,7,50,A,7,7.0,A,7,10000,A,7,77777,A,7,5.8,F,9,,,,,,,0.0,1,B,8,80
01/01/2003,12:00,1164,1411,623,E,5,289,E,5,384,E,5,70589,E,5,20417,E,5,43836,E,5,2230,E,5,3,B,8,99,C,9,30.9,C,8,25.9,C,8,75,E,9,1009,B,8,50,B,8,6.7,B,8,10000,B,8,77777,B,8,5.7,F,9,,,,,,,0.0,1,B,8,80
01/01/2003,13:00,1146,1411,592,E,5,253,E,5,387,E,5,66927,E,5,18122,E,5,43992,E,5,2244,E,5,3,B,8,99,C,9,30.8,C,8,25.8,C,8,75,E,9,1008,B,8,40,B,8,6.3,B,8,10000,B,8,77777,B,8,5.6,F,9,,,,,,,0.0,1,B,8,80
01/01/2003,14:00,1043,1411,498,E,5,190,E,5,358,E,5,55805,E,5,13645,E,5,40369,E,5,2055,E,5,4,A,7,99,C,9,30.2,A,7,25.6,A,7,76,E,9,1008,A,7,40,A,7,6.0,A,7,10000,A,7,77777,A,7,5.6,F,9,,,,,,,2.7,1,B,8,80
01/01/2003,15:00,862,1411,358,E,5,116,E,5,287,E,5,39676,E,5,7950,E,5,31989,E,5,1587,E,5,6,B,8,99,C,9,29.2,C,8,25.6,C,8,81,E,9,1008,B,8,40,B,8,6.3,B,8,9333,B,8,77777,B,8,5.6,F,9,,,,,,,2.7,1,B,8,80
01/01/2003,16:00,616,1411,209,E,5,64,E,5,181,E,5,23022,E,5,3564,E,5,20037,E,5,934,E,5,8,B,8,99,C,9,28.0,C,8,25.5,C,8,86,E,9,1008,B,8,30,B,8,6.7,B,8,8666,B,8,2400,B,8,5.5,F,9,,,,,,,2.7,1,B,8,80
01/01/2003,17:00,323,1411,79,E,5,30,E,5,72,E,5,8694,E,5,477,E,5,7976,E,5,335,E,5,10,A,7,99,C,9,26.8,A,7,25.2,A,7,91,E,9,1009,A,7,30,A,7,7.0,A,7,8000,A,7,2400,A,7,5.4,F,9,,,,,,,2.7,1,B,8,80
01/01/2003,18:00,41,700,6,E,5,15,E,5,6,E,5,718,E,5,0,E,5,669,E,5,24,E,5,9,B,8,99,C,9,25.6,C,8,24.5,C,8,94,E,9,1009,B,8,30,B,8,6.3,B,8,8000,B,8,2400,B,8,5.2,F,9,,,,,,,2.7,1,B,8,80
01/01/2003,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,B,8,99,C,9,25.1,B,8,24.0,B,8,94,E,9,1010,B,8,40,B,8,5.7,B,8,8000,B,8,2400,B,8,5.0,F,9,,,,,,,2.7,1,B,8,25
01/01/2003,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,A,7,99,C,9,24.3,A,7,23.4,A,7,95,E,9,1010,A,7,40,A,7,5.0,A,7,8000,A,7,2400,A,7,4.8,F,9,,,,,,,0.0,1,B,8,25
01/01/2003,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,B,8,99,C,9,24.6,B,8,23.7,B,8,95,E,9,1010,B,8,40,B,8,5.3,B,8,8666,B,8,2400,B,8,4.9,F,9,,,,,,,0.0,1,B,8,25
01/01/2003,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,B,8,99,C,9,24.9,B,8,23.9,B,8,94,E,9,1010,B,8,20,B,8,5.7,B,8,9333,B,8,2400,B,8,4.9,F,9,,,,,,,0.0,1,B,8,25
01/01/2003,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,25.2,A,7,24.2,A,7,94,E,9,1010,A,7,20,A,7,6.0,A,7,10000,A,7,2400,A,7,5.0,F,9,,,,,,,0.0,1,B,8,25
01/01/2003,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,B,8,99,C,9,25.0,B,8,24.1,B,8,95,E,9,1010,B,8,20,B,8,5.3,B,8,10000,B,8,2400,B,8,5.0,F,9,,,,,,,0.0,1,B,8,25
01/02/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,B,8,99,C,9,24.8,B,8,24.1,B,8,96,E,9,1009,B,8,30,B,8,4.7,B,8,10000,B,8,2400,B,8,5.0,F,9,,,,,,,0.0,1,B,8,25
01/02/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,24.6,A,7,24.0,A,7,96,E,9,1009,A,7,30,A,7,4.0,A,7,10000,A,7,2400,A,7,5.0,F,9,,,,,,,0.1,1,B,8,25
01/02/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,B,8,99,C,9,24.7,B,8,24.1,B,8,96,E,9,1009,B,8,30,B,8,4.3,B,8,10000,B,8,2400,B,8,5.0,F,9,,,,,,,0.1,1,B,8,25
01/02/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,B,8,99,C,9,24.7,B,8,24.3,B,8,98,E,9,1009,B,8,10,B,8,4.7,B,8,10000,B,8,2400,B,8,5.1,F,9,,,,,,,0.1,1,B,8,25
01/02/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,24.8,A,7,24.4,A,7,98,E,9,1009,A,7,10,A,7,5.0,A,7,10000,A,7,2400,A,7,5.1,F,9,,,,,,,0.1,1,B,8,25
01/02/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,25.7,C,8,24.5,C,8,93,E,9,1010,B,8,10,B,8,4.3,B,8,10000,B,8,4600,B,8,5.2,F,9,,,,,,,0.1,1,B,8,25
01/02/2003,07:00,146,1376,41,E,5,70,E,5,34,E,5,4509,E,5,0,E,5,3730,E,5,148,E,5,7,B,8,99,C,9,26.7,C,8,24.7,C,8,89,E,9,1011,B,8,50,B,8,3.7,B,8,10000,B,8,6800,B,8,5.2,F,9,,,,,,,0.1,1,B,8,2
01/02/2003,08:00,450,1411,171,E,5,120,E,5,132,E,5,18566,E,5,5206,E,5,14463,E,5,645,E,5,6,A,7,99,C,9,27.7,A,7,24.9,A,7,85,E,9,1011,A,7,50,A,7,3.0,A,7,10000,A,7,9000,A,7,5.3,F,9,,,,,,,0.0,1,B,8,2
01/02/2003,09:00,727,1411,300,E,5,127,E,5,234,E,5,32998,E,5,8153,E,5,25953,E,5,1250,E,5,6,B,8,99,C,9,28.3,C,8,25.2,C,8,83,E,9,1011,B,8,50,B,8,4.3,B,8,10000,B,8,9500,B,8,5.4,F,9,,,,,,,0.0,1,B,8,2
01/02/2003,10:00,947,1411,409,E,5,131,E,5,322,E,5,45624,E,5,9264,E,5,36086,E,5,1817,E,5,6,B,8,99,C,9,28.7,C,8,25.4,C,8,82,E,9,1011,B,8,30,B,8,5.7,B,8,10000,B,8,10000,B,8,5.5,F,9,,,,,,,0.0,1,B,8,2
01/02/2003,11:00,1097,1411,490,E,5,138,E,5,383,E,5,55104,E,5,10151,E,5,43329,E,5,2215,E,5,6,A,7,99,C,9,28.8,A,7,25.4,A,7,82,E,9,1010,A,7,30,A,7,7.0,A,7,10000,A,7,10500,A,7,5.5,F,9,,,,,,,0.0,1,B,8,2
01/02/2003,12:00,1165,1411,522,E,5,135,E,5,411,E,5,58972,E,5,10094,E,5,46718,E,5,2386,E,5,6,B,8,99,C,9,28.6,C,8,25.1,C,8,81,E,9,1010,B,8,30,B,8,8.0,B,8,10000,B,8,8500,B,8,5.4,F,9,,,,,,,0.0,1,B,8,2
01/02/2003,13:00,1148,1411,492,E,5,110,E,5,402,E,5,55515,E,5,8266,E,5,45711,E,5,2334,E,5,7,B,8,99,C,9,28.2,C,8,24.8,C,8,82,E,9,1009,B,8,50,B,8,9.0,B,8,10000,B,8,6500,B,8,5.3,F,9,,,,,,,0.0,1,B,8,2
01/02/2003,14:00,1045,1411,427,E,5,95,E,5,357,E,5,47987,E,5,6969,E,5,40393,E,5,2053,E,5,8,A,7,99,C,9,27.7,A,7,24.5,A,7,83,E,9,1009,A,7,50,A,7,10.0,A,7,10000,A,7,4500,A,7,5.2,F,9,,,,,,,0.0,1,B,8,60
01/02/2003,15:00,865,1411,346,E,5,99,E,5,285,E,5,38429,E,5,6908,E,5,31907,E,5,1580,E,5,8,B,8,99,C,9,27.2,C,8,24.4,C,8,85,E,9,1009,B,8,50,B,8,10.3,B,8,10000,B,8,4000,B,8,5.1,F,9,,,,,,,0.0,1,B,8,60
01/02/2003,16:00,619,1411,236,E,5,102,E,5,191,E,5,25927,E,5,6071,E,5,21100,E,5,987,E,5,8,B,8,99,C,9,26.6,C,8,24.4,C,8,88,E,9,1009,B,8,30,B,8,10.7,B,8,10000,B,8,3500,B,8,5.1,F,9,,,,,,,0.0,1,B,8,60
01/02/2003,17:00,326,1411,104,E,5,76,E,5,87,E,5,11347,E,5,1763,E,5,9465,E,5,403,E,5,9,A,7,99,C,9,26.0,A,7,24.4,A,7,91,E,9,1009,A,7,30,A,7,11.0,A,7,10000,A,7,3000,A,7,5.1,F,9,,,,,,,0.3,1,B,8,60
01/02/2003,18:00,43,712,8,E,5,38,E,5,7,E,5,968,E,5,0,E,5,837,E,5,31,E,5,9,B,8,99,C,9,25.4,C,8,24.4,C,8,94,E,9,1010,B,8,30,B,8,10.0,B,8,9333,B,8,2800,B,8,5.1,F,9,,,,,,,0.3,1,B,8,60
01/02/2003,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,B,8,99,C,9,24.9,B,8,24.4,B,8,97,E,9,1010,B,8,10,B,8,9.0,B,8,8666,B,8,2600,B,8,5.1,F,9,,,,,,,0.3,1,B,8,60
01/02/2003,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,24.4,A,7,24.4,A,7,100,E,9,1011,A,7,10,A,7,8.0,A,7,8000,A,7,2400,A,7,5.1,F,9,,,,,,,0.0,1,B,8,60
01/02/2003,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,24.3,B,8,24.3,B,8,100,E,9,1011,B,8,10,B,8,7.0,B,8,8666,B,8,2400,B,8,5.1,F,9,,,,,,,0.0,1,B,8,60
01/02/2003,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,24.3,B,8,24.3,B,8,100,E,9,1011,B,8,360,B,8,6.0,B,8,9333,B,8,77777,B,8,5.1,F,9,,,,,,,0.0,1,B,8,60
01/02/2003,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,24.2,A,7,24.2,A,7,100,E,9,1012,A,7,360,A,7,5.0,A,7,10000,A,7,77777,A,7,5.0,F,9,,,,,,,0.0,1,B,8,60
01/02/2003,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,24.1,B,8,23.9,B,8,99,E,9,1011,B,8,360,B,8,4.3,B,8,10000,B,8,77777,B,8,4.9,F,9,,,,,,,0.0,1,B,8,60
01/03/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,23.9,B,8,23.6,B,8,98,E,9,1011,B,8,360,B,8,3.7,B,8,10000,B,8,77777,B,8,4.8,F,9,,,,,,,0.0,1,B,8,60
01/03/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,23.8,A,7,23.3,A,7,97,E,9,1011,A,7,360,A,7,3.0,A,7,10000,A,7,77777,A,7,4.7,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,24.1,B,8,23.2,B,8,95,E,9,1011,B,8,360,B,8,3.3,B,8,10000,B,8,77777,B,8,4.7,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,24.4,B,8,23.0,B,8,92,E,9,1011,B,8,360,B,8,3.7,B,8,10000,B,8,77777,B,8,4.6,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,24.7,A,7,22.9,A,7,90,E,9,1011,A,7,360,A,7,4.0,A,7,10000,A,7,77777,A,7,4.6,F,9,,,,,,,0.1,1,B,8,2
01/03/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,24.6,C,8,23.1,C,8,91,E,9,1011,B,8,360,B,8,3.7,B,8,10000,B,8,77777,B,8,4.7,F,9,,,,,,,0.1,1,B,8,2
01/03/2003,07:00,145,1371,36,E,5,10,E,5,35,E,5,3895,E,5,0,E,5,3796,E,5,150,E,5,7,B,8,99,C,9,24.6,C,8,23.5,C,8,94,E,9,1012,B,8,360,B,8,3.3,B,8,10000,B,8,3000,B,8,4.8,F,9,,,,,,,0.1,1,B,8,2
01/03/2003,08:00,448,1411,105,E,5,20,E,5,99,E,5,11721,E,5,711,E,5,11063,E,5,481,E,5,10,A,7,99,C,9,24.8,A,7,23.9,A,7,95,E,9,1012,A,7,360,A,7,3.0,A,7,10000,A,7,3000,A,7,4.9,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,09:00,725,1411,204,E,5,25,E,5,192,E,5,22678,E,5,2586,E,5,27034,E,5,743,E,5,10,B,8,99,C,9,25.7,C,8,24.3,C,8,92,E,9,1012,B,8,360,B,8,4.0,B,8,10000,B,8,3000,B,8,5.1,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,10:00,947,1411,303,E,5,32,E,5,281,E,5,34137,E,5,2133,E,5,31928,E,5,1588,E,5,10,B,8,99,C,9,26.6,C,8,24.6,C,8,89,E,9,1012,B,8,40,B,8,5.0,B,8,10000,B,8,3000,B,8,5.2,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,11:00,1097,1411,390,E,5,45,E,5,355,E,5,44099,E,5,3208,E,5,40406,E,5,2051,E,5,10,A,7,99,C,9,27.5,A,7,24.9,A,7,86,E,9,1012,A,7,40,A,7,6.0,A,7,10000,A,7,3000,A,7,5.3,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,12:00,1166,1411,411,E,5,40,E,5,378,E,5,46712,E,5,2871,E,5,43229,E,5,2193,E,5,10,B,8,99,C,9,27.9,C,8,25.1,C,8,85,E,9,1011,B,8,40,B,8,6.0,B,8,10000,B,8,3000,B,8,5.4,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,13:00,1149,1411,401,E,5,39,E,5,369,E,5,45537,E,5,2749,E,5,42223,E,5,2143,E,5,10,B,8,99,C,9,28.2,C,8,25.3,C,8,84,E,9,1010,B,8,40,B,8,6.0,B,8,10000,B,8,3000,B,8,5.5,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,14:00,1047,1411,358,E,5,39,E,5,329,E,5,40428,E,5,2697,E,5,37397,E,5,1891,E,5,10,A,7,99,C,9,28.2,A,7,25.3,A,7,84,E,9,1009,A,7,40,A,7,6.0,A,7,10000,A,7,3000,A,7,5.5,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,15:00,868,1411,289,E,5,43,E,5,263,E,5,32360,E,5,2830,E,5,29568,E,5,1457,E,5,10,B,8,99,C,9,28.1,C,8,25.2,C,8,84,E,9,1008,B,8,40,B,8,6.0,B,8,10000,B,8,3000,B,8,5.4,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,16:00,622,1411,195,E,5,46,E,5,175,E,5,21602,E,5,2552,E,5,19448,E,5,904,E,5,10,B,8,99,C,9,27.7,C,8,24.9,C,8,85,E,9,1008,B,8,40,B,8,6.0,B,8,10000,B,8,3000,B,8,5.3,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,17:00,329,1411,91,E,5,46,E,5,81,E,5,10008,E,5,958,E,5,8868,E,5,375,E,5,10,A,7,99,C,9,27.3,A,7,24.6,A,7,85,E,9,1008,A,7,40,A,7,6.0,A,7,10000,A,7,3000,A,7,5.2,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,18:00,44,725,9,E,5,23,E,5,9,E,5,1059,E,5,0,E,5,979,E,5,37,E,5,8,B,8,99,C,9,26.8,C,8,24.2,C,8,86,E,9,1009,B,8,40,B,8,5.0,B,8,13333,B,8,3000,B,8,5.0,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,B,8,99,C,9,26.5,B,8,23.8,B,8,85,E,9,1009,B,8,360,B,8,4.0,B,8,16666,B,8,77777,B,8,4.9,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,26.1,A,7,23.4,A,7,85,E,9,1009,A,7,360,A,7,3.0,A,7,20000,A,7,77777,A,7,4.8,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,25.9,B,8,23.5,B,8,87,E,9,1009,B,8,360,B,8,3.3,B,8,16666,B,8,77777,B,8,4.8,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,25.6,B,8,23.5,B,8,88,E,9,1009,B,8,360,B,8,3.7,B,8,13333,B,8,77777,B,8,4.8,F,9,,,,,,,0.0,1,B,8,2
01/03/2003,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,25.4,A,7,23.6,A,7,90,E,9,1010,A,7,360,A,7,4.0,A,7,10000,A,7,77777,A,7,4.8,F,9,,,,,,,0.0,1,B,8,15
01/03/2003,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,B,8,99,C,9,25.6,B,8,23.6,B,8,89,E,9,1009,B,8,360,B,8,3.7,B,8,10000,B,8,77777,B,8,4.8,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,25.7,B,8,23.7,B,8,89,E,9,1009,B,8,360,B,8,3.3,B,8,10000,B,8,77777,B,8,4.9,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,25.9,A,7,23.7,A,7,88,E,9,1009,A,7,360,A,7,3.0,A,7,10000,A,7,77777,A,7,4.9,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,25.6,B,8,23.8,B,8,90,E,9,1009,B,8,360,B,8,2.3,B,8,10000,B,8,77777,B,8,4.9,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,25.2,B,8,23.9,B,8,93,E,9,1009,B,8,360,B,8,1.7,B,8,10000,B,8,77777,B,8,4.9,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,24.9,A,7,24.0,A,7,95,E,9,1009,A,7,360,A,7,1.0,A,7,10000,A,7,77777,A,7,5.0,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,25.6,C,8,24.0,C,8,91,E,9,1010,B,8,360,B,8,3.3,B,8,10000,B,8,77777,B,8,5.0,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,07:00,143,1364,43,E,5,84,E,5,34,E,5,4648,E,5,0,E,5,3725,E,5,147,E,5,7,B,8,99,C,9,26.5,C,8,24.0,C,8,86,E,9,1011,B,8,10,B,8,5.7,B,8,10000,B,8,4500,B,8,5.0,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,08:00,447,1411,163,E,5,104,E,5,130,E,5,17732,E,5,4551,E,5,14214,E,5,632,E,5,9,A,7,99,C,9,27.6,A,7,24.1,A,7,81,E,9,1012,A,7,10,A,7,8.0,A,7,10000,A,7,4500,A,7,5.0,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,09:00,724,1411,305,E,5,137,E,5,234,E,5,33580,E,5,9012,E,5,25953,E,5,1248,E,5,8,B,8,99,C,9,28.5,C,8,24.4,C,8,79,E,9,1011,B,8,10,B,8,8.3,B,8,10000,B,8,4500,B,8,5.1,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,10:00,947,1411,417,E,5,142,E,5,322,E,5,46553,E,5,10314,E,5,36133,E,5,1816,E,5,8,B,8,99,C,9,29.2,C,8,24.5,C,8,76,E,9,1011,B,8,20,B,8,8.7,B,8,10000,B,8,4500,B,8,5.2,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,11:00,1098,1411,493,E,5,141,E,5,383,E,5,55491,E,5,10579,E,5,43411,E,5,2216,E,5,8,A,7,99,C,9,29.5,A,7,24.6,A,7,75,E,9,1010,A,7,20,A,7,9.0,A,7,10000,A,7,4500,A,7,5.2,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,12:00,1167,1411,515,E,5,125,E,5,412,E,5,58229,E,5,9528,E,5,46851,E,5,2390,E,5,8,B,8,99,C,9,29.4,C,8,24.3,C,8,74,E,9,1009,B,8,20,B,8,9.0,B,8,10000,B,8,4500,B,8,5.1,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,13:00,1151,1411,495,E,5,112,E,5,404,E,5,55986,E,5,8569,E,5,45954,E,5,2344,E,5,8,B,8,99,C,9,29.0,C,8,24.0,C,8,74,E,9,1009,B,8,20,B,8,9.0,B,8,10000,B,8,4500,B,8,5.0,F,9,,,,,,,0.0,1,B,8,15
01/04/2003,14:00,1050,1411,420,E,5,85,E,5,357,E,5,47243,E,5,6340,E,5,40402,E,5,2051,E,5,9,A,7,99,C,9,28.6,A,7,23.8,A,7,75,E,9,1008,A,7,20,A,7,9.0,A,7,10000,A,7,4500,A,7,4.9,F,9,,,,,,,0.0,1,B,8,15
