986460,"MACTAN",,8.0,10.300,123.967,24,PHL,5,CHN,Am
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code)        
05/27/2005,09:00,899,1330,396,E,5,134,E,5,306,E,5,44283,E,5,8768,E,5,34414,E,5,1732,E,5,6,B,8,99,C,9,29.1,C,8,27.1,C,8,89,E,9,1006,B,8,50,B,8,3.7,B,8,9000,B,8,77777,B,8,6.2,F,9,,,,,,,0.0,1,B,8,80
05/27/2005,10:00,1103,1330,526,E,5,168,E,5,387,E,5,59460,E,5,11295,E,5,44017,E,5,2244,E,5,5,B,8,99,C,9,30.1,C,8,27.7,C,8,87,E,9,1006,B,8,50,B,8,3.8,B,8,9500,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,80
05/27/2005,11:00,1238,1330,628,E,5,210,E,5,432,E,5,71645,E,5,13957,E,5,49710,E,5,2416,E,5,4,A,7,99,C,9,30.9,A,7,28.2,A,7,86,E,9,1006,A,7,50,A,7,4.0,A,7,10000,A,7,77777,A,7,6.7,F,9,,,,,,,0.0,1,B,8,80
05/27/2005,12:00,1294,1330,665,E,5,219,E,5,452,E,5,76143,E,5,14517,E,5,52144,E,5,2357,E,5,3,B,8,99,C,9,31.2,C,8,28.3,C,8,85,E,9,1005,B,8,50,B,8,4.3,B,8,10000,B,8,77777,B,8,6.7,F,9,,,,,,,0.0,1,B,8,80
05/27/2005,13:00,1268,1330,649,E,5,217,E,5,442,E,5,74234,E,5,14442,E,5,50992,E,5,2400,E,5,3,B,8,99,C,9,31.5,C,8,28.1,C,8,82,E,9,1004,B,8,40,B,8,4.7,B,8,10000,B,8,77777,B,8,6.6,F,9,,,,,,,0.0,1,B,8,80
05/27/2005,14:00,1162,1330,592,E,5,220,E,5,400,E,5,67335,E,5,14609,E,5,45804,E,5,2309,E,5,3,A,7,99,C,9,31.6,A,7,27.9,A,7,81,E,9,1004,A,7,40,A,7,5.0,A,7,10000,A,7,77777,A,7,6.5,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,15:00,982,1330,488,E,5,211,E,5,332,E,5,54821,E,5,13780,E,5,37552,E,5,1908,E,5,3,B,8,99,C,9,31.9,C,8,27.6,C,8,78,E,9,1004,B,8,40,B,8,4.3,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,16:00,741,1330,357,E,5,211,E,5,239,E,5,39536,E,5,12636,E,5,26660,E,5,1299,E,5,3,B,8,99,C,9,32.0,C,8,27.4,C,8,77,E,9,1004,B,8,90,B,8,3.7,B,8,10000,B,8,77777,B,8,6.3,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,17:00,457,1330,196,E,5,172,E,5,137,E,5,21373,E,5,7070,E,5,15019,E,5,677,E,5,4,B,8,99,C,9,31.8,A,7,27.3,A,7,77,E,9,1003,A,7,90,A,7,3.0,A,7,10000,A,7,77777,A,7,6.3,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,18:00,154,1330,49,E,5,93,E,5,39,E,5,5368,E,5,0,E,5,4219,E,5,169,E,5,4,B,8,99,C,9,31.0,C,8,27.4,C,8,81,E,9,1004,B,8,90,B,8,2.7,B,8,10000,B,8,77777,B,8,6.3,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,19:00,0,7,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,4,B,8,99,C,9,30.1,B,8,27.6,B,8,87,E,9,1005,B,8,200,B,8,2.3,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,29.3,A,7,27.7,A,7,91,E,9,1005,A,7,200,A,7,2.0,A,7,10000,A,7,77777,A,7,6.4,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,B,8,99,C,9,29.1,B,8,27.7,B,8,92,E,9,1005,B,8,200,B,8,2.3,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,B,8,99,C,9,28.8,B,8,27.6,B,8,93,E,9,1006,B,8,200,B,8,2.7,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,A,7,99,C,9,28.6,A,7,27.6,A,7,94,E,9,1006,A,7,200,A,7,3.0,A,7,10000,A,7,77777,A,7,6.4,F,9,,,,,,,0.0,1,B,8,12
05/27/2005,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,B,8,99,C,9,28.2,B,8,27.3,B,8,95,E,9,1006,B,8,200,B,8,2.0,B,8,10000,B,8,77777,B,8,6.3,F,9,,,,,,,0.0,1,B,8,12
05/28/2005,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,B,8,99,C,9,27.9,B,8,26.9,B,8,94,E,9,1005,B,8,200,B,8,1.0,B,8,10000,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,B,8,12
05/28/2005,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,27.5,A,7,26.6,A,7,95,E,9,1005,A,7,200,B,8,0.0,A,7,10000,A,7,77777,A,7,6.0,F,9,,,,,,,0.0,1,B,8,12
05/28/2005,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,27.1,B,8,26.3,B,8,95,E,9,1005,B,8,200,B,8,0.0,B,8,10000,B,8,77777,B,8,5.8,F,9,,,,,,,0.0,1,B,8,12
05/28/2005,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,26.7,B,8,26.1,B,8,97,E,9,1005,B,8,200,B,8,0.0,B,8,10000,B,8,10500,B,8,5.8,F,9,,,,,,,0.0,1,B,8,12
05/28/2005,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,A,7,99,C,9,26.3,A,7,25.8,A,7,97,E,9,1005,A,7,130,B,8,0.0,A,7,10000,A,7,10500,A,7,5.6,F,9,,,,,,,0.0,1,B,8,1
05/28/2005,06:00,56,786,16,E,5,37,E,5,14,E,5,1731,E,5,0,E,5,1564,E,5,60,E,5,6,B,8,99,C,9,27.4,C,8,26.8,C,8,97,E,9,1005,B,8,130,B,8,0.0,B,8,10000,B,8,10500,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/28/2005,07:00,344,1330,113,E,5,74,E,5,93,E,5,12274,E,5,1687,E,5,10224,E,5,442,E,5,6,B,8,99,C,9,28.8,C,8,27.6,C,8,93,E,9,1006,B,8,130,B,8,0.0,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,1
05/28/2005,08:00,639,1330,259,E,5,116,E,5,203,E,5,28444,E,5,6275,E,5,22448,E,5,1069,E,5,6,A,7,99,C,9,30.2,A,7,28.1,A,7,89,E,9,1006,A,7,130,B,8,0.0,A,7,10000,A,7,77777,A,7,6.6,F,9,,,,,,,0.0,1,?,0,1
05/28/2005,09:00,898,1330,419,E,5,169,E,5,304,E,5,46775,E,5,10982,E,5,34215,E,5,1722,E,5,5,B,8,99,C,9,31.1,C,8,27.4,C,8,81,E,9,1006,B,8,130,B,8,1.0,B,8,10000,B,8,77777,B,8,6.3,F,9,,,,,,,0.0,1,?,0,1
05/28/2005,10:00,1102,1330,564,E,5,227,E,5,375,E,5,63991,E,5,15463,E,5,42924,E,5,2180,E,5,4,B,8,99,C,9,31.7,C,8,26.7,C,8,75,E,9,1005,B,8,130,B,8,2.0,B,8,10000,B,8,77777,B,8,6.0,F,9,,,,,,,0.0,1,?,0,1
05/28/2005,11:00,1237,1330,654,E,5,251,E,5,420,E,5,75073,E,5,17388,E,5,48594,E,5,2351,E,5,4,A,7,99,C,9,32.1,A,7,26.3,A,7,72,E,9,1005,A,7,130,A,7,3.0,A,7,10000,A,7,77777,A,7,5.8,F,9,,,,,,,0.0,1,B,8,1
05/28/2005,12:00,1293,1330,683,E,5,247,E,5,443,E,5,78543,E,5,16881,E,5,51338,E,5,2316,E,5,3,B,8,99,C,9,32.4,C,8,26.9,C,8,73,E,9,1004,B,8,130,B,8,3.0,B,8,10000,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/28/2005,13:00,1267,1330,667,E,5,245,E,5,434,E,5,76572,E,5,16475,E,5,50131,E,5,2355,E,5,2,B,8,99,C,9,32.5,C,8,27.5,C,8,75,E,9,1004,B,8,80,B,8,3.0,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,2
05/28/2005,14:00,1161,1330,618,E,5,263,E,5,388,E,5,70443,E,5,17163,E,5,44576,E,5,2242,E,5,1,A,7,99,C,9,32.6,A,7,27.9,A,7,76,E,9,1003,A,7,80,A,7,3.0,A,7,10000,A,7,77777,A,7,6.5,F,9,,,,,,,0.0,1,B,8,2
05/28/2005,15:00,982,1330,506,E,5,245,E,5,325,E,5,57027,E,5,15920,E,5,36871,E,5,1870,E,5,1,B,8,99,C,9,32.5,C,8,27.4,C,8,75,E,9,1003,B,8,80,B,8,2.7,B,8,10000,B,8,77777,B,8,6.3,F,9,,,,,,,0.0,1,B,8,2
05/28/2005,16:00,742,1330,361,E,5,219,E,5,239,E,5,40003,E,5,13339,E,5,26611,E,5,1295,E,5,2,B,8,99,C,9,32.2,C,8,26.8,C,8,73,E,9,1003,B,8,130,B,8,2.3,B,8,10000,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,B,8,2
05/28/2005,17:00,457,1330,200,E,5,181,E,5,137,E,5,21793,E,5,7789,E,5,15056,E,5,677,E,5,3,A,7,99,C,9,31.7,A,7,26.4,A,7,74,E,9,1003,A,7,130,A,7,2.0,A,7,10000,A,7,77777,A,7,5.9,F,9,,,,,,,0.0,1,B,8,2
05/28/2005,18:00,155,1330,54,E,5,120,E,5,40,E,5,5852,E,5,0,E,5,4356,E,5,175,E,5,2,B,8,99,C,9,30.8,C,8,26.6,C,8,78,E,9,1004,B,8,130,B,8,2.0,B,8,10000,B,8,77777,B,8,6.0,F,9,,,,,,,0.0,1,B,8,2
05/28/2005,19:00,0,11,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,1,B,8,99,C,9,30.2,B,8,27.1,B,8,84,E,9,1004,B,8,210,B,8,2.0,B,8,10000,B,8,77777,B,8,6.2,F,9,,,,,,,0.0,1,B,8,2
05/28/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,1,A,7,99,C,9,29.4,A,7,27.5,A,7,90,E,9,1005,A,7,210,A,7,2.0,A,7,10000,A,7,77777,A,7,6.4,F,9,,,,,,,0.0,1,B,8,13
05/28/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,2,B,8,99,C,9,29.3,B,8,27.7,B,8,91,E,9,1006,B,8,210,B,8,2.7,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,13
05/28/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,29.3,B,8,27.9,B,8,92,E,9,1006,B,8,250,B,8,3.3,B,8,10000,B,8,77777,B,8,6.5,F,9,,,,,,,0.0,1,B,8,13
05/28/2005,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,29.2,A,7,28.1,A,7,94,E,9,1007,A,7,250,A,7,4.0,A,7,10000,A,7,77777,A,7,6.6,F,9,,,,,,,0.3,1,B,8,13
05/28/2005,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,B,8,99,C,9,28.7,B,8,27.9,B,8,95,E,9,1007,B,8,250,B,8,3.3,B,8,10000,B,8,77777,B,8,6.5,F,9,,,,,,,0.3,1,B,8,13
05/29/2005,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,28.1,B,8,27.8,B,8,98,E,9,1007,B,8,240,B,8,2.7,B,8,10000,B,8,4500,B,8,6.5,F,9,,,,,,,0.3,1,B,8,13
05/29/2005,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,27.6,A,7,27.6,A,7,100,E,9,1007,A,7,240,A,7,2.0,A,7,10000,A,7,4500,A,7,6.4,F,9,,,,,,,0.0,1,B,8,13
05/29/2005,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,27.3,B,8,27.0,B,8,98,E,9,1007,B,8,240,B,8,1.7,B,8,10000,B,8,4500,B,8,6.1,F,9,,,,,,,0.0,1,B,8,13
05/29/2005,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,B,8,99,C,9,26.9,B,8,26.4,B,8,97,E,9,1007,B,8,360,B,8,1.3,B,8,10000,B,8,77777,B,8,5.9,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,26.6,A,7,25.8,A,7,95,E,9,1007,A,7,360,A,7,1.0,A,7,10000,A,7,77777,A,7,5.6,F,9,,,,,,,0.1,1,B,8,1
05/29/2005,06:00,56,786,16,E,5,32,E,5,15,E,5,1799,E,5,0,E,5,1658,E,5,64,E,5,6,B,8,99,C,9,27.3,C,8,26.3,C,8,94,E,9,1007,B,8,360,B,8,1.0,B,8,10000,B,8,77777,B,8,5.8,F,9,,,,,,,0.1,1,B,8,1
05/29/2005,07:00,343,1329,108,E,5,64,E,5,91,E,5,11777,E,5,1489,E,5,10020,E,5,431,E,5,7,B,8,99,C,9,28.4,C,8,26.9,C,8,92,E,9,1008,B,8,120,B,8,1.0,B,8,10000,B,8,9000,B,8,6.1,F,9,,,,,,,0.1,1,B,8,1
05/29/2005,08:00,639,1329,230,E,5,72,E,5,196,E,5,25418,E,5,3935,E,5,21704,E,5,1029,E,5,8,A,7,99,C,9,29.5,A,7,27.3,A,7,88,E,9,1008,A,7,120,A,7,1.0,A,7,10000,A,7,9000,A,7,6.3,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,09:00,897,1329,377,E,5,108,E,5,304,E,5,42076,E,5,7043,E,5,34170,E,5,1718,E,5,7,B,8,99,C,9,30.4,C,8,27.1,C,8,83,E,9,1008,B,8,120,B,8,1.7,B,8,11666,B,8,9500,B,8,6.2,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,10:00,1101,1329,510,E,5,148,E,5,387,E,5,57765,E,5,10238,E,5,44167,E,5,2250,E,5,6,B,8,99,C,9,31.1,C,8,26.9,C,8,78,E,9,1007,B,8,210,B,8,2.3,B,8,13333,B,8,10000,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,11:00,1235,1329,595,E,5,167,E,5,440,E,5,68007,E,5,11728,E,5,50661,E,5,2463,E,5,6,A,7,99,C,9,31.6,A,7,26.7,A,7,75,E,9,1006,A,7,210,A,7,3.0,A,7,15000,A,7,10500,A,7,6.0,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,12:00,1292,1329,598,E,5,136,E,5,467,E,5,68521,E,5,9540,E,5,53841,E,5,2443,E,5,6,B,8,99,C,9,31.7,C,8,27.0,C,8,76,E,9,1006,B,8,210,B,8,3.0,B,8,13333,B,8,10500,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,13:00,1266,1329,560,E,5,109,E,5,456,E,5,63955,E,5,7567,E,5,52518,E,5,2478,E,5,6,B,8,99,C,9,31.5,C,8,27.3,C,8,78,E,9,1005,B,8,70,B,8,3.0,B,8,11666,B,8,77777,B,8,6.3,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,14:00,1160,1329,495,E,5,97,E,5,411,E,5,56193,E,5,6588,E,5,46942,E,5,2370,E,5,6,A,7,99,C,9,31.3,A,7,27.6,A,7,81,E,9,1004,A,7,70,A,7,3.0,A,7,10000,A,7,77777,A,7,6.4,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,15:00,981,1329,419,E,5,110,E,5,338,E,5,47051,E,5,7262,E,5,38216,E,5,1944,E,5,5,B,8,99,C,9,31.1,C,8,27.5,C,8,81,E,9,1004,B,8,70,B,8,3.0,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,16:00,742,1329,307,E,5,116,E,5,243,E,5,33987,E,5,6979,E,5,27007,E,5,1318,E,5,5,B,8,99,C,9,30.9,C,8,27.4,C,8,82,E,9,1003,B,8,100,B,8,3.0,B,8,10000,B,8,77777,B,8,6.3,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,17:00,458,1329,178,E,5,121,E,5,137,E,5,19469,E,5,4989,E,5,15007,E,5,676,E,5,5,A,7,99,C,9,30.7,A,7,27.2,A,7,82,E,9,1003,A,7,100,A,7,3.0,A,7,10000,A,7,77777,A,7,6.2,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,18:00,156,1329,47,E,5,75,E,5,38,E,5,5114,E,5,0,E,5,4168,E,5,167,E,5,5,B,8,99,C,9,30.4,C,8,27.0,C,8,82,E,9,1004,B,8,100,B,8,2.3,B,8,10000,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,19:00,0,16,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,5,B,8,99,C,9,29.8,B,8,26.8,B,8,84,E,9,1005,B,8,330,B,8,1.7,B,8,10000,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,29.3,A,7,26.6,A,7,85,E,9,1006,A,7,330,A,7,1.0,A,7,10000,A,7,77777,A,7,6.0,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,28.9,B,8,26.9,B,8,89,E,9,1006,B,8,330,B,8,1.3,B,8,10000,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,28.4,B,8,27.1,B,8,93,E,9,1006,B,8,250,B,8,1.7,B,8,10000,B,8,77777,B,8,6.2,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,28.0,A,7,27.4,A,7,97,E,9,1006,A,7,250,A,7,2.0,A,7,10000,A,7,77777,A,7,6.3,F,9,,,,,,,0.0,1,B,8,1
05/29/2005,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,27.8,B,8,26.9,B,8,95,E,9,1006,B,8,250,B,8,1.3,B,8,10000,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/30/2005,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,27.6,B,8,26.5,B,8,94,E,9,1006,B,8,250,B,8,0.7,B,8,10000,B,8,77777,B,8,5.9,F,9,,,,,,,0.0,1,B,8,1
05/30/2005,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,27.4,A,7,26.0,A,7,92,E,9,1006,A,7,350,B,8,0.0,A,7,10000,A,7,77777,A,7,5.7,F,9,,,,,,,0.0,1,B,8,1
05/30/2005,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,B,8,99,C,9,27.4,B,8,26.4,B,8,94,E,9,1006,B,8,350,B,8,0.7,B,8,10000,B,8,77777,B,8,5.9,F,9,,,,,,,0.0,1,B,8,1
05/30/2005,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,27.5,B,8,26.9,B,8,97,E,9,1006,B,8,350,B,8,1.3,B,8,10000,B,8,3000,B,8,6.1,F,9,,,,,,,0.0,1,B,8,1
05/30/2005,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,A,7,99,C,9,27.5,A,7,27.3,A,7,99,E,9,1006,A,7,350,A,7,2.0,A,7,10000,A,7,3000,A,7,6.3,F,9,,,,,,,0.0,1,B,8,1
05/30/2005,06:00,56,785,13,E,5,14,E,5,12,E,5,1407,E,5,0,E,5,1344,E,5,51,E,5,9,B,8,99,C,9,27.9,C,8,27.7,C,8,99,E,9,1007,B,8,350,B,8,2.0,B,8,10000,B,8,3000,B,8,6.4,F,9,,,,,,,0.0,1,B,8,1
05/30/2005,07:00,343,1329,86,E,5,29,E,5,79,E,5,9513,E,5,486,E,5,8733,E,5,372,E,5,9,B,8,99,C,9,28.4,C,8,28.0,C,8,98,E,9,1007,B,8,340,B,8,2.0,B,8,10000,B,8,3000,B,8,6.6,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,08:00,638,1329,184,E,5,28,E,5,171,E,5,20509,E,5,1359,E,5,19110,E,5,897,E,5,10,A,7,99,C,9,29.1,A,7,28.0,A,7,94,E,9,1007,A,7,340,A,7,2.0,A,7,10000,A,7,3000,A,7,6.6,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,09:00,896,1329,287,E,5,30,E,5,267,E,5,32350,E,5,1777,E,5,30257,E,5,1508,E,5,10,B,8,99,C,9,29.9,B,8,27.8,C,8,89,E,9,1007,B,8,340,B,8,2.0,B,8,10000,B,8,3833,B,8,6.5,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,10:00,1100,1329,381,E,5,34,E,5,352,E,5,43356,E,5,2212,E,5,40386,E,5,2044,E,5,10,B,8,99,C,9,30.6,B,8,27.5,C,8,84,E,9,1007,B,8,340,B,8,2.0,B,8,10000,B,8,4666,B,8,6.4,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,11:00,1234,1329,457,E,5,43,E,5,417,E,5,52361,E,5,2897,E,5,48111,E,5,2333,E,5,10,B,8,99,C,9,31.4,B,8,27.3,C,8,79,E,9,1007,B,8,140,B,8,2.0,B,8,10000,B,8,5500,B,8,6.3,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,12:00,1291,1329,454,E,5,31,E,5,424,E,5,52297,E,5,2006,E,5,49243,E,5,2224,E,5,10,B,8,99,C,9,31.4,B,8,27.5,C,8,80,E,9,1007,B,8,140,B,8,2.0,B,8,10000,B,8,6333,B,8,6.4,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,13:00,1265,1329,420,E,5,23,E,5,399,E,5,46757,E,5,2460,E,5,48153,E,5,3088,E,5,10,B,8,99,C,9,31.3,B,8,27.8,C,8,82,E,9,1007,B,8,140,B,8,2.0,B,8,10000,B,8,7166,B,8,6.5,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,14:00,1160,1329,371,E,5,21,E,5,353,E,5,41496,E,5,2267,E,5,43941,E,5,1941,E,5,10,A,7,99,C,9,31.3,B,8,28.0,C,8,83,E,9,1007,B,8,140,A,7,2.0,A,7,10000,A,7,8000,B,8,6.6,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,15:00,981,1329,326,E,5,32,E,5,302,E,5,36933,E,5,1982,E,5,34452,E,5,1739,E,5,9,B,8,99,C,9,31.2,B,8,27.9,C,8,83,E,9,1006,B,8,140,B,8,2.3,B,8,10000,B,8,8833,B,8,6.5,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,16:00,742,1329,240,E,5,39,E,5,218,E,5,26774,E,5,2193,E,5,24472,E,5,1185,E,5,9,B,8,99,C,9,31.0,B,8,27.7,C,8,83,E,9,1006,B,8,160,B,8,2.7,B,8,10000,B,8,9666,B,8,6.4,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,17:00,459,1329,139,E,5,46,E,5,123,E,5,15250,E,5,1707,E,5,13573,E,5,607,E,5,9,A,7,99,C,9,30.9,A,7,27.5,C,8,82,E,9,1006,A,7,160,A,7,3.0,A,7,10000,A,7,10500,A,7,6.4,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,18:00,157,1329,36,E,5,31,E,5,32,E,5,3970,E,5,0,E,5,3573,E,5,141,E,5,8,B,8,99,C,9,30.2,C,8,27.6,C,8,86,E,9,1006,B,8,160,B,8,3.0,B,8,10000,B,8,10500,B,8,6.4,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,19:00,0,20,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,8,B,8,99,C,9,29.6,B,8,27.8,B,8,90,E,9,1005,B,8,240,B,8,3.0,B,8,10000,B,8,10500,B,8,6.5,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,28.9,A,7,28.0,A,7,95,E,9,1005,A,7,240,A,7,3.0,A,7,10000,A,7,10500,A,7,6.6,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,28.8,B,8,27.9,B,8,95,E,9,1005,B,8,240,B,8,2.7,B,8,10000,B,8,10500,B,8,6.5,F,9,,,,,,,0.0,1,B,8,13
05/30/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,B,8,99,C,9,28.7,B,8,27.7,B,8,94,E,9,1005,B,8,210,B,8,2.3,B,8,10000,B,8,10500,B,8,6.4,F,9,,,,,,,0.0,1,B,8,13
